,Total Activated Balancing Energy UP (MWh),Total Activated Balancing Energy Down (MWh),Total Activated Balancing Energy (MWh),Imbalance Price  (€/MWh),mFRR Price UP (€/MWh),mFRR Price Down (€/MWh),Uplift Account 1 (€/MWh),Uplift Account 2 (€/MWh),Uplift Account 3 (€/MWh),Unnamed: 13,Unnamed: 14
2021-08-09 00:00:00,145.52516,132.21917,13.30599,125.6339352,0.0,55.91,4.29853308,1.16328463,5.56002306,,
2021-08-09 00:15:00,75.99048,68.31657,7.67391,140.4071753,122.26,56.01,4.44284056,1.17128008,4.1032129,,
2021-08-09 00:30:00,51.49773,75.86168,-24.36395,53.17479852,0.0,56.01,3.97916375,1.13794826,2.65961918,,
2021-08-09 00:45:00,66.25723,98.52136,-32.26413,55.28219552,0.0,56.21,4.00014155,1.14947293,2.96422287,,
2021-08-09 01:00:00,24.80705,26.71724,-1.91019,73.73166543,0.0,77.52,3.66455625,1.09837347,0.59045057,,
2021-08-09 01:15:00,16.57891,43.1539,-26.57499,72.4091483,0.0,77.5,3.64814023,1.10772776,0.395859,,
2021-08-09 01:30:00,22.02007,69.28449,-47.26442,74.31028323,0.0,75.34,3.69923455,1.00656606,0.38209155,,
2021-08-09 01:45:00,25.80361,83.31705,-57.51344,74.30462056,0.0,75.34,3.71951175,1.01725516,0.4805036,,
2021-08-09 02:00:00,20.76027,62.91907,-42.1588,0.0,132.73,0.0,3.02404952,0.97429329,1.94770934,,
2021-08-09 02:15:00,19.63507,58.76827,-39.1332,0.0,0.0,0.0,3.03089754,0.93015594,1.49670658,,
2021-08-09 02:30:00,19.83991,62.75347,-42.91356,74.65669667,0.0,75.15,3.41750015,0.96258809,0.33396006,,
2021-08-09 02:45:00,19.68479,68.31367,-48.62888,0.0,0.0,0.0,3.07237897,0.96259221,1.44655646,,
2021-08-09 03:00:00,19.37011,42.73857,-23.36846,42.54853601,0.0,42.83,2.96210738,0.91648449,0.72844847,,
2021-08-09 03:15:00,32.37073,60.95788,-28.58715,42.82999999,0.0,42.83,2.97125851,0.92662859,1.38278705,,
2021-08-09 03:30:00,38.00099,62.59762,-24.59663,42.82999999,0.0,42.83,2.97982289,0.93919286,1.63831855,,
2021-08-09 03:45:00,45.29575,71.8018,-26.50605,42.83,0.0,42.83,2.98825,0.95506315,1.91041435,,
2021-08-09 04:00:00,28.23013,57.8576,-29.62747,56.39681777,0.0,77.5,3.06319021,0.90928991,0.8523668,,
2021-08-09 04:15:00,42.73321,77.01259,-34.27938,57.40209295,0.0,68.11,3.01560874,0.9117879,1.34865388,,
2021-08-09 04:30:00,45.39458,69.84707,-24.45249,61.31406399,0.0,77.07,3.04732324,0.93590241,1.30782514,,
2021-08-09 04:45:00,42.19149,54.60082,-12.40933,60.07100329,0.0,77.5,3.02276549,0.9280905,1.2847049,,
2021-08-09 05:00:00,35.01889,36.05463,-1.03574,66.73505244,0.0,67.94,3.60962136,1.52618753,2.11531407,,
2021-08-09 05:15:00,43.99497,62.0185,-18.02353,61.24893051,122.26,67.94,3.72490185,1.98504954,2.06381485,,
2021-08-09 05:30:00,42.37165,72.492,-30.12035,63.88780773,152.2,67.94,3.7061809,2.16769694,2.63184622,,
2021-08-09 05:45:00,45.92615,65.86809,-19.94194,67.87746423,152.2,67.94,3.58745557,2.12379549,2.84286767,,
2021-08-09 06:00:00,62.47616,93.86057,-31.38441,74.63108968,152.2,74.84,4.06963463,3.17906637,3.91761035,,
2021-08-09 06:15:00,76.49625,101.5262,-25.02995,74.70710751,152.4,74.84,3.95116676,3.11337671,4.19970859,,
2021-08-09 06:30:00,97.89786,100.20714,-2.30928,74.72199827,152.4,74.84,3.91813117,3.04732299,5.27501297,,
2021-08-09 06:45:00,121.98525,99.32191,22.66334,156.0395824,152.4,74.84,4.11536461,2.80868011,5.90963982,,
2021-08-09 07:00:00,110.47891,139.07662,-28.59771,55.75978986,122.26,56.11,3.85045903,3.47045012,5.24192584,,
2021-08-09 07:15:00,112.98997,132.43824,-19.44827,74.5516413,122.26,74.7,3.79003735,3.38283624,4.20778125,,
2021-08-09 07:30:00,92.08505,118.40692,-26.32187,74.31646803,122.26,74.7,3.74214672,3.44234401,3.05602595,,
2021-08-09 07:45:00,102.34886,117.9081,-15.55924,74.10720502,122.26,74.7,3.64942549,3.44733439,3.43473045,,
2021-08-09 08:00:00,114.80045,90.38062,24.41983,159.4711289,155.8,56.31,3.8781067,2.89802524,4.3335948,,
2021-08-09 08:15:00,119.38725,88.23004,31.15721,156.7428165,153.7,56.31,3.82055549,2.84973852,5.37548583,,
2021-08-09 08:30:00,72.17014,90.92107,-18.75093,56.60999999,152.7,56.61,3.44301079,3.25673427,3.76374545,,
2021-08-09 08:45:00,75.39081,95.8838,-20.49299,56.40999998,153.0,56.41,3.39055101,3.3086349,3.88011109,,
2021-08-09 09:00:00,108.12671,133.1376,-25.01089,0.0,153.0,0.0,3.27735915,3.38867853,8.84033062,,
2021-08-09 09:15:00,85.27338,120.52266,-35.24928,0.0,153.0,0.0,3.23486883,3.33404766,6.83469723,,
2021-08-09 09:30:00,83.54521,129.30859,-45.76338,49.21664091,750.0,68.14,3.29345762,3.11245076,30.11877811,,
2021-08-09 09:45:00,84.1408,97.12519,-12.98439,67.87465148,750.0,68.14,3.29400512,2.94224859,29.84122118,,
2021-08-09 10:00:00,70.41568,127.03515,-56.61947,0.0,246.17,0.0,3.29079345,2.86819671,8.76565305,,
2021-08-09 10:15:00,44.15307,104.01555,-59.86248,49.52597388,750.0,75.95,3.29696689,2.82003556,15.35504346,,
2021-08-09 10:30:00,61.91348,111.98232,-50.06884,75.47819897,750.0,75.95,3.34627975,2.91747564,20.53135751,,
2021-08-09 10:45:00,70.38132,111.46827,-41.08695,51.13968277,750.0,75.95,3.30022178,2.86851475,23.9620793,,
2021-08-09 11:00:00,87.10536,139.39318,-52.28782,56.70999999,155.4,56.71,3.37547768,2.73806763,4.11173018,,
2021-08-09 11:15:00,88.50477,112.4969,-23.99213,67.65248878,155.4,68.14,3.33944062,2.70590133,3.63570785,,
2021-08-09 11:30:00,95.55727,119.21851,-23.66124,86.77802968,155.4,95.5,3.37514491,2.604578,2.60523896,,
2021-08-09 11:45:00,104.14773,108.58827,-4.44054,88.21154636,155.4,95.5,3.42789746,2.80316284,3.18487848,,
2021-08-09 12:00:00,106.28326,177.15775,-70.87449,89.80421392,89.84,95.5,3.43803065,2.98877796,2.14130736,,
2021-08-09 12:15:00,117.0794,158.7352,-41.6558,89.32667832,247.39,95.5,3.45566892,2.96537713,8.49443158,,
2021-08-09 12:30:00,126.67359,154.15851,-27.48492,89.82570355,247.39,95.5,3.47418145,3.11046637,9.23129437,,
2021-08-09 12:45:00,177.40822,150.98035,26.42787,247.3899999,247.39,95.5,3.74291441,3.094407,10.59694236,,
2021-08-09 13:00:00,191.19066,167.8314,23.35926,245.3899999,245.39,95.5,3.72642034,3.2689535,13.09692614,,
2021-08-09 13:15:00,216.10292,218.70866,-2.60574,56.19104757,155.0,56.41,3.40288812,3.38222414,9.87808799,,
2021-08-09 13:30:00,164.2203,171.76921,-7.54891,87.8899043,154.4,95.5,3.48222431,3.24463427,5.12018867,,
2021-08-09 13:45:00,167.23159,173.99555,-6.76396,87.73970046,154.4,95.5,3.51855641,3.24686991,5.17805246,,
2021-08-09 14:00:00,168.5688,176.97951,-8.41071,56.34273812,245.39,56.61,3.48309519,3.34008441,14.59315007,,
2021-08-09 14:15:00,182.68073,175.17169,7.50904,245.3899999,245.39,56.61,4.10074995,3.44789476,15.29036864,,
2021-08-09 14:30:00,199.13956,185.14296,13.9966,245.3899999,245.39,95.5,4.04831623,3.2836231,13.01920479,,
2021-08-09 14:45:00,225.96196,191.89264,34.06932,245.3899999,245.39,95.5,3.97711281,3.28100548,13.84543565,,
2021-08-09 15:00:00,168.77528,172.02335,-3.24807,87.94570039,154.4,95.6,3.52865912,2.7049153,5.09152313,,
2021-08-09 15:15:00,153.55367,139.42986,14.12381,154.7461383,153.7,95.6,3.84187309,2.70972548,4.11063606,,
2021-08-09 15:30:00,178.86368,148.23922,30.62446,155.2161786,154.4,56.61,3.99483729,2.75395568,7.25040068,,
2021-08-09 15:45:00,191.6185,145.66932,45.94918,154.5395095,154.5,95.6,4.0041562,2.75117432,4.14044932,,
2021-08-09 16:00:00,134.90116,147.9357,-13.03454,87.80107127,176.7,96.1,4.1551117,4.48484768,5.84033735,,
2021-08-09 16:15:00,123.51155,115.48177,8.02978,176.1544904,175.7,96.1,4.69271218,4.68556751,4.79556835,,
2021-08-09 16:30:00,169.29668,123.66656,45.63012,178.7041844,176.7,95.9,4.80490687,5.33337412,4.97868755,,
2021-08-09 16:45:00,214.21945,141.39562,72.82383,178.5035014,176.9,95.9,4.86377441,5.32977484,5.43840309,,
2021-08-09 17:00:00,142.05807,143.74362,-1.68555,0.0,193.7,0.0,4.28088622,7.48997436,13.34005145,,
2021-08-09 17:15:00,126.90898,110.682,16.22698,195.1770412,193.7,96.1,5.4233253,7.52000644,5.9243778,,
2021-08-09 17:30:00,186.19858,83.4833,102.71528,195.616255,194.9,96.2,5.51267184,7.05540341,4.38983706,,
2021-08-09 17:45:00,208.36544,77.71122,130.65422,195.5524791,195.5,97.3,5.62681384,7.19904085,7.01745301,,
2021-08-09 18:00:00,126.36419,50.87917,75.48502,207.9655633,207.0,96.9,6.03076853,8.0667383,3.49544912,,
2021-08-09 18:15:00,112.26184,58.81621,53.44563,207.9630726,207.0,56.71,6.11005754,8.1224749,3.83469783,,
2021-08-09 18:30:00,118.36475,57.67356,60.69119,209.6536543,209.6,56.61,6.17479817,8.90826011,4.7270221,,
2021-08-09 18:45:00,135.46245,53.49068,81.97177,209.645327,209.6,56.61,6.20482713,7.61748638,4.56812911,,
2021-08-09 19:00:00,146.1152,99.81987,46.29533,199.8390062,199.8,11.32,5.77447466,7.82717651,9.17524041,,
2021-08-09 19:15:00,153.65738,89.50564,64.15174,200.4633214,199.6,11.32,5.79592285,8.38902547,8.95823274,,
2021-08-09 19:30:00,151.30486,59.91042,91.39444,201.108482,199.6,11.32,5.81293601,8.21752472,6.09232595,,
2021-08-09 19:45:00,204.97211,57.48929,147.48282,200.9248329,199.8,11.32,5.91908224,8.74963052,5.6184931,,
2021-08-09 20:00:00,230.75717,111.4666,119.29057,201.5183074,201.5,56.21,6.01577238,8.90225781,7.9346688,,
2021-08-09 20:15:00,183.32295,107.78204,75.54091,201.1288214,201.1,56.21,5.94061433,8.92137407,7.71912017,,
2021-08-09 20:30:00,141.44144,73.61478,67.82666,201.5004811,201.5,56.61,5.90964248,8.56061717,5.60752175,,
2021-08-09 20:45:00,127.33428,80.86247,46.47181,201.5254946,201.5,56.61,5.88198317,8.65453185,6.24805953,,
2021-08-09 21:00:00,138.01392,59.59984,78.41408,200.6389352,200.6,11.32,5.58675577,8.19370602,5.94516506,,
2021-08-09 21:15:00,139.79393,81.68834,58.10559,200.6501607,200.6,11.32,5.70303824,8.13047051,8.25572679,,
2021-08-09 21:30:00,121.26969,93.23333,28.03636,199.9575746,199.8,11.32,5.55731918,7.12285017,9.19425301,,
2021-08-09 21:45:00,98.62283,113.20554,-14.58271,10.86871417,199.8,11.32,4.44849601,7.21766592,9.86825285,,
2021-08-09 22:00:00,114.67267,70.10905,44.56362,176.1868964,175.1,75.0,5.23531272,6.54514696,4.32873537,,
2021-08-09 22:15:00,108.82496,80.75873,28.06623,176.1035176,175.1,75.0,5.15316569,6.32610845,3.96838031,,
2021-08-09 22:30:00,105.05359,98.01952,7.03407,176.4824032,175.1,75.0,5.14203847,5.15713174,6.06405015,,
2021-08-09 22:45:00,104.96661,127.85146,-22.88485,61.03291169,175.1,68.14,4.45270664,5.22330839,6.49516381,,
2021-08-09 23:00:00,192.7204,168.487,24.2334,153.2428705,152.5,59.13,4.59897313,3.54281553,7.42257666,,
2021-08-09 23:15:00,157.05781,117.97955,39.07826,153.2136901,152.1,68.14,4.47074706,3.55297164,6.1089569,,
2021-08-09 23:30:00,125.01354,143.20289,-18.18935,64.07841597,152.5,68.14,3.9271364,3.66299759,6.50015721,,
2021-08-09 23:45:00,96.52109,167.59324,-71.07215,63.64396296,152.5,68.14,3.90834077,3.71871502,4.68823467,,
2021-08-10 00:00:00,177.57688,220.95336,-43.37648,11.05451827,167.0,11.06,2.93230545,1.03018192,16.8373937,,
2021-08-10 00:15:00,132.19414,123.47879,8.71535,167.0,167.0,55.78,4.00877014,1.046968,9.43816987,,
2021-08-10 00:30:00,78.62918,98.07804,-19.44886,61.25688706,167.0,63.96,3.40588941,1.01990193,5.13470113,,
2021-08-10 00:45:00,85.24824,122.97081,-37.72257,61.31302211,167.0,62.96,3.35057756,1.03162277,5.8183208,,
2021-08-10 01:00:00,74.29102,57.67103,16.61999,154.0,154.0,15.5,3.70417147,0.89432374,5.63539033,,
2021-08-10 01:15:00,78.52838,84.23902,-5.71064,15.49819109,154.0,15.5,2.71263165,0.91250162,7.09481061,,
2021-08-10 01:30:00,59.09492,90.42286,-31.32794,15.48071034,154.0,15.5,2.73035215,0.89588966,5.34064328,,
2021-08-10 01:45:00,69.69865,130.89698,-61.19833,15.49590135,154.0,15.5,2.73851317,0.88897336,6.40484719,,
2021-08-10 02:00:00,134.05043,90.90256,43.14787,170.0999999,170.1,54.66,3.4838837,0.83266894,6.6178574,,
2021-08-10 02:15:00,128.99521,91.78434,37.21087,170.0999999,170.1,57.42,3.48714599,0.83065726,7.11441542,,
2021-08-10 02:30:00,112.55,91.14506,21.40494,170.1,170.1,58.42,3.41433436,0.89733419,6.99936708,,
2021-08-10 02:45:00,119.72352,123.67433,-3.95081,55.7758544,170.1,55.78,2.84122953,0.89318223,9.1464689,,
2021-08-10 03:00:00,155.19854,148.42116,6.77738,170.0999999,170.1,55.78,3.53544141,0.90477816,12.08446333,,
2021-08-10 03:15:00,145.25222,140.86268,4.38954,170.0999999,170.1,55.78,3.44895942,0.86770962,10.90152191,,
2021-08-10 03:30:00,142.35388,155.80738,-13.4535,55.77750069,170.1,55.78,2.81875287,0.87972898,11.03973765,,
2021-08-10 03:45:00,143.38586,160.86422,-17.47836,55.75735318,170.1,55.76,2.80344996,0.92022366,11.21531434,,
2021-08-10 04:00:00,147.25143,163.49083,-16.2394,55.75999999,170.1,55.76,2.78866046,0.93474171,11.477993,,
2021-08-10 04:15:00,146.42383,165.34958,-18.92575,55.75999999,170.1,55.76,2.78280817,0.93993593,11.58806769,,
2021-08-10 04:30:00,138.93616,181.39095,-42.45479,55.75999998,170.1,55.76,2.78624144,0.94822443,10.91462566,,
2021-08-10 04:45:00,142.17647,177.06758,-34.89111,55.75999999,170.1,55.76,2.7338055,0.93515619,11.2552557,,
2021-08-10 05:00:00,115.60626,150.3992,-34.79294,55.77546477,170.1,55.78,2.76264612,1.39647114,8.73912146,,
2021-08-10 05:15:00,108.33035,149.16426,-40.83391,55.77520598,170.1,55.78,2.76314031,1.39504106,8.43383109,,
2021-08-10 05:30:00,93.04453,155.48107,-62.43654,55.77496668,170.1,55.78,2.75985667,1.31659438,7.22235176,,
2021-08-10 05:45:00,109.20249,156.47764,-47.27515,55.72953822,170.1,55.76,2.78139297,1.31938266,8.54967084,,
2021-08-10 06:00:00,72.62371,140.72593,-68.10222,53.91235425,153.0,54.47,2.88323612,2.10142897,4.66614988,,
2021-08-10 06:15:00,70.97733,122.81489,-51.83756,54.01663602,154.0,54.49,2.84914613,2.05415677,4.53606906,,
2021-08-10 06:30:00,71.46777,117.85502,-46.38725,54.1637022,154.0,54.49,2.77032084,2.42541129,4.62118799,,
2021-08-10 06:45:00,79.68579,106.57093,-26.88514,55.74564328,153.0,55.78,2.70669334,2.33743863,4.83510641,,
2021-08-10 07:00:00,85.50988,130.22184,-44.71196,55.73755288,159.0,55.76,2.6589381,1.08294958,5.31591068,,
2021-08-10 07:15:00,85.08218,126.51568,-41.4335,55.69151381,159.0,55.76,2.64263447,1.10091853,5.11787793,,
2021-08-10 07:30:00,93.38328,125.76114,-32.37786,55.68730654,159.0,55.76,2.55764282,1.01870814,5.56652861,,
2021-08-10 07:45:00,87.16779,107.8466,-20.67881,55.65669222,159.0,55.78,2.49575774,0.98862794,4.94472727,,
2021-08-10 08:00:00,78.16497,97.90056,-19.73559,56.54629592,169.0,57.42,2.64623936,1.817776,4.78397431,,
2021-08-10 08:15:00,73.75043,91.24937,-17.49894,56.99849733,170.0,57.42,2.61067959,1.78557298,4.49259649,,
2021-08-10 08:30:00,91.77467,102.07172,-10.29705,56.98740878,172.6,57.42,2.57170812,1.46320655,5.49684186,,
2021-08-10 08:45:00,88.11704,108.77422,-20.65718,56.86729069,172.6,57.42,2.53557166,1.44435371,5.19356119,,
2021-08-10 09:00:00,126.77892,122.60682,4.1721,173.5999999,173.6,55.78,2.70329258,1.34918786,7.71512685,,
2021-08-10 09:15:00,118.42486,114.17081,4.25405,173.5999999,173.6,57.42,2.72540766,1.33011079,6.52129977,,
2021-08-10 09:30:00,120.37211,121.69566,-1.32355,56.88484314,173.6,57.42,2.41322128,1.33342626,6.95753491,,
2021-08-10 09:45:00,128.08738,127.10686,0.98052,173.5999999,173.6,55.78,2.64321614,1.31850426,7.49111206,,
2021-08-10 10:00:00,133.36777,140.78314,-7.41537,56.97956211,171.6,57.42,2.61837692,1.29172978,7.44626136,,
2021-08-10 10:15:00,134.75825,132.31662,2.44163,171.6,171.6,57.42,2.73557748,1.27519147,7.2318798,,
2021-08-10 10:30:00,123.1926,128.22642,-5.03382,60.41664072,171.6,62.96,2.58845359,1.12188909,6.38237427,,
2021-08-10 10:45:00,139.71343,125.44871,14.26472,171.5999999,171.6,62.96,2.75188874,1.1036951,6.34800668,,
2021-08-10 11:00:00,136.2358,129.29486,6.94094,175.6,175.6,58.42,2.77632352,1.3842033,7.07911842,,
2021-08-10 11:15:00,124.76615,84.86186,39.90429,175.6,175.6,65.12,2.96156822,1.36721179,4.39369282,,
2021-08-10 11:30:00,116.60958,56.66146,59.94812,175.5999999,175.6,65.14,2.97812956,1.18050484,3.86588141,,
2021-08-10 11:45:00,112.86231,57.99842,54.86389,175.5999999,175.6,0.0,2.93010097,1.17153602,4.17418859,,
2021-08-10 12:00:00,144.83122,94.4344,50.39682,176.5999999,176.6,58.42,3.5685829,2.41819326,5.01996184,,
2021-08-10 12:15:00,119.23113,54.2645,64.96663,176.5999999,176.6,75.0,3.54518882,2.39309959,2.50820687,,
2021-08-10 12:30:00,109.73799,38.78853,70.94946,176.5999999,176.6,75.02,3.51674374,2.56444023,2.07367637,,
2021-08-10 12:45:00,103.65604,45.6545,58.00154,176.5999999,176.6,94.09,3.47010481,2.55871751,2.08580541,,
2021-08-10 13:00:00,105.62199,37.35487,68.26712,180.5999999,180.6,75.02,3.56707592,2.74520861,2.12526976,,
2021-08-10 13:15:00,105.93745,43.56389,62.37356,180.6,180.6,75.01,3.9164288,2.75106859,2.11584047,,
2021-08-10 13:30:00,104.77781,47.04808,57.72973,180.5999999,180.6,75.01,3.92368011,2.78172275,2.39857898,,
2021-08-10 13:45:00,108.37029,55.1187,53.25159,180.5999999,180.6,78.5,3.88452124,2.80430016,2.77038148,,
2021-08-10 14:00:00,109.69341,40.74815,68.94526,181.5999999,181.6,75.02,3.92246376,2.78640287,2.2018688,,
2021-08-10 14:15:00,126.23551,37.52323,88.71228,181.5999999,181.6,54.51,3.9049673,2.79423532,2.21254452,,
2021-08-10 14:30:00,162.23335,86.05277,76.18058,181.6,181.6,54.49,3.99763635,2.55782024,4.85725414,,
2021-08-10 14:45:00,159.56597,67.19705,92.36892,181.5999999,181.6,54.47,3.98658189,2.55588,3.82356797,,
2021-08-10 15:00:00,214.88797,86.61282,128.27515,180.5999999,180.6,75.02,4.11473829,2.69044368,4.57645659,,
2021-08-10 15:15:00,243.99129,104.21159,139.7797,180.5999999,180.6,75.02,4.15774391,2.85393215,5.75531709,,
2021-08-10 15:30:00,212.30375,64.95262,147.35113,180.6,180.6,78.89,4.17854648,2.99344476,3.5353912,,
2021-08-10 15:45:00,217.53198,66.54923,150.98275,180.5999999,180.6,78.89,4.25214075,2.99132297,3.57913761,,
2021-08-10 16:00:00,252.21678,157.07905,95.13773,186.5999999,186.6,75.0,4.97722421,6.28291069,8.40714476,,
2021-08-10 16:15:00,285.08195,149.70205,135.3799,186.6,186.6,75.0,5.06254567,6.34003841,8.65465171,,
2021-08-10 16:30:00,245.37873,89.02161,156.35712,186.5999999,186.6,78.89,5.17225545,4.59833359,4.81108204,,
2021-08-10 16:45:00,274.39967,92.38538,182.01429,186.5999999,186.6,78.89,5.36876777,4.58029992,5.7638685,,
2021-08-10 17:00:00,275.86,179.45818,96.40182,193.6,193.6,0.0,5.5929224,4.51181586,15.64412693,,
2021-08-10 17:15:00,320.44383,149.40434,171.03949,193.5999999,193.6,54.51,5.56517682,4.60237028,9.8168493,,
2021-08-10 17:30:00,292.48479,137.45521,155.02958,192.6999999,192.7,75.0,5.60821814,6.6378085,7.8795025,,
2021-08-10 17:45:00,341.01674,135.84785,205.16889,192.8999999,192.9,54.7,5.68115168,6.59030922,8.98769554,,
2021-08-10 18:00:00,201.19828,110.5506,90.64768,204.6999999,204.7,75.0,6.10804738,6.88543613,7.12748967,,
2021-08-10 18:15:00,225.22539,109.22556,115.99983,203.1157513,203.0,75.0,6.02951732,7.31831879,7.30536561,,
2021-08-10 18:30:00,250.68976,125.18009,125.50967,204.6277492,204.6,75.0,6.01449024,7.38791902,8.52593521,,
2021-08-10 18:45:00,249.29394,125.79972,123.49422,205.5,205.5,75.0,6.01784182,7.43290677,8.920412,,
2021-08-10 19:00:00,232.40245,130.96487,101.43758,208.4999999,208.5,93.69,5.58843255,5.15039975,7.94253224,,
2021-08-10 19:15:00,186.16641,89.41534,96.75107,208.4999999,208.5,93.69,5.38913881,5.22327606,5.87535225,,
2021-08-10 19:30:00,198.81853,97.19591,101.62262,208.4999999,208.5,93.69,5.36921313,5.4075914,6.34693639,,
2021-08-10 19:45:00,235.38116,94.5922,140.78896,208.5,208.5,93.69,5.46724167,5.30851486,6.10857133,,
2021-08-10 20:00:00,271.49009,116.69563,154.79446,208.4999999,208.5,93.69,5.39437635,5.02996145,7.35558768,,
2021-08-10 20:15:00,256.64447,110.84217,145.8023,208.4999999,208.5,93.69,5.46749014,5.04696705,7.29370228,,
2021-08-10 20:30:00,251.82135,111.34299,140.47836,208.4999999,208.5,93.69,5.50576564,5.17075965,7.2810905,,
2021-08-10 20:45:00,232.6747,112.18656,120.48814,208.5,208.5,93.69,5.50862285,5.2125303,7.45698961,,
2021-08-10 21:00:00,280.53132,99.31134,181.21998,204.500037,204.5,93.69,4.9872433,2.66130966,7.07543426,,
2021-08-10 21:15:00,244.7644,105.52455,139.23985,204.5001646,204.5,93.69,4.98209799,2.6867922,7.52746354,,
2021-08-10 21:30:00,245.31331,126.43578,118.87753,204.500099,204.5,75.0,4.96223697,2.92432545,8.89994458,,
2021-08-10 21:45:00,218.54746,134.67016,83.8773,204.5007127,204.5,75.0,4.89989046,2.96327561,8.83751969,,
2021-08-10 22:00:00,185.11178,69.99463,115.11715,188.5755189,188.5,63.96,4.31986352,1.61118169,5.32754113,,
2021-08-10 22:15:00,179.4641,79.92333,99.54077,188.5,188.5,63.96,4.26307251,1.60717371,4.25653512,,
2021-08-10 22:30:00,180.66235,116.58228,64.08007,188.5240453,188.5,57.42,4.23183347,1.87400053,7.15239891,,
2021-08-10 22:45:00,156.53736,119.18608,37.35128,188.5,188.5,57.42,4.23461021,1.88780631,7.55397566,,
2021-08-10 23:00:00,180.79155,134.97293,45.81862,179.4999999,179.5,57.42,4.58072068,1.65790821,9.86514785,,
2021-08-10 23:15:00,127.09522,61.46917,65.62605,178.0,178.0,58.42,4.73002915,1.40665573,7.77928326,,
2021-08-10 23:30:00,140.12802,149.07638,-8.94836,59.51059636,178.0,62.96,3.83955037,1.74364604,9.42460497,,
2021-08-10 23:45:00,145.82268,182.2322,-36.40952,59.98837752,178.0,62.96,3.86706482,1.86164921,9.78426858,,
2021-08-11 00:00:00,113.58304,23.75548,89.82756,145.1321029,145.1,0.0,4.17345245,1.19599278,2.49280934,,
2021-08-11 00:15:00,99.74604,24.86826,74.87778,145.1321848,145.1,0.0,4.10624159,1.20679185,2.0194747,,
2021-08-11 00:30:00,80.19872,29.03601,51.16271,143.5601177,143.5,62.96,4.04093654,0.9705598,1.89094756,,
2021-08-11 00:45:00,62.10598,45.99728,16.1087,143.6490026,143.5,62.96,4.01754414,1.08748981,2.40801779,,
2021-08-11 01:00:00,91.85939,39.46335,52.39604,143.4999999,143.5,0.0,4.00363123,1.00173064,3.39546543,,
2021-08-11 01:15:00,77.11438,43.81695,33.29743,143.0,143.0,0.0,4.03117851,1.01828175,3.79309655,,
2021-08-11 01:30:00,78.79333,66.56492,12.22841,143.710109,143.5,62.96,3.83945007,0.93449893,3.19230178,,
2021-08-11 01:45:00,86.41913,56.99032,29.42881,144.1689661,143.0,62.96,3.94984173,0.93531466,3.01664168,,
2021-08-11 02:00:00,111.1582,46.87196,64.28624,143.0,143.0,0.0,3.68368493,1.01869985,3.9315287,,
2021-08-11 02:15:00,96.15258,38.6711,57.48148,143.7041527,143.5,0.0,3.6319517,1.02651347,3.53684126,,
2021-08-11 02:30:00,100.1915,37.23199,62.95951,143.6830357,143.0,0.0,3.57138017,1.01066943,3.47489625,,
2021-08-11 02:45:00,83.69608,42.58324,41.11284,143.3324187,143.0,0.0,3.47593846,1.02102234,3.59602177,,
2021-08-11 03:00:00,109.92244,54.24281,55.67963,143.2476394,143.0,71.02,3.31602675,1.02482979,3.21977234,,
2021-08-11 03:15:00,91.57027,54.41624,37.15403,143.5005188,143.5,71.02,3.42499732,1.03552662,2.9810476,,
2021-08-11 03:30:00,85.56595,62.69832,22.86763,143.0,143.0,63.96,3.45804577,1.04070605,3.54647199,,
2021-08-11 03:45:00,85.26408,66.30382,18.96026,143.0,143.0,63.96,3.43182154,1.04633826,3.7969979,,
2021-08-11 04:00:00,99.02233,83.64964,15.37269,143.0,143.0,58.42,3.39977247,1.05003367,5.0068446,,
2021-08-11 04:15:00,100.09158,82.86414,17.22744,143.0,143.0,58.42,3.34602133,1.04358805,5.22330749,,
2021-08-11 04:30:00,101.80954,88.88469,12.92485,143.0,143.0,58.42,3.34580811,1.04502058,5.71346039,,
2021-08-11 04:45:00,101.59166,84.66461,16.92705,143.5,143.5,62.96,3.38268944,1.04181451,5.05329027,,
2021-08-11 05:00:00,95.11674,59.14448,35.97226,143.0,143.0,10.92,3.45356083,1.71969093,5.07669735,,
2021-08-11 05:15:00,78.45366,52.03309,26.42057,143.0,143.0,10.92,3.41830874,1.72425224,4.52016868,,
2021-08-11 05:30:00,81.91007,58.83418,23.07589,143.0,143.0,67.16,3.40579717,1.78419588,3.67329743,,
2021-08-11 05:45:00,93.56634,80.78287,12.78347,143.0100135,143.0,62.96,3.21224841,1.78361126,4.69833027,,
2021-08-11 06:00:00,81.3293,87.44167,-6.11237,46.54262121,143.0,54.49,3.22141775,2.75313881,5.09613188,,
2021-08-11 06:15:00,95.82701,80.37532,15.45169,143.0093361,143.0,54.51,3.61122691,2.69838155,4.97847374,,
2021-08-11 06:30:00,85.69487,61.58443,24.11044,142.5066533,142.5,58.42,3.61991564,3.21713186,3.92843488,,
2021-08-11 06:45:00,109.79147,67.96619,41.82528,143.0551926,143.0,58.42,3.52079064,3.47867516,4.14792249,,
2021-08-11 07:00:00,100.29046,95.36743,4.92303,162.7299999,162.73,64.81,4.30307664,5.39239048,5.41178006,,
2021-08-11 07:15:00,114.0112,99.21043,14.80077,162.7299999,162.73,63.96,4.17723579,5.25291203,6.54684835,,
2021-08-11 07:30:00,104.34704,101.02449,3.32255,162.7299999,162.73,58.42,3.9529222,5.42961102,6.76275103,,
