,RES,Load,Mandatory Hydro,Total FRR
2021-10-12 10:30:00,2330.0,6375.0,18.0,1634.0
2021-10-12 11:00:00,2470.0,6389.0,16.0,1634.0
2021-10-12 11:30:00,2570.0,6401.0,16.0,1634.0
2021-10-12 12:00:00,2630.0,6364.0,26.0,1614.0
2021-10-12 12:30:00,2640.0,6235.0,26.0,1614.0
2021-10-12 13:00:00,2640.0,6075.0,26.0,1574.0
2021-10-12 13:30:00,2620.0,5940.0,26.0,1574.0
2021-10-12 14:00:00,2550.0,5830.0,26.0,1574.0
2021-10-12 14:30:00,2440.0,5742.0,26.0,1574.0
2021-10-12 15:00:00,2280.0,5670.0,0.0,1634.0
2021-10-12 15:30:00,2080.0,5642.0,0.0,1644.0
2021-10-12 16:00:00,1830.0,5674.0,0.0,1624.0
2021-10-12 16:30:00,1590.0,5704.0,0.0,1624.0
2021-10-12 17:00:00,1370.0,5776.0,249.0,1664.0
2021-10-12 17:30:00,1240.0,5946.0,249.0,1754.0
2021-10-12 18:00:00,1190.0,6200.0,510.0,1804.0
2021-10-12 18:30:00,1180.0,6349.0,510.0,1844.0
2021-10-12 19:00:00,1160.0,6349.0,595.0,1824.0
2021-10-12 19:30:00,1150.0,6350.0,595.0,1774.0
2021-10-12 20:00:00,1130.0,6072.0,391.0,1674.0
2021-10-12 20:30:00,1110.0,5789.0,391.0,1654.0
2021-10-12 21:00:00,1090.0,5474.0,71.0,1614.0
2021-10-12 21:30:00,1070.0,5263.0,71.0,1604.0
2021-10-12 22:00:00,1050.0,5147.0,26.0,1594.0
2021-10-12 22:30:00,1020.0,4963.0,26.0,1594.0
2021-10-12 23:00:00,1000.0,4727.0,0.0,1534.0
2021-10-12 23:30:00,970.0,4480.0,0.0,1504.0
2021-10-13 00:00:00,1000.0,4450.0,0.0,854.0
2021-10-13 00:30:00,980.0,4340.0,0.0,854.0
2021-10-13 01:00:00,950.0,4310.0,0.0,874.0
2021-10-13 01:30:00,910.0,4272.0,0.0,864.0
2021-10-13 02:00:00,860.0,4242.0,0.0,864.0
2021-10-13 02:30:00,810.0,4221.0,0.0,864.0
2021-10-13 03:00:00,760.0,4210.0,0.0,874.0
2021-10-13 03:30:00,710.0,4209.0,0.0,884.0
2021-10-13 04:00:00,660.0,4259.0,0.0,914.0
2021-10-13 04:30:00,620.0,4394.0,0.0,974.0
2021-10-13 05:00:00,590.0,4610.0,0.0,1204.0
2021-10-13 05:30:00,570.0,4863.0,0.0,1244.0
2021-10-13 06:00:00,550.0,5151.0,26.0,1554.0
2021-10-13 06:30:00,550.0,5358.0,26.0,1594.0
2021-10-13 07:00:00,680.0,5596.0,221.0,1624.0
2021-10-13 07:30:00,880.0,5814.0,221.0,1604.0
2021-10-13 08:00:00,1130.0,5988.0,294.0,1614.0
2021-10-13 08:30:00,1390.0,6100.0,294.0,1614.0
2021-10-13 09:00:00,1640.0,6164.0,119.0,1614.0
2021-10-13 09:30:00,1830.0,6199.0,119.0,1614.0
2021-10-13 10:00:00,1980.0,6206.0,44.0,1544.0
2021-10-13 10:30:00,2090.0,6213.0,44.0,1524.0
2021-10-13 11:00:00,2180.0,6228.0,42.0,1524.0
2021-10-13 11:30:00,2200.0,6201.0,42.0,1524.0
2021-10-13 12:00:00,2220.0,6183.0,64.0,1524.0
2021-10-13 12:30:00,2190.0,6116.0,64.0,1534.0
2021-10-13 13:00:00,2120.0,5970.0,64.0,1484.0
2021-10-13 13:30:00,2030.0,5871.0,64.0,1484.0
2021-10-13 14:00:00,1910.0,5772.0,64.0,1504.0
2021-10-13 14:30:00,1760.0,5691.0,64.0,1504.0
2021-10-13 15:00:00,1570.0,5620.0,99.0,1464.0
2021-10-13 15:30:00,1350.0,5567.0,99.0,1474.0
2021-10-13 16:00:00,1090.0,5560.0,61.0,1474.0
2021-10-13 16:30:00,860.0,5595.0,61.0,1474.0
2021-10-13 17:00:00,650.0,5690.0,211.0,1534.0
2021-10-13 17:30:00,520.0,5907.0,211.0,1604.0
2021-10-13 18:00:00,470.0,6261.0,487.0,1694.0
2021-10-13 18:30:00,450.0,6420.0,487.0,1764.0
2021-10-13 19:00:00,460.0,6442.0,572.0,1724.0
2021-10-13 19:30:00,460.0,6440.0,572.0,1684.0
2021-10-13 20:00:00,470.0,6194.0,491.0,1604.0
2021-10-13 20:30:00,490.0,5914.0,491.0,1604.0
2021-10-13 21:00:00,510.0,5611.0,171.0,1554.0
2021-10-13 21:30:00,540.0,5398.0,171.0,1544.0
2021-10-13 22:00:00,580.0,5268.0,26.0,1544.0
2021-10-13 22:30:00,610.0,5100.0,26.0,1544.0
2021-10-13 23:00:00,640.0,4885.0,0.0,1514.0
2021-10-13 23:30:00,680.0,4617.0,0.0,1484.0
2021-10-14 00:00:00,740.0,4494.0,0.0,844.0
2021-10-14 00:30:00,800.0,4405.0,0.0,844.0
2021-10-14 01:00:00,840.0,4364.0,0.0,864.0
2021-10-14 01:30:00,890.0,4316.0,0.0,864.0
2021-10-14 02:00:00,950.0,4251.0,0.0,874.0
2021-10-14 02:30:00,1000.0,4218.0,0.0,874.0
2021-10-14 03:00:00,1040.0,4201.0,0.0,874.0
2021-10-14 03:30:00,1090.0,4195.0,0.0,884.0
2021-10-14 04:00:00,1150.0,4246.0,0.0,924.0
2021-10-14 04:30:00,1190.0,4386.0,0.0,984.0
2021-10-14 05:00:00,1220.0,4601.0,0.0,1174.0
2021-10-14 05:30:00,1260.0,4873.0,0.0,1214.0
2021-10-14 06:00:00,1300.0,5125.0,26.0,1524.0
2021-10-14 06:30:00,1340.0,5404.0,26.0,1584.0
2021-10-14 07:00:00,1420.0,5667.0,171.0,1634.0
2021-10-14 07:30:00,1510.0,5861.0,171.0,1654.0
2021-10-14 08:00:00,1600.0,6097.0,262.0,1674.0
2021-10-14 08:30:00,1690.0,6266.0,262.0,1674.0
2021-10-14 09:00:00,1790.0,6379.0,135.0,1634.0
2021-10-14 09:30:00,1880.0,6480.0,135.0,1614.0
2021-10-14 10:00:00,1960.0,6558.0,44.0,1574.0
2021-10-14 10:30:00,2010.0,6621.0,44.0,1554.0
2021-10-14 11:00:00,2050.0,6668.0,42.0,1514.0
2021-10-14 11:30:00,2050.0,6674.0,42.0,1474.0
2021-10-14 12:00:00,2030.0,6635.0,40.0,1484.0
2021-10-14 12:30:00,1990.0,6532.0,40.0,1484.0
2021-10-14 13:00:00,1940.0,6360.0,26.0,1474.0
2021-10-14 13:30:00,1870.0,6206.0,26.0,1474.0
2021-10-14 14:00:00,1780.0,6084.0,26.0,1454.0
2021-10-14 14:30:00,1700.0,5997.0,26.0,1454.0
2021-10-14 15:00:00,1620.0,5937.0,75.0,1434.0
2021-10-14 15:30:00,1530.0,5866.0,75.0,1434.0
2021-10-14 16:00:00,1430.0,5881.0,75.0,1474.0
2021-10-14 16:30:00,1360.0,5931.0,75.0,1534.0
2021-10-14 17:00:00,1310.0,6040.0,211.0,1574.0
2021-10-14 17:30:00,1290.0,6213.0,211.0,1624.0
2021-10-14 18:00:00,1290.0,6462.0,487.0,1714.0
2021-10-14 18:30:00,1330.0,6615.0,487.0,1744.0
2021-10-14 19:00:00,1370.0,6656.0,572.0,1764.0
2021-10-14 19:30:00,1400.0,6653.0,572.0,1704.0
2021-10-14 20:00:00,1430.0,6359.0,491.0,1654.0
2021-10-14 20:30:00,1460.0,6052.0,491.0,1664.0
2021-10-14 21:00:00,1500.0,5730.0,171.0,1614.0
2021-10-14 21:30:00,1530.0,5527.0,171.0,1504.0
2021-10-14 22:00:00,1550.0,5399.0,26.0,1584.0
2021-10-14 22:30:00,1570.0,5212.0,26.0,1504.0
2021-10-14 23:00:00,1590.0,4935.0,0.0,1474.0
2021-10-14 23:30:00,1610.0,4674.0,0.0,1464.0
2021-10-15 00:00:00,1620.0,4435.0,0.0,884.0
2021-10-15 00:30:00,1650.0,4262.0,0.0,884.0
2021-10-15 01:00:00,1670.0,4248.0,0.0,904.0
2021-10-15 01:30:00,1700.0,4213.0,0.0,904.0
2021-10-15 02:00:00,1730.0,4159.0,0.0,904.0
2021-10-15 02:30:00,1750.0,4140.0,0.0,904.0
2021-10-15 03:00:00,1760.0,4139.0,0.0,914.0
2021-10-15 03:30:00,1770.0,4141.0,0.0,924.0
2021-10-15 04:00:00,1780.0,4200.0,0.0,954.0
2021-10-15 04:30:00,1780.0,4344.0,0.0,1014.0
2021-10-15 05:00:00,1770.0,4596.0,26.0,1204.0
2021-10-15 05:30:00,1740.0,4846.0,26.0,1234.0
2021-10-15 06:00:00,1700.0,5126.0,26.0,1534.0
2021-10-15 06:30:00,1660.0,5341.0,26.0,1594.0
2021-10-15 07:00:00,1670.0,5581.0,145.0,1644.0
2021-10-15 07:30:00,1700.0,5807.0,145.0,1664.0
2021-10-15 08:00:00,1760.0,6034.0,236.0,1684.0
2021-10-15 08:30:00,1810.0,6119.0,236.0,1654.0
2021-10-15 09:00:00,1870.0,6188.0,109.0,1604.0
2021-10-15 09:30:00,1920.0,6220.0,109.0,1594.0
2021-10-15 10:00:00,1960.0,6234.0,18.0,1544.0
2021-10-15 10:30:00,2010.0,6248.0,18.0,1524.0
2021-10-15 11:00:00,2060.0,6277.0,16.0,1484.0
2021-10-15 11:30:00,2080.0,6278.0,16.0,1484.0
2021-10-15 12:00:00,2070.0,6246.0,78.0,1494.0
2021-10-15 12:30:00,2060.0,6164.0,78.0,1494.0
2021-10-15 13:00:00,2050.0,6043.0,64.0,1484.0
2021-10-15 13:30:00,2020.0,5941.0,64.0,1484.0
2021-10-15 14:00:00,2000.0,5852.0,64.0,1474.0
2021-10-15 14:30:00,1940.0,5793.0,64.0,1474.0
2021-10-15 15:00:00,1850.0,5705.0,87.0,1454.0
2021-10-15 15:30:00,1750.0,5670.0,87.0,1484.0
2021-10-15 16:00:00,1640.0,5722.0,87.0,1484.0
2021-10-15 16:30:00,1570.0,5783.0,87.0,1544.0
2021-10-15 17:00:00,1540.0,5825.0,223.0,1594.0
2021-10-15 17:30:00,1530.0,5937.0,223.0,1634.0
2021-10-15 18:00:00,1550.0,6177.0,387.0,1734.0
2021-10-15 18:30:00,1590.0,6362.0,387.0,1754.0
2021-10-15 19:00:00,1640.0,6494.0,517.0,1774.0
2021-10-15 19:30:00,1660.0,6490.0,517.0,1724.0
2021-10-15 20:00:00,1660.0,6216.0,441.0,1674.0
2021-10-15 20:30:00,1660.0,5931.0,441.0,1674.0
2021-10-15 21:00:00,1610.0,5610.0,76.0,1634.0
2021-10-15 21:30:00,1570.0,5401.0,76.0,1514.0
2021-10-15 22:00:00,1530.0,5312.0,26.0,1594.0
2021-10-15 22:30:00,1490.0,5130.0,26.0,1514.0
2021-10-15 23:00:00,1450.0,4892.0,0.0,1484.0
2021-10-15 23:30:00,1420.0,4692.0,0.0,1474.0
2021-10-16 00:00:00,1920.0,4677.0,0.0,884.0
2021-10-16 00:30:00,1870.0,4555.0,0.0,894.0
2021-10-16 01:00:00,1830.0,4535.0,0.0,914.0
2021-10-16 01:30:00,1790.0,4471.0,0.0,914.0
2021-10-16 02:00:00,1770.0,4414.0,0.0,914.0
2021-10-16 02:30:00,1730.0,4361.0,0.0,914.0
2021-10-16 03:00:00,1690.0,4335.0,0.0,894.0
2021-10-16 03:30:00,1640.0,4334.0,0.0,894.0
2021-10-16 04:00:00,1580.0,4352.0,26.0,944.0
2021-10-16 04:30:00,1540.0,4422.0,26.0,964.0
2021-10-16 05:00:00,1530.0,4515.0,26.0,1154.0
2021-10-16 05:30:00,1490.0,4639.0,26.0,1154.0
2021-10-16 06:00:00,1430.0,4735.0,26.0,1504.0
2021-10-16 06:30:00,1420.0,4909.0,26.0,1594.0
2021-10-16 07:00:00,1460.0,5160.0,165.0,1614.0
2021-10-16 07:30:00,1560.0,5404.0,165.0,1624.0
2021-10-16 08:00:00,1710.0,5648.0,165.0,1714.0
2021-10-16 08:30:00,1860.0,5825.0,165.0,1694.0
2021-10-16 09:00:00,1990.0,5971.0,32.0,1694.0
2021-10-16 09:30:00,2100.0,6070.0,32.0,1674.0
2021-10-16 10:00:00,2180.0,6128.0,58.0,1634.0
2021-10-16 10:30:00,2260.0,6177.0,58.0,1634.0
2021-10-16 11:00:00,2330.0,6209.0,56.0,1584.0
2021-10-16 11:30:00,2370.0,6227.0,56.0,1594.0
2021-10-16 12:00:00,2380.0,6245.0,26.0,1494.0
2021-10-16 12:30:00,2360.0,6178.0,26.0,1454.0
2021-10-16 13:00:00,2310.0,6029.0,26.0,1454.0
2021-10-16 13:30:00,2250.0,5903.0,26.0,1454.0
2021-10-16 14:00:00,2170.0,5799.0,26.0,1454.0
2021-10-16 14:30:00,2040.0,5691.0,26.0,1454.0
2021-10-16 15:00:00,1870.0,5618.0,61.0,1474.0
2021-10-16 15:30:00,1650.0,5579.0,61.0,1474.0
2021-10-16 16:00:00,1380.0,5578.0,75.0,1484.0
2021-10-16 16:30:00,1140.0,5615.0,75.0,1544.0
2021-10-16 17:00:00,950.0,5693.0,50.0,1644.0
2021-10-16 17:30:00,830.0,5930.0,50.0,1694.0
2021-10-16 18:00:00,800.0,6344.0,492.0,1774.0
2021-10-16 18:30:00,800.0,6368.0,492.0,1794.0
2021-10-16 19:00:00,800.0,6372.0,462.0,1754.0
2021-10-16 19:30:00,810.0,6374.0,462.0,1744.0
2021-10-16 20:00:00,810.0,6135.0,346.0,1764.0
2021-10-16 20:30:00,820.0,5892.0,346.0,1704.0
2021-10-16 21:00:00,820.0,5646.0,76.0,1694.0
2021-10-16 21:30:00,820.0,5444.0,76.0,1524.0
2021-10-16 22:00:00,810.0,5274.0,26.0,1524.0
2021-10-16 22:30:00,790.0,5086.0,26.0,1454.0
2021-10-16 23:00:00,780.0,4847.0,0.0,1424.0
2021-10-16 23:30:00,780.0,4601.0,0.0,1404.0
2021-10-17 00:00:00,680.0,4304.0,0.0,814.0
2021-10-17 00:30:00,680.0,4191.0,0.0,814.0
2021-10-17 01:00:00,670.0,4130.0,0.0,854.0
2021-10-17 01:30:00,680.0,4058.0,0.0,854.0
2021-10-17 02:00:00,680.0,4007.0,0.0,864.0
2021-10-17 02:30:00,680.0,3955.0,0.0,864.0
2021-10-17 03:00:00,670.0,3935.0,0.0,874.0
2021-10-17 03:30:00,670.0,3935.0,0.0,874.0
2021-10-17 04:00:00,670.0,3935.0,26.0,904.0
2021-10-17 04:30:00,670.0,3966.0,26.0,904.0
2021-10-17 05:00:00,660.0,4007.0,26.0,1194.0
2021-10-17 05:30:00,650.0,4048.0,26.0,1204.0
2021-10-17 06:00:00,640.0,4099.0,26.0,1484.0
2021-10-17 06:30:00,640.0,4160.0,26.0,1584.0
2021-10-17 07:00:00,760.0,4352.0,91.0,1604.0
2021-10-17 07:30:00,940.0,4563.0,91.0,1624.0
2021-10-17 08:00:00,1160.0,4792.0,91.0,1684.0
2021-10-17 08:30:00,1380.0,5022.0,91.0,1684.0
2021-10-17 09:00:00,1590.0,5253.0,58.0,1744.0
2021-10-17 09:30:00,1760.0,5443.0,58.0,1744.0
2021-10-17 10:00:00,1870.0,5604.0,58.0,1704.0
2021-10-17 10:30:00,1950.0,5714.0,58.0,1704.0
2021-10-17 11:00:00,1990.0,5774.0,56.0,1664.0
2021-10-17 11:30:00,2000.0,5774.0,56.0,1654.0
2021-10-17 12:00:00,1990.0,5753.0,26.0,1544.0
2021-10-17 12:30:00,1980.0,5640.0,26.0,1514.0
2021-10-17 13:00:00,1910.0,5355.0,26.0,1484.0
2021-10-17 13:30:00,1830.0,5265.0,26.0,1484.0
2021-10-17 14:00:00,1740.0,5165.0,26.0,1484.0
2021-10-17 14:30:00,1620.0,5076.0,26.0,1504.0
2021-10-17 15:00:00,1470.0,5008.0,61.0,1524.0
2021-10-17 15:30:00,1280.0,4993.0,61.0,1524.0
2021-10-17 16:00:00,1050.0,5030.0,75.0,1524.0
2021-10-17 16:30:00,850.0,5117.0,75.0,1564.0
2021-10-17 17:00:00,690.0,5244.0,126.0,1654.0
2021-10-17 17:30:00,600.0,5452.0,126.0,1794.0
2021-10-17 18:00:00,600.0,5740.0,301.0,1874.0
2021-10-17 18:30:00,600.0,5894.0,301.0,1904.0
2021-10-17 19:00:00,630.0,5904.0,455.0,1874.0
2021-10-17 19:30:00,650.0,5914.0,455.0,1844.0
2021-10-17 20:00:00,670.0,5740.0,236.0,1804.0
2021-10-17 20:30:00,690.0,5545.0,236.0,1714.0
2021-10-17 21:00:00,700.0,5330.0,126.0,1684.0
2021-10-17 21:30:00,710.0,5145.0,126.0,1564.0
2021-10-17 22:00:00,720.0,4991.0,26.0,1524.0
2021-10-17 22:30:00,720.0,4787.0,26.0,1494.0
2021-10-17 23:00:00,730.0,4551.0,0.0,1514.0
2021-10-17 23:30:00,740.0,4325.0,0.0,1494.0
2021-10-18 00:00:00,840.0,4264.0,0.0,844.0
2021-10-18 00:30:00,840.0,4157.0,0.0,844.0
2021-10-18 01:00:00,840.0,4122.0,0.0,864.0
2021-10-18 01:30:00,850.0,4078.0,0.0,864.0
2021-10-18 02:00:00,850.0,4012.0,0.0,884.0
2021-10-18 02:30:00,860.0,3991.0,0.0,884.0
2021-10-18 03:00:00,870.0,3991.0,0.0,894.0
2021-10-18 03:30:00,880.0,3991.0,0.0,894.0
2021-10-18 04:00:00,890.0,4051.0,26.0,924.0
2021-10-18 04:30:00,890.0,4195.0,26.0,934.0
2021-10-18 05:00:00,890.0,4434.0,26.0,1244.0
2021-10-18 05:30:00,890.0,4718.0,26.0,1284.0
2021-10-18 06:00:00,880.0,5050.0,26.0,1544.0
2021-10-18 06:30:00,870.0,5301.0,26.0,1644.0
2021-10-18 07:00:00,970.0,5537.0,65.0,1624.0
2021-10-18 07:30:00,1140.0,5723.0,65.0,1644.0
2021-10-18 08:00:00,1360.0,5942.0,65.0,1704.0
2021-10-18 08:30:00,1570.0,6075.0,65.0,1704.0
2021-10-18 09:00:00,1770.0,6125.0,32.0,1714.0
2021-10-18 09:30:00,1930.0,6152.0,32.0,1724.0
2021-10-18 10:00:00,2060.0,6143.0,32.0,1684.0
2021-10-18 10:30:00,2160.0,6171.0,32.0,1684.0
2021-10-18 11:00:00,2240.0,6208.0,30.0,1684.0
2021-10-18 11:30:00,2280.0,6229.0,30.0,1684.0
2021-10-18 12:00:00,2300.0,6231.0,26.0,1564.0
2021-10-18 12:30:00,2310.0,6202.0,26.0,1534.0
2021-10-18 13:00:00,2250.0,6107.0,26.0,1504.0
2021-10-18 13:30:00,2180.0,6020.0,26.0,1504.0
2021-10-18 14:00:00,2080.0,5946.0,64.0,1524.0
2021-10-18 14:30:00,1940.0,5856.0,64.0,1544.0
2021-10-18 15:00:00,1770.0,5756.0,99.0,1554.0
2021-10-18 15:30:00,1550.0,5702.0,99.0,1564.0
2021-10-18 16:00:00,1270.0,5697.0,113.0,1554.0
2021-10-18 16:30:00,1040.0,5739.0,113.0,1594.0
2021-10-18 17:00:00,840.0,5840.0,164.0,1684.0
2021-10-18 17:30:00,730.0,6032.0,164.0,1844.0
2021-10-18 18:00:00,690.0,6340.0,569.0,1864.0
2021-10-18 18:30:00,690.0,6514.0,569.0,1914.0
2021-10-18 19:00:00,700.0,6529.0,488.0,1874.0
2021-10-18 19:30:00,710.0,6528.0,488.0,1834.0
2021-10-18 20:00:00,720.0,6244.0,336.0,1794.0
2021-10-18 20:30:00,740.0,5949.0,336.0,1754.0
2021-10-18 21:00:00,750.0,5647.0,111.0,1704.0
2021-10-18 21:30:00,770.0,5428.0,111.0,1674.0
2021-10-18 22:00:00,800.0,5309.0,26.0,1574.0
2021-10-18 22:30:00,830.0,5127.0,26.0,1574.0
2021-10-18 23:00:00,840.0,4873.0,0.0,1544.0
2021-10-18 23:30:00,860.0,4662.0,0.0,1534.0
2021-10-19 00:00:00,1070.0,4582.0,0.0,864.0
2021-10-19 00:30:00,1110.0,4470.0,0.0,874.0
2021-10-19 01:00:00,1140.0,4456.0,0.0,874.0
2021-10-19 01:30:00,1190.0,4403.0,0.0,884.0
2021-10-19 02:00:00,1240.0,4333.0,0.0,894.0
2021-10-19 02:30:00,1280.0,4303.0,0.0,894.0
2021-10-19 03:00:00,1330.0,4289.0,0.0,904.0
2021-10-19 03:30:00,1380.0,4300.0,0.0,914.0
2021-10-19 04:00:00,1420.0,4341.0,0.0,944.0
2021-10-19 04:30:00,1460.0,4471.0,0.0,964.0
2021-10-19 05:00:00,1500.0,4687.0,26.0,1274.0
2021-10-19 05:30:00,1510.0,4958.0,26.0,1334.0
2021-10-19 06:00:00,1510.0,5248.0,26.0,1674.0
2021-10-19 06:30:00,1510.0,5467.0,26.0,1794.0
2021-10-19 07:00:00,1620.0,5728.0,91.0,1754.0
2021-10-19 07:30:00,1820.0,5959.0,91.0,1754.0
2021-10-19 08:00:00,2100.0,6200.0,65.0,1784.0
2021-10-19 08:30:00,2370.0,6384.0,65.0,1784.0
2021-10-19 09:00:00,2630.0,6494.0,32.0,1794.0
2021-10-19 09:30:00,2830.0,6535.0,32.0,1794.0
2021-10-19 10:00:00,2990.0,6502.0,32.0,1774.0
2021-10-19 10:30:00,3100.0,6495.0,32.0,1754.0
2021-10-19 11:00:00,3180.0,6512.0,30.0,1694.0
2021-10-19 11:30:00,3200.0,6482.0,30.0,1694.0
2021-10-19 12:00:00,3210.0,6415.0,0.0,1604.0
2021-10-19 12:30:00,3210.0,6357.0,0.0,1574.0
2021-10-19 13:00:00,3130.0,6215.0,26.0,1574.0
2021-10-19 13:30:00,3040.0,6136.0,26.0,1594.0
2021-10-19 14:00:00,2930.0,6050.0,26.0,1634.0
2021-10-19 14:30:00,2760.0,5937.0,26.0,1654.0
2021-10-19 15:00:00,2540.0,5826.0,61.0,1674.0
2021-10-19 15:30:00,2260.0,5760.0,61.0,1734.0
2021-10-19 16:00:00,1920.0,5755.0,49.0,1734.0
2021-10-19 16:30:00,1630.0,5781.0,49.0,1754.0
2021-10-19 17:00:00,1390.0,5880.0,100.0,1804.0
2021-10-19 17:30:00,1260.0,6116.0,100.0,1944.0
2021-10-19 18:00:00,1240.0,6514.0,505.0,1954.0
2021-10-19 18:30:00,1230.0,6626.0,505.0,1994.0
2021-10-19 19:00:00,1240.0,6620.0,424.0,1944.0
2021-10-19 19:30:00,1250.0,6626.0,424.0,1944.0
2021-10-19 20:00:00,1250.0,6341.0,310.0,1884.0
2021-10-19 20:30:00,1260.0,6045.0,310.0,1864.0
2021-10-19 21:00:00,1260.0,5752.0,111.0,1774.0
2021-10-19 21:30:00,1270.0,5536.0,111.0,1734.0
2021-10-19 22:00:00,1270.0,5417.0,26.0,1714.0
2021-10-19 22:30:00,1260.0,5235.0,26.0,1714.0
2021-10-19 23:00:00,1250.0,5005.0,26.0,1644.0
2021-10-19 23:30:00,1240.0,4757.0,26.0,1604.0
2021-10-20 00:00:00,1260.0,4395.0,0.0,894.0
2021-10-20 00:30:00,1270.0,4277.0,0.0,894.0
2021-10-20 01:00:00,1270.0,4241.0,0.0,894.0
2021-10-20 01:30:00,1280.0,4194.0,0.0,904.0
2021-10-20 02:00:00,1280.0,4177.0,0.0,894.0
2021-10-20 02:30:00,1280.0,4144.0,0.0,894.0
2021-10-20 03:00:00,1270.0,4139.0,0.0,904.0
2021-10-20 03:30:00,1270.0,4141.0,0.0,904.0
2021-10-20 04:00:00,1270.0,4201.0,26.0,944.0
2021-10-20 04:30:00,1270.0,4334.0,26.0,954.0
2021-10-20 05:00:00,1270.0,4536.0,26.0,1244.0
2021-10-20 05:30:00,1280.0,4796.0,26.0,1284.0
2021-10-20 06:00:00,1280.0,5093.0,26.0,1744.0
2021-10-20 06:30:00,1280.0,5286.0,26.0,1864.0
2021-10-20 07:00:00,1420.0,5527.0,65.0,1814.0
2021-10-20 07:30:00,1630.0,5760.0,65.0,1814.0
2021-10-20 08:00:00,1910.0,5924.0,65.0,1824.0
2021-10-20 08:30:00,2180.0,6053.0,65.0,1804.0
2021-10-20 09:00:00,2430.0,6136.0,32.0,1794.0
2021-10-20 09:30:00,2630.0,6178.0,32.0,1774.0
2021-10-20 10:00:00,2770.0,6176.0,32.0,1714.0
2021-10-20 10:30:00,2870.0,6182.0,32.0,1674.0
2021-10-20 11:00:00,2930.0,6213.0,30.0,1614.0
2021-10-20 11:30:00,2920.0,6195.0,30.0,1614.0
2021-10-20 12:00:00,2900.0,6158.0,26.0,1574.0
2021-10-20 12:30:00,2870.0,6110.0,26.0,1574.0
2021-10-20 13:00:00,2750.0,5966.0,26.0,1584.0
2021-10-20 13:30:00,2630.0,5866.0,26.0,1594.0
2021-10-20 14:00:00,2500.0,5756.0,64.0,1624.0
2021-10-20 14:30:00,2320.0,5672.0,64.0,1654.0
2021-10-20 15:00:00,2100.0,5598.0,73.0,1664.0
2021-10-20 15:30:00,1810.0,5563.0,73.0,1764.0
2021-10-20 16:00:00,1460.0,5595.0,87.0,1724.0
2021-10-20 16:30:00,1160.0,5633.0,87.0,1824.0
2021-10-20 17:00:00,910.0,5717.0,38.0,1884.0
2021-10-20 17:30:00,760.0,5907.0,38.0,1964.0
2021-10-20 18:00:00,730.0,6215.0,532.0,1944.0
2021-10-20 18:30:00,710.0,6385.0,532.0,1974.0
2021-10-20 19:00:00,700.0,6426.0,472.0,1984.0
2021-10-20 19:30:00,690.0,6428.0,472.0,1994.0
2021-10-20 20:00:00,680.0,6178.0,296.0,1934.0
2021-10-20 20:30:00,670.0,5889.0,296.0,1894.0
2021-10-20 21:00:00,630.0,5583.0,176.0,1744.0
2021-10-20 21:30:00,610.0,5361.0,176.0,1704.0
2021-10-20 22:00:00,590.0,5244.0,26.0,1744.0
2021-10-20 22:30:00,570.0,5055.0,26.0,1734.0
2021-10-20 23:00:00,550.0,4830.0,0.0,1604.0
2021-10-20 23:30:00,530.0,4587.0,0.0,1554.0
2021-10-21 00:00:00,540.0,4343.0,0.0,874.0
2021-10-21 00:30:00,520.0,4181.0,0.0,874.0
2021-10-21 01:00:00,500.0,4160.0,0.0,874.0
2021-10-21 01:30:00,490.0,4129.0,0.0,874.0
2021-10-21 02:00:00,480.0,4088.0,0.0,874.0
2021-10-21 02:30:00,470.0,4067.0,0.0,874.0
2021-10-21 03:00:00,460.0,4057.0,0.0,884.0
2021-10-21 03:30:00,450.0,4057.0,0.0,884.0
2021-10-21 04:00:00,440.0,4129.0,26.0,924.0
2021-10-21 04:30:00,430.0,4272.0,26.0,934.0
2021-10-21 05:00:00,420.0,4508.0,26.0,1234.0
2021-10-21 05:30:00,410.0,4764.0,26.0,1274.0
2021-10-21 06:00:00,400.0,5061.0,26.0,1734.0
2021-10-21 06:30:00,390.0,5306.0,26.0,1854.0
2021-10-21 07:00:00,540.0,5497.0,65.0,1804.0
2021-10-21 07:30:00,770.0,5717.0,65.0,1804.0
2021-10-21 08:00:00,1100.0,5863.0,65.0,1814.0
2021-10-21 08:30:00,1410.0,5969.0,65.0,1794.0
2021-10-21 09:00:00,1720.0,6014.0,18.0,1784.0
2021-10-21 09:30:00,1990.0,6070.0,18.0,1774.0
2021-10-21 10:00:00,2220.0,6107.0,18.0,1704.0
2021-10-21 10:30:00,2410.0,6144.0,18.0,1664.0
2021-10-21 11:00:00,2550.0,6172.0,16.0,1604.0
2021-10-21 11:30:00,2660.0,6171.0,16.0,1604.0
2021-10-21 12:00:00,2740.0,6140.0,26.0,1574.0
2021-10-21 12:30:00,2800.0,6068.0,26.0,1564.0
2021-10-21 13:00:00,2790.0,5905.0,26.0,1584.0
2021-10-21 13:30:00,2750.0,5815.0,26.0,1594.0
2021-10-21 14:00:00,2690.0,5695.0,26.0,1614.0
2021-10-21 14:30:00,2560.0,5575.0,26.0,1654.0
2021-10-21 15:00:00,2370.0,5489.0,35.0,1664.0
2021-10-21 15:30:00,2110.0,5496.0,35.0,1764.0
