iter	Passed	Remaining
166	357	16754
167	359	16740
168	360	16718
169	362	16700
170	364	16701
171	366	16691
172	368	16675
173	370	16664
174	372	16645
175	374	16627
176	375	16610
177	377	16594
178	379	16591
179	381	16580
180	383	16564
181	385	16548
182	387	16534
183	388	16521
184	390	16506
185	392	16493
186	394	16497
187	397	16498
188	398	16484
189	400	16465
190	402	16452
191	404	16445
192	406	16433
193	408	16420
194	410	16415
195	412	16407
196	413	16395
197	415	16385
198	417	16373
199	419	16360
200	421	16350
201	423	16333
202	425	16329
203	427	16324
204	428	16308
205	430	16295
206	432	16282
207	434	16269
208	436	16257
209	437	16245
210	439	16239
211	441	16232
212	443	16227
213	445	16214
214	447	16201
215	449	16191
216	451	16179
217	452	16168
218	454	16159
219	457	16176
220	459	16162
221	461	16151
222	462	16141
223	464	16137
224	467	16149
225	469	16152
226	472	16171
227	474	16169
228	476	16158
229	477	16147
230	480	16145
231	482	16160
232	485	16167
233	487	16172
234	489	16167
235	491	16159
236	493	16149
237	494	16142
238	497	16145
239	499	16153
240	502	16176
241	504	16169
242	506	16159
243	507	16145
244	509	16141
245	512	16143
246	514	16153
247	517	16175
248	519	16175
249	521	16166
250	523	16152
251	525	16145
252	527	16144
253	529	16152
254	532	16173
255	534	16173
256	536	16164
257	538	16153
258	540	16143
259	542	16139
260	544	16137
261	546	16154
262	549	16177
263	551	16167
264	553	16160
265	555	16154
266	557	16144
267	559	16138
268	561	16130
269	563	16122
270	565	16126
271	567	16121
272	570	16150
273	573	16169
274	575	16163
275	577	16158
276	579	16158
277	581	16152
278	583	16158
279	587	16196
280	589	16198
281	591	16193
282	593	16184
283	595	16189
284	597	16183
285	600	16188
286	603	16212
287	605	16220
288	607	16218
289	610	16221
290	612	16218
291	614	16223
292	616	16221
293	619	16232
294	621	16232
295	623	16226
296	625	16230
297	627	16222
298	630	16227
299	631	16220
300	634	16237
301	637	16237
302	638	16229
303	641	16243
304	643	16244
305	645	16240
306	647	16237
307	650	16239
308	652	16230
309	653	16221
310	656	16225
311	658	16221
312	660	16222
313	662	16213
314	664	16219
315	666	16216
316	668	16208
317	670	16200
318	672	16198
319	674	16198
320	676	16190
321	678	16179
322	681	16200
323	685	16250
324	690	16296
325	692	16292
326	693	16282
327	696	16289
328	699	16319
329	703	16356
330	707	16385
331	709	16387
332	712	16399
333	716	16441
334	719	16462
335	721	16462
336	723	16454
337	725	16445
338	728	16454
339	731	16478
340	733	16483
341	736	16490
342	738	16482
343	740	16474
344	742	16474
345	746	16503
346	748	16499
347	750	16500
348	752	16491
349	754	16482
350	756	16475
351	757	16466
352	759	16461
353	762	16475
354	765	16484
355	767	16475
356	769	16467
357	771	16460
358	773	16452
359	774	16444
360	777	16455
361	779	16451
362	781	16444
363	783	16437
364	785	16429
365	787	16423
366	789	16423
367	792	16432
368	795	16456
369	798	16457
370	800	16461
371	803	16469
372	805	16480
373	810	16522
374	812	16530
375	815	16532
376	817	16523
377	818	16512
378	820	16505
379	822	16495
380	825	16510
381	828	16518
382	830	16510
383	832	16501
384	833	16493
385	835	16483
386	837	16474
387	840	16490
388	842	16489
389	844	16484
390	847	16484
391	849	16489
392	851	16481
393	853	16471
394	855	16476
395	858	16492
396	861	16493
397	863	16488
398	865	16484
399	867	16477
400	869	16468
401	872	16497
402	875	16512
403	877	16505
404	880	16507
405	882	16500
406	884	16492
407	886	16496
408	890	16519
409	892	16528
410	895	16533
411	897	16526
412	899	16518
413	901	16520
414	904	16539
415	907	16549
416	910	16552
417	912	16545
418	913	16536
419	917	16549
420	920	16567
421	923	16580
422	925	16583
423	927	16574
424	929	16567
425	933	16590
426	937	16620
427	944	16702
428	946	16711
429	950	16727
430	955	16781
431	960	16822
432	962	16822
433	965	16832
434	970	16880
435	973	16897
436	976	16904
437	979	16904
438	981	16911
439	987	16961
440	991	16997
441	994	17004
442	997	17013
443	1001	17047
444	1005	17065
445	1007	17068
446	1010	17071
447	1012	17074
448	1017	17114
449	1021	17145
450	1024	17149
451	1027	17151
452	1029	17154
453	1035	17204
454	1037	17207
455	1040	17209
456	1042	17213
457	1045	17221
458	1050	17257
459	1053	17264
460	1055	17268
461	1058	17266
462	1060	17259
463	1063	17272
464	1066	17289
465	1068	17282
466	1070	17275
467	1073	17270
468	1075	17264
469	1077	17258
470	1081	17287
471	1083	17278
472	1085	17273
473	1087	17270
474	1089	17262
475	1091	17254
476	1093	17250
477	1097	17266
478	1099	17271
479	1102	17271
480	1104	17265
481	1106	17256
482	1108	17247
483	1112	17276
484	1117	17311
485	1119	17303
486	1121	17295
487	1123	17286
488	1127	17315
489	1130	17324
490	1133	17340
491	1135	17331
492	1137	17321
493	1139	17314
494	1142	17323
495	1145	17327
496	1147	17326
497	1149	17315
498	1151	17307
499	1153	17298
500	1155	17301
501	1159	17311
502	1161	17308
503	1163	17306
504	1165	17296
505	1167	17288
506	1169	17278
507	1172	17290
508	1175	17303
509	1178	17302
510	1179	17293
511	1181	17284
512	1183	17275
513	1186	17276
514	1188	17278
515	1191	17283
516	1193	17275
517	1195	17274
518	1198	17271
519	1201	17283
520	1204	17289
521	1208	17306
522	1210	17305
523	1212	17296
524	1214	17287
525	1216	17285
526	1220	17301
527	1223	17308
528	1225	17305
529	1227	17297
530	1229	17289
531	1231	17280
532	1234	17289
533	1236	17290
534	1239	17295
535	1242	17295
536	1244	17288
537	1246	17283
538	1248	17287
539	1250	17279
540	1254	17289
541	1256	17291
542	1258	17284
543	1260	17274
544	1262	17271
545	1264	17264
546	1266	17255
547	1271	17292
548	1274	17295
549	1276	17293
550	1278	17290
551	1280	17283
552	1282	17274
553	1287	17301
554	1289	17301
555	1292	17301
556	1294	17300
557	1296	17293
558	1298	17284
559	1301	17292
560	1304	17295
561	1306	17295
562	1309	17297
563	1311	17297
564	1314	17295
565	1318	17317
566	1321	17324
567	1323	17322
568	1325	17314
569	1327	17306
570	1329	17297
571	1332	17303
572	1335	17309
573	1337	17308
574	1339	17299
575	1341	17291
576	1343	17282
577	1345	17273
578	1347	17273
579	1350	17273
580	1352	17276
581	1354	17268
582	1356	17258
583	1358	17249
584	1360	17240
585	1362	17232
586	1364	17235
587	1367	17243
588	1369	17235
589	1371	17227
590	1373	17218
591	1375	17210
592	1377	17202
593	1379	17200
594	1382	17210
595	1384	17202
596	1386	17193
597	1388	17185
598	1390	17177
599	1392	17170
600	1394	17162
601	1397	17175
602	1399	17168
603	1401	17160
604	1403	17152
605	1405	17144
606	1406	17135
607	1408	17125
608	1411	17131
609	1415	17146
610	1417	17145
611	1420	17144
612	1422	17144
613	1425	17145
614	1429	17163
615	1432	17169
616	1434	17170
617	1437	17171
618	1440	17174
619	1444	17199
620	1447	17205
621	1449	17198
622	1451	17190
623	1453	17185
624	1456	17189
625	1459	17189
626	1462	17199
627	1464	17194
628	1466	17186
629	1468	17177
630	1470	17170
631	1473	17176
632	1476	17183
633	1479	17190
634	1481	17183
635	1483	17176
636	1486	17176
637	1488	17171
638	1490	17170
639	1493	17178
640	1495	17173
641	1497	17166
642	1499	17160
643	1502	17160
644	1504	17153
645	1509	17180
646	1512	17186
647	1514	17180
648	1516	17179
649	1518	17173
650	1520	17165
651	1524	17183
652	1527	17183
653	1529	17177
654	1532	17181
655	1534	17176
656	1536	17170
657	1539	17177
658	1542	17181
659	1544	17173
660	1546	17172
661	1548	17166
662	1550	17161
663	1552	17155
664	1558	17194
665	1561	17190
666	1562	17183
667	1564	17175
668	1566	17166
669	1568	17159
670	1572	17171
671	1575	17177
672	1577	17170
673	1579	17163
674	1580	17155
675	1582	17147
676	1584	17139
677	1587	17143
678	1590	17152
679	1592	17145
680	1595	17143
681	1597	17138
682	1599	17132
683	1601	17128
684	1604	17134
685	1606	17126
686	1608	17118
687	1610	17111
688	1611	17102
689	1613	17095
690	1615	17088
691	1617	17086
692	1621	17094
693	1623	17088
694	1625	17080
695	1626	17072
696	1628	17065
697	1630	17057
698	1632	17049
699	1635	17056
700	1637	17050
701	1639	17044
702	1641	17039
703	1643	17036
704	1645	17029
705	1647	17021
706	1651	17035
707	1654	17039
708	1656	17037
709	1658	17030
710	1660	17022
711	1662	17015
712	1664	17011
713	1667	17014
714	1669	17007
715	1671	17000
716	1672	16993
717	1674	16986
718	1676	16979
719	1678	16974
720	1681	16972
721	1683	16972
722	1685	16964
723	1687	16957
724	1689	16949
725	1690	16942
726	1692	16934
727	1695	16933
728	1698	16938
729	1700	16934
730	1702	16927
731	1704	16919
732	1705	16912
733	1707	16905
734	1710	16906
735	1712	16901
736	1715	16902
737	1717	16895
738	1718	16889
739	1720	16882
740	1722	16874
741	1724	16870
742	1726	16863
743	1728	16859
744	1731	16857
745	1732	16850
746	1734	16844
747	1736	16836
748	1738	16829
749	1740	16828
750	1742	16823
751	1745	16824
752	1747	16821
753	1749	16814
754	1751	16807
755	1753	16800
756	1756	16807
757	1758	16800
758	1760	16797
759	1763	16796
760	1765	16790
761	1766	16783
762	1768	16776
763	1771	16777
764	1773	16770
765	1775	16763
766	1777	16763
767	1780	16765
768	1782	16759
769	1784	16752
770	1786	16748
771	1788	16741
772	1789	16734
773	1791	16729
774	1794	16725
775	1795	16719
776	1798	16714
777	1800	16715
778	1802	16710
779	1804	16703
780	1806	16696
781	1810	16714
782	1812	16708
783	1814	16702
784	1817	16702
785	1819	16700
786	1822	16699
787	1824	16701
788	1827	16699
789	1829	16697
790	1832	16703
791	1834	16699
792	1837	16695
793	1838	16688
794	1841	16685
795	1842	16679
796	1845	16676
797	1847	16675
798	1849	16671
799	1851	16664
800	1853	16657
801	1855	16652
802	1857	16648
803	1859	16646
804	1862	16645
805	1864	16639
806	1866	16632
807	1867	16626
808	1869	16619
809	1871	16613
810	1873	16607
811	1875	16600
812	1877	16599
813	1880	16597
814	1882	16592
815	1883	16585
816	1885	16580
817	1887	16574
818	1889	16567
819	1891	16561
820	1893	16559
821	1895	16553
822	1897	16547
823	1899	16541
824	1901	16535
825	1903	16533
826	1905	16528
827	1907	16526
828	1909	16519
829	1911	16512
830	1913	16506
831	1915	16499
832	1916	16493
833	1918	16487
834	1920	16481
835	1922	16478
836	1924	16472
837	1926	16466
838	1928	16459
839	1930	16453
840	1932	16447
841	1934	16441
842	1935	16435
843	1937	16431
844	1939	16425
845	1941	16419
846	1943	16412
847	1945	16410
848	1947	16405
849	1949	16402
850	1953	16409
851	1955	16403
852	1957	16397
853	1959	16394
854	1961	16391
855	1963	16386
856	1965	16380
857	1967	16380
858	1969	16375
859	1971	16369
860	1973	16367
861	1976	16368
862	1981	16383
863	1983	16384
864	1987	16391
865	1989	16389
866	1991	16384
867	1993	16377
868	1995	16371
869	1997	16372
870	2000	16373
871	2003	16374
872	2005	16371
873	2007	16366
874	2009	16360
875	2011	16355
876	2014	16361
877	2017	16361
878	2018	16356
879	2021	16353
880	2023	16348
881	2024	16341
882	2026	16336
883	2029	16335
884	2032	16338
885	2034	16338
886	2037	16336
887	2039	16331
888	2040	16325
889	2043	16324
890	2045	16319
891	2048	16320
892	2050	16322
893	2052	16318
894	2054	16313
895	2056	16308
896	2059	16307
897	2061	16301
898	2064	16304
899	2066	16302
900	2068	16296
901	2070	16291
902	2072	16286
903	2074	16285
904	2076	16280
905	2079	16282
906	2082	16285
907	2084	16279
908	2086	16273
909	2088	16272
910	2090	16268
911	2092	16262
912	2095	16264
913	2097	16259
914	2099	16254
915	2101	16248
916	2103	16245
917	2104	16239
918	2106	16233
919	2108	16227
920	2111	16231
921	2114	16229
922	2115	16223
923	2118	16221
924	2120	16220
925	2122	16215
926	2124	16209
927	2127	16211
928	2129	16207
929	2131	16201
930	2133	16201
931	2135	16196
932	2137	16190
933	2139	16184
934	2141	16182
935	2144	16185
936	2146	16180
937	2148	16177
938	2150	16174
939	2153	16172
940	2155	16168
941	2157	16166
942	2160	16165
943	2162	16162
944	2164	16156
945	2166	16151
946	2167	16146
947	2169	16140
948	2171	16134
949	2174	16134
950	2176	16133
951	2178	16129
952	2180	16122
953	2182	16117
954	2184	16111
955	2185	16106
956	2189	16113
957	2192	16119
958	2195	16117
959	2197	16111
960	2198	16106
961	2200	16100
962	2202	16094
963	2204	16090
964	2207	16094
965	2209	16088
966	2211	16082
967	2213	16077
968	2215	16072
969	2216	16067
970	2218	16062
971	2221	16061
972	2223	16061
973	2225	16055
974	2227	16049
975	2229	16044
976	2231	16038
977	2233	16033
978	2234	16027
979	2237	16026
980	2239	16022
981	2241	16017
982	2243	16012
983	2245	16007
984	2246	16002
985	2248	15996
986	2251	15995
987	2253	15992
988	2255	15986
989	2257	15981
990	2258	15975
991	2260	15969
992	2262	15964
993	2264	15959
994	2266	15956
995	2268	15954
996	2270	15950
997	2272	15944
998	2275	15945
999	2280	15962
1000	2294	16041
1001	2299	16057
1002	2304	16074
1003	2307	16076
1004	2318	16138
1005	2323	16151
1006	2336	16224
1007	2348	16291
1008	2355	16320
1009	2361	16343
1010	2365	16354
1011	2370	16371
1012	2377	16396
1013	2386	16439
1014	2396	16494
1015	2400	16499
1016	2403	16505
1017	2416	16571
1018	2421	16591
1019	2428	16617
1020	2436	16652
1021	2445	16699
1022	2451	16722
1023	2465	16798
1024	2470	16813
1025	2475	16825
1026	2478	16830
1027	2482	16834
1028	2489	16864
1029	2492	16863
1030	2495	16869
1031	2498	16871
1032	2501	16873
1033	2505	16881
1034	2509	16886
1035	2512	16889
1036	2515	16892
1037	2522	16915
1038	2528	16942
1039	2536	16972
1040	2539	16973
1041	2543	16985
1042	2546	16988
1043	2551	16998
1044	2564	17067
1045	2569	17082
1046	2590	17205
1047	2602	17262
1048	2610	17300
1049	2618	17334
1050	2647	17502
1051	2657	17550
1052	2670	17620
1053	2692	17746
1054	2699	17767
1055	2707	17804
1056	2714	17827
1057	2721	17857
1058	2728	17880
1059	2735	17907
1060	2745	17954
1061	2754	17992
1062	2762	18026
1063	2769	18051
1064	2801	18242
1065	2810	18282
1066	2820	18324
1067	2836	18412
1068	2848	18465
1069	2854	18487
1070	2861	18515
1071	2866	18522
1072	2873	18551
1073	2885	18607
1074	2905	18714
1075	2909	18721
1076	2915	18737
1077	2922	18765
1078	2928	18783
1079	2950	18905
1080	2955	18916
1081	2980	19058
1082	2985	19068
1083	2991	19085
1084	2998	19109
1085	3011	19174
1086	3016	19181
1087	3020	19189
1088	3071	19493
1089	3078	19514
1090	3093	19591
1091	3109	19671
1092	3122	19730
1093	3126	19737
1094	3176	20032
1095	3184	20059
1096	3193	20092
1097	3199	20114
1098	3205	20127
1099	3217	20182
1100	3225	20212
1101	3233	20238
1102	3239	20256
1103	3248	20289
1104	3267	20389
1105	3292	20521
1106	3296	20525
1107	3301	20534
1108	3305	20541
1109	3310	20549
1110	3321	20597
1111	3324	20594
1112	3328	20594
1113	3334	20608
1114	3337	20608
1115	3340	20606
1116	3351	20651
1117	3354	20649
1118	3358	20654
1119	3362	20657
1120	3372	20693
1121	3396	20818
1122	3405	20855
1123	3409	20857
1124	3415	20871
1125	3421	20888
1126	3425	20890
1127	3431	20907
1128	3485	21214
1129	3499	21277
1130	3508	21307
1131	3515	21331
1132	3518	21325
1133	3521	21319
1134	3523	21314
1135	3527	21314
1136	3530	21312
1137	3533	21306
1138	3536	21304
1139	3539	21299
1140	3545	21310
1141	3549	21313
1142	3552	21310
1143	3556	21312
1144	3561	21319
1145	3564	21315
1146	3567	21312
1147	3570	21310
1148	3575	21316
1149	3579	21319
1150	3582	21316
1151	3586	21321
1152	3591	21327
1153	3595	21331
1154	3599	21332
1155	3603	21336
1156	3607	21334
1157	3610	21334
1158	3615	21343
1159	3620	21348
1160	3624	21347
1161	3627	21344
1162	3630	21340
1163	3634	21342
1164	3637	21341
1165	3640	21338
1166	3644	21337
1167	3649	21347
1168	3653	21347
1169	3658	21354
1170	3662	21356
1171	3666	21359
1172	3670	21362
1173	3673	21358
1174	3676	21357
1175	3680	21359
1176	3684	21356
1177	3688	21362
1178	3694	21371
1179	3700	21385
1180	3704	21388
1181	3711	21408
1182	3715	21413
1183	3720	21420
1184	3724	21419
1185	3729	21428
1186	3734	21435
1187	3739	21440
1188	3742	21439
1189	3745	21435
1190	3749	21435
1191	3753	21440
1192	3757	21438
1193	3761	21441
1194	3765	21440
1195	3772	21459
1196	3775	21460
1197	3779	21456
1198	3784	21467
1199	3790	21481
1200	3794	21480
1201	3798	21481
1202	3801	21476
1203	3804	21473
1204	3808	21475
1205	3813	21483
1206	3817	21482
1207	3819	21477
1208	3823	21477
1209	3826	21474
1210	3832	21482
1211	3835	21479
1212	3838	21475
1213	3840	21469
1214	3846	21478
1215	3849	21475
1216	3852	21472
1217	3856	21473
1218	3861	21480
1219	3873	21524
1220	3885	21569
1221	3889	21574
1222	3893	21573
1223	3897	21576
1224	3902	21581
1225	3906	21586
1226	3914	21609
1227	3918	21609
1228	3922	21608
1229	3925	21608
1230	3930	21610
1231	3934	21615
1232	3937	21610
1233	3942	21614
1234	3945	21612
1235	3948	21609
1236	3954	21619
1237	3962	21645
1238	3973	21684
1239	3978	21688
1240	3983	21693
1241	3988	21703
1242	3994	21712
1243	4001	21729
1244	4008	21749
1245	4011	21745
1246	4015	21745
1247	4018	21741
1248	4024	21750
1249	4028	21754
1250	4033	21760
1251	4040	21774
1252	4046	21791
1253	4060	21841
1254	4068	21865
1255	4075	21885
1256	4082	21899
1257	4088	21909
1258	4091	21908
1259	4094	21904
1260	4098	21902
1261	4101	21899
1262	4104	21896
1263	4109	21898
1264	4113	21903
1265	4123	21931
1266	4129	21944
1267	4132	21940
1268	4136	21939
1269	4139	21935
1270	4142	21930
1271	4145	21928
1272	4148	21923
1273	4152	21924
1274	4156	21922
1275	4162	21935
1276	4169	21950
1277	4176	21966
1278	4180	21967
1279	4184	21970
1280	4188	21968
1281	4192	21968
1282	4195	21966
1283	4199	21967
1284	4203	21963
1285	4206	21962
1286	4210	21960
1287	4214	21962
1288	4217	21957
1289	4222	21964
1290	4226	21965
1291	4231	21970
1292	4235	21971
1293	4238	21966
1294	4245	21980
1295	4250	21986
1296	4258	22007
1297	4263	22013
1298	4266	22011
1299	4270	22007
1300	4273	22007
1301	4281	22024
1302	4284	22020
1303	4290	22032
1304	4324	22185
1305	4335	22223
1306	4339	22222
1307	4344	22225
1308	4381	22396
1309	4388	22411
1310	4393	22416
1311	4397	22417
1312	4403	22428
1313	4407	22428
1314	4410	22423
1315	4414	22419
1316	4417	22417
1317	4420	22412
1318	4427	22425
1319	4432	22428
1320	4447	22485
1321	4452	22491
1322	4455	22486
1323	4458	22483
1324	4462	22479
1325	4468	22489
1326	4471	22484
1327	4475	22486
1328	4479	22486
1329	4482	22480
1330	4486	22478
1331	4489	22473
1332	4492	22469
1333	4497	22472
1334	4500	22470
1335	4506	22480
1336	4513	22494
1337	4521	22511
1338	4526	22516
1339	4529	22514
1340	4533	22511
1341	4539	22520
1342	4542	22516
1343	4547	22519
1344	4552	22527
1345	4555	22521
1346	4558	22516
1347	4563	22518
1348	4566	22515
1349	4569	22511
1350	4573	22507
1351	4576	22501
1352	4579	22498
1353	4582	22495
1354	4586	22491
1355	4589	22487
1356	4592	22483
1357	4597	22484
1358	4600	22481
1359	4603	22475
1360	4607	22477
1361	4611	22474
1362	4614	22469
1363	4617	22465
1364	4621	22463
1365	4624	22460
1366	4627	22454
1367	4630	22450
1368	4634	22446
1369	4637	22441
1370	4640	22439
1371	4643	22433
1372	4646	22428
1373	4652	22434
1374	4656	22437
1375	4660	22434
1376	4663	22430
1377	4666	22425
1378	4669	22421
1379	4672	22415
1380	4675	22409
1381	4679	22406
1382	4682	22402
1383	4685	22397
1384	4688	22391
1385	4691	22388
1386	4694	22384
1387	4698	22382
1388	4701	22378
1389	4705	22374
1390	4707	22368
1391	4711	22365
1392	4717	22373
1393	4719	22367
1394	4723	22362
1395	4727	22365
1396	4731	22361
1397	4734	22359
1398	4737	22354
1399	4740	22349
1400	4744	22346
1401	4747	22340
1402	4750	22337
1403	4753	22334
1404	4757	22332
1405	4760	22328
1406	4764	22323
1407	4766	22317
1408	4770	22313
1409	4773	22311
1410	4776	22307
1411	4779	22301
1412	4784	22304
1413	4788	22303
1414	4792	22303
1415	4796	22301
1416	4800	22300
1417	4804	22299
1418	4809	22303
1419	4812	22300
1420	4815	22295
1421	4818	22290
1422	4824	22296
1423	4827	22293
1424	4832	22295
1425	4839	22312
1426	4845	22321
1427	4851	22329
1428	4860	22348
1429	4862	22342
1430	4866	22339
1431	4870	22337
1432	4874	22339
1433	4879	22342
1434	4882	22336
1435	4885	22332
1436	4888	22328
1437	4893	22331
1438	4897	22327
1439	4899	22321
1440	4903	22317
1441	4906	22312
1442	4909	22307
1443	4912	22302
1444	4914	22295
1445	4918	22291
1446	4920	22285
1447	4923	22278
1448	4927	22275
1449	4930	22271
1450	4933	22268
1451	4936	22262
1452	4939	22255
1453	4942	22251
1454	4945	22245
1455	4948	22240
1456	4951	22235
1457	4954	22230
1458	4957	22224
1459	4960	22219
1460	4964	22220
1461	4967	22215
1462	4971	22214
1463	4974	22208
1464	4977	22204
1465	4981	22200
1466	4984	22197
1467	4987	22192
1468	4990	22186
1469	4994	22185
1470	4997	22181
1471	5001	22182
1472	5005	22179
1473	5009	22180
1474	5015	22187
1475	5018	22182
1476	5021	22177
1477	5024	22172
1478	5028	22171
1479	5031	22167
1480	5034	22162
1481	5037	22156
1482	5040	22150
1483	5043	22146
1484	5047	22142
1485	5050	22137
1486	5052	22130
1487	5056	22129
1488	5059	22124
1489	5063	22123
1490	5066	22119
1491	5071	22119
1492	5073	22113
1493	5078	22117
1494	5082	22113
1495	5085	22110
1496	5089	22108
1497	5093	22107
1498	5096	22103
1499	5099	22099
1500	5102	22093
1501	5105	22089
1502	5110	22089
1503	5112	22082
1504	5115	22076
1505	5118	22069
1506	5121	22065
1507	5124	22061
1508	5127	22054
1509	5129	22047
1510	5132	22042
1511	5135	22034
1512	5138	22031
1513	5141	22025
1514	5143	22018
1515	5146	22010
1516	5148	22002
1517	5151	21996
1518	5154	21991
1519	5156	21984
1520	5159	21976
1521	5161	21969
1522	5164	21962
1523	5167	21957
1524	5170	21952
1525	5172	21945
1526	5175	21939
1527	5178	21932
1528	5180	21925
1529	5184	21922
1530	5187	21918
1531	5190	21912
1532	5193	21906
1533	5197	21909
1534	5201	21906
1535	5205	21906
1536	5208	21903
1537	5214	21907
1538	5219	21913
1539	5223	21912
1540	5226	21907
1541	5229	21900
1542	5231	21893
1543	5235	21893
1544	5238	21886
1545	5241	21881
1546	5244	21874
1547	5246	21867
1548	5249	21863
1549	5252	21859
1550	5256	21858
1551	5261	21859
1552	5265	21860
1553	5269	21859
1554	5274	21860
1555	5277	21856
1556	5280	21852
1557	5285	21852
1558	5288	21848
1559	5290	21841
1560	5293	21834
1561	5296	21829
1562	5299	21825
1563	5303	21822
1564	5305	21815
1565	5307	21807
1566	5310	21801
1567	5313	21795
1568	5315	21788
1569	5319	21784
1570	5322	21779
1571	5324	21772
1572	5327	21766
1573	5329	21760
1574	5333	21757
1575	5336	21752
1576	5339	21746
1577	5342	21740
1578	5345	21735
1579	5348	21731
1580	5351	21725
1581	5354	21721
1582	5357	21715
1583	5360	21710
1584	5363	21707
1585	5366	21702
1586	5370	21701
1587	5373	21696
1588	5376	21692
1589	5380	21691
1590	5384	21690
1591	5387	21686
1592	5390	21681
1593	5394	21680
1594	5397	21675
1595	5400	21668
1596	5402	21661
1597	5405	21654
1598	5408	21650
1599	5410	21643
1600	5413	21635
1601	5415	21629
1602	5418	21622
1603	5420	21616
1604	5424	21614
1605	5427	21607
1606	5429	21600
1607	5432	21593
1608	5434	21586
1609	5437	21580
1610	5440	21576
1611	5443	21570
1612	5445	21564
1613	5448	21556
1614	5451	21550
1615	5453	21545
1616	5456	21539
1617	5459	21533
1618	5462	21528
1619	5464	21522
1620	5467	21516
1621	5471	21514
1622	5474	21509
1623	5476	21502
1624	5479	21497
1625	5482	21491
1626	5485	21488
1627	5489	21486
1628	5492	21482
1629	5495	21476
1630	5498	21469
1631	5501	21465
1632	5504	21461
1633	5507	21455
1634	5510	21451
1635	5513	21447
1636	5516	21442
1637	5519	21436
1638	5521	21430
1639	5524	21425
1640	5527	21419
1641	5531	21416
1642	5534	21414
1643	5537	21410
1644	5540	21404
1645	5543	21398
1646	5546	21395
1647	5549	21388
1648	5551	21382
1649	5554	21377
1650	5557	21371
1651	5560	21366
1652	5563	21362
1653	5568	21363
1654	5571	21359
1655	5574	21356
1656	5578	21353
1657	5581	21348
1658	5584	21345
1659	5587	21340
1660	5591	21341
1661	5595	21337
1662	5598	21332
1663	5601	21327
1664	5605	21326
1665	5608	21321
1666	5611	21316
1667	5613	21311
1668	5616	21306
1669	5620	21303
1670	5623	21300
1671	5626	21295
1672	5629	21290
1673	5633	21288
1674	5636	21284
1675	5640	21281
1676	5643	21277
1677	5647	21278
1678	5650	21272
1679	5653	21267
1680	5656	21263
1681	5660	21260
1682	5663	21258
1683	5666	21253
1684	5669	21247
1685	5672	21242
1686	5675	21239
1687	5679	21237
1688	5682	21231
1689	5684	21226
1690	5687	21220
1691	5690	21214
1692	5693	21210
1693	5696	21205
1694	5699	21200
1695	5702	21194
1696	5704	21188
1697	5707	21184
1698	5711	21180
1699	5714	21177
1700	5717	21173
1701	5720	21168
1702	5724	21165
1703	5727	21162
1704	5730	21155
1705	5732	21149
1706	5735	21145
1707	5739	21142
1708	5742	21138
1709	5745	21133
1710	5748	21129
1711	5752	21128
1712	5755	21123
