iter	Passed	Remaining
1713	5758	21118
1714	5761	21113
1715	5764	21109
1716	5767	21104
1717	5770	21099
1718	5773	21096
1719	5777	21094
1720	5781	21092
1721	5784	21087
1722	5787	21082
1723	5790	21078
1724	5793	21074
1725	5797	21072
1726	5800	21067
1727	5803	21063
1728	5806	21060
1729	5809	21056
1730	5813	21052
1731	5815	21046
1732	5818	21041
1733	5821	21037
1734	5824	21033
1735	5827	21028
1736	5830	21023
1737	5834	21020
1738	5837	21015
1739	5840	21010
1740	5843	21009
1741	5846	21003
1742	5849	20998
1743	5852	20993
1744	5855	20989
1745	5859	20987
1746	5862	20982
1747	5865	20977
1748	5868	20973
1749	5874	20982
1750	5878	20979
1751	5883	20981
1752	5888	20985
1753	5892	20984
1754	5895	20979
1755	5898	20973
1756	5903	20977
1757	5906	20972
1758	5909	20966
1759	5911	20960
1760	5914	20954
1761	5918	20953
1762	5921	20949
1763	5924	20943
1764	5927	20938
1765	5930	20933
1766	5933	20929
1767	5936	20924
1768	5938	20918
1769	5942	20914
1770	5945	20912
1771	5948	20908
1772	5951	20902
1773	5954	20896
1774	5956	20889
1775	5958	20883
1776	5962	20878
1777	5964	20872
1778	5967	20866
1779	5969	20859
1780	5971	20852
1781	5974	20846
1782	5977	20842
1783	5979	20835
1784	5982	20828
1785	5984	20822
1786	5987	20816
1787	5989	20809
1788	5992	20805
1789	5995	20800
1790	5998	20796
1791	6001	20791
1792	6004	20786
1793	6007	20782
1794	6010	20776
1795	6012	20769
1796	6015	20763
1797	6017	20756
1798	6019	20750
1799	6022	20745
1800	6025	20739
1801	6028	20733
1802	6031	20729
1803	6034	20724
1804	6037	20722
1805	6041	20721
1806	6046	20721
1807	6050	20720
1808	6053	20716
1809	6058	20718
1810	6063	20721
1811	6066	20716
1812	6069	20711
1813	6071	20706
1814	6074	20701
1815	6078	20699
1816	6081	20694
1817	6083	20688
1818	6086	20681
1819	6088	20675
1820	6091	20670
1821	6094	20665
1822	6097	20659
1823	6099	20652
1824	6101	20645
1825	6104	20640
1826	6107	20635
1827	6110	20631
1828	6113	20625
1829	6115	20619
1830	6117	20612
1831	6120	20606
1832	6122	20599
1833	6125	20593
1834	6128	20588
1835	6132	20589
1836	6135	20584
1837	6138	20580
1838	6142	20577
1839	6145	20575
1840	6149	20572
1841	6153	20571
1842	6156	20568
1843	6160	20567
1844	6164	20564
1845	6168	20563
1846	6173	20566
1847	6177	20566
1848	6180	20561
1849	6183	20557
1850	6188	20556
1851	6193	20559
1852	6197	20559
1853	6202	20562
1854	6206	20561
1855	6209	20557
1856	6213	20553
1857	6217	20553
1858	6220	20549
1859	6223	20544
1860	6226	20540
1861	6229	20535
1862	6232	20531
1863	6235	20526
1864	6238	20521
1865	6241	20517
1866	6244	20512
1867	6247	20507
1868	6250	20502
1869	6252	20496
1870	6256	20496
1871	6259	20491
1872	6262	20486
1873	6265	20480
1874	6267	20474
1875	6270	20470
1876	6273	20465
1877	6276	20460
1878	6279	20455
1879	6282	20450
1880	6284	20445
1881	6287	20440
1882	6290	20435
1883	6293	20431
1884	6297	20430
1885	6301	20426
1886	6304	20422
1887	6307	20419
1888	6310	20416
1889	6313	20411
1890	6318	20410
1891	6321	20408
1892	6325	20406
1893	6330	20407
1894	6335	20411
1895	6339	20410
1896	6344	20411
1897	6347	20407
1898	6350	20402
1899	6353	20397
1900	6356	20393
1901	6359	20390
1902	6362	20385
1903	6365	20381
1904	6369	20377
1905	6372	20374
1906	6376	20372
1907	6379	20368
1908	6382	20363
1909	6384	20358
1910	6387	20352
1911	6390	20348
1912	6393	20344
1913	6396	20337
1914	6398	20332
1915	6401	20326
1916	6404	20321
1917	6406	20314
1918	6408	20308
1919	6411	20303
1920	6414	20297
1921	6416	20291
1922	6419	20287
1923	6422	20282
1924	6425	20277
1925	6428	20272
1926	6430	20266
1927	6434	20264
1928	6437	20259
1929	6440	20254
1930	6442	20249
1931	6445	20244
1932	6448	20239
1933	6452	20238
1934	6455	20234
1935	6458	20229
1936	6461	20225
1937	6465	20223
1938	6468	20220
1939	6472	20218
1940	6475	20214
1941	6482	20222
1942	6487	20224
1943	6491	20221
1944	6495	20222
1945	6498	20217
1946	6502	20216
1947	6505	20211
1948	6508	20207
1949	6511	20203
1950	6514	20199
1951	6517	20194
1952	6520	20189
1953	6523	20184
1954	6526	20179
1955	6529	20175
1956	6532	20170
1957	6534	20165
1958	6537	20160
1959	6540	20155
1960	6543	20150
1961	6546	20145
1962	6548	20140
1963	6551	20134
1964	6553	20128
1965	6556	20123
1966	6559	20118
1967	6561	20112
1968	6564	20107
1969	6567	20102
1970	6570	20097
1971	6573	20093
1972	6576	20088
1973	6579	20083
1974	6581	20079
1975	6584	20073
1976	6586	20066
1977	6589	20061
1978	6591	20055
1979	6594	20050
1980	6598	20048
1981	6601	20043
1982	6604	20039
1983	6607	20034
1984	6610	20032
1985	6614	20030
1986	6617	20026
1987	6622	20026
1988	6625	20023
1989	6630	20023
1990	6634	20022
1991	6636	20016
1992	6639	20010
1993	6641	20005
1994	6645	20002
1995	6647	19996
1996	6650	19990
1997	6652	19984
1998	6655	19979
1999	6657	19973
2000	6660	19969
2001	6663	19963
2002	6666	19958
2003	6668	19952
2004	6671	19949
2005	6674	19944
2006	6677	19937
2007	6679	19932
2008	6682	19926
2009	6684	19919
2010	6686	19913
2011	6688	19905
2012	6690	19897
2013	6691	19889
2014	6693	19882
2015	6695	19873
2016	6697	19866
2017	6699	19858
2018	6701	19852
2019	6703	19845
2020	6705	19837
2021	6707	19829
2022	6709	19822
2023	6710	19814
2024	6712	19806
2025	6714	19799
2026	6716	19792
2027	6718	19784
2028	6720	19777
2029	6722	19769
2030	6724	19762
2031	6726	19754
2032	6727	19746
2033	6729	19739
2034	6732	19733
2035	6734	19727
2036	6736	19720
2037	6739	19714
2038	6740	19706
2039	6742	19699
2040	6744	19691
2041	6746	19685
2042	6748	19677
2043	6750	19669
2044	6752	19662
2045	6753	19654
2046	6756	19648
2047	6759	19645
2048	6762	19640
2049	6765	19635
2050	6767	19629
2051	6771	19628
2052	6774	19623
2053	6778	19623
2054	6782	19621
2055	6784	19614
2056	6789	19615
2057	6791	19608
2058	6794	19603
2059	6795	19596
2060	6797	19588
2061	6799	19580
2062	6802	19576
2063	6804	19570
2064	6806	19563
2065	6808	19556
2066	6810	19548
2067	6812	19541
2068	6814	19533
2069	6816	19526
2070	6818	19520
2071	6820	19513
2072	6822	19506
2073	6824	19499
2074	6826	19492
2075	6828	19484
2076	6830	19477
2077	6831	19470
2078	6833	19462
2079	6835	19455
2080	6837	19448
2081	6839	19441
2082	6841	19434
2083	6843	19426
2084	6845	19419
2085	6847	19411
2086	6848	19404
2087	6850	19397
2088	6852	19390
2089	6854	19383
2090	6856	19376
2091	6858	19368
2092	6860	19361
2093	6862	19353
2094	6863	19346
2095	6865	19339
2096	6867	19333
2097	6869	19326
2098	6871	19318
2099	6873	19311
2100	6875	19304
2101	6877	19296
2102	6879	19289
2103	6880	19282
2104	6882	19275
2105	6885	19269
2106	6886	19262
2107	6888	19254
2108	6890	19247
2109	6892	19240
2110	6894	19233
2111	6896	19225
2112	6898	19218
2113	6900	19212
2114	6902	19205
2115	6904	19199
2116	6906	19193
2117	6908	19186
2118	6910	19179
2119	6912	19173
2120	6915	19168
2121	6917	19161
2122	6919	19153
2123	6920	19146
2124	6922	19139
2125	6924	19132
2126	6926	19125
2127	6928	19118
2128	6930	19112
2129	6932	19104
2130	6934	19097
2131	6936	19090
2132	6937	19083
2133	6940	19077
2134	6942	19071
2135	6945	19066
2136	6947	19060
2137	6949	19055
2138	6951	19048
2139	6953	19041
2140	6955	19034
2141	6957	19027
2142	6959	19021
2143	6961	19014
2144	6963	19007
2145	6965	19000
2146	6967	18993
2147	6969	18986
2148	6970	18979
2149	6972	18972
2150	6975	18968
2151	6977	18962
2152	6979	18955
2153	6981	18948
2154	6983	18941
2155	6985	18935
2156	6987	18928
2157	6989	18922
2158	6991	18916
2159	6993	18909
2160	6995	18902
2161	6997	18895
2162	6999	18888
2163	7001	18881
2164	7002	18873
2165	7005	18868
2166	7007	18861
2167	7008	18854
2168	7010	18847
2169	7012	18839
2170	7014	18832
2171	7016	18825
2172	7017	18818
2173	7020	18812
2174	7021	18805
2175	7023	18798
2176	7025	18791
2177	7027	18785
2178	7029	18777
2179	7031	18771
2180	7032	18764
2181	7035	18759
2182	7037	18752
2183	7039	18745
2184	7041	18738
2185	7042	18731
2186	7044	18725
2187	7046	18718
2188	7048	18711
2189	7050	18705
2190	7052	18698
2191	7054	18691
2192	7056	18684
2193	7058	18677
2194	7059	18671
2195	7061	18664
2196	7063	18657
2197	7065	18651
2198	7067	18645
2199	7069	18638
2200	7071	18631
2201	7073	18624
2202	7075	18617
2203	7077	18610
2204	7078	18603
2205	7080	18598
2206	7084	18596
2207	7086	18590
2208	7090	18587
2209	7091	18580
2210	7093	18573
2211	7096	18570
2212	7098	18563
2213	7100	18556
2214	7102	18549
2215	7104	18543
2216	7106	18536
2217	7108	18530
2218	7111	18526
2219	7115	18525
2220	7119	18524
2221	7123	18523
2222	7128	18524
2223	7131	18521
2224	7133	18516
2225	7136	18510
2226	7138	18505
2227	7141	18500
2228	7143	18495
2229	7145	18489
2230	7147	18482
2231	7149	18476
2232	7151	18469
2233	7153	18462
2234	7155	18458
2235	7157	18451
2236	7159	18444
2237	7161	18438
2238	7163	18431
2239	7165	18424
2240	7166	18417
2241	7169	18412
2242	7171	18405
2243	7173	18399
2244	7174	18392
2245	7176	18385
2246	7178	18379
2247	7180	18372
2248	7182	18365
2249	7184	18360
2250	7186	18353
2251	7188	18347
2252	7190	18341
2253	7192	18334
2254	7193	18327
2255	7195	18320
2256	7197	18314
2257	7199	18308
2258	7201	18302
2259	7203	18295
2260	7205	18289
2261	7207	18282
2262	7209	18276
2263	7210	18269
2264	7213	18264
2265	7215	18258
2266	7217	18252
2267	7219	18245
2268	7221	18239
2269	7223	18232
2270	7224	18226
2271	7226	18219
2272	7229	18214
2273	7230	18207
2274	7232	18200
2275	7234	18194
2276	7236	18187
2277	7238	18181
2278	7240	18175
2279	7242	18168
2280	7244	18162
2281	7246	18156
2282	7248	18150
2283	7250	18144
2284	7252	18138
2285	7254	18132
2286	7255	18125
2287	7258	18120
2288	7260	18114
2289	7262	18108
2290	7264	18102
2291	7266	18095
2292	7268	18089
2293	7270	18083
2294	7271	18076
2295	7274	18072
2296	7276	18066
2297	7278	18060
2298	7280	18054
2299	7282	18047
2300	7284	18042
2301	7286	18036
2302	7288	18030
2303	7292	18029
2304	7296	18027
2305	7298	18021
2306	7300	18014
2307	7302	18008
2308	7304	18003
2309	7306	17997
2310	7308	17991
2311	7310	17985
2312	7312	17979
2313	7314	17973
2314	7316	17966
2315	7318	17961
2316	7320	17954
2317	7322	17948
2318	7323	17941
2319	7325	17935
2320	7327	17929
2321	7329	17922
2322	7331	17916
2323	7334	17912
2324	7336	17907
2325	7338	17901
2326	7340	17894
2327	7342	17888
2328	7344	17882
2329	7346	17876
2330	7348	17871
2331	7350	17864
2332	7352	17858
2333	7353	17852
2334	7355	17846
2335	7357	17840
2336	7359	17833
2337	7361	17827
2338	7363	17822
2339	7365	17815
2340	7367	17809
2341	7369	17803
2342	7371	17796
2343	7372	17790
2344	7374	17784
2345	7376	17778
2346	7379	17773
2347	7380	17767
2348	7382	17761
2349	7384	17754
2350	7386	17748
2351	7388	17742
2352	7390	17736
2353	7392	17731
2354	7395	17727
2355	7397	17721
2356	7399	17715
2357	7401	17708
2358	7403	17702
2359	7404	17696
2360	7406	17689
2361	7408	17684
2362	7410	17678
2363	7412	17672
2364	7414	17665
2365	7416	17659
2366	7417	17653
2367	7419	17646
2368	7421	17640
2369	7423	17634
2370	7426	17630
2371	7427	17624
2372	7429	17617
2373	7431	17611
2374	7433	17605
2375	7435	17599
2376	7437	17593
2377	7438	17586
2378	7440	17580
2379	7442	17574
2380	7444	17568
2381	7446	17561
2382	7447	17555
2383	7449	17549
2384	7452	17544
2385	7453	17538
2386	7456	17533
2387	7457	17526
2388	7460	17521
2389	7462	17516
2390	7464	17509
2391	7465	17503
2392	7467	17497
2393	7469	17492
2394	7471	17486
2395	7473	17480
2396	7475	17474
2397	7477	17467
2398	7479	17461
2399	7480	17455
2400	7482	17449
2401	7484	17444
2402	7486	17438
2403	7488	17432
2404	7490	17426
2405	7492	17421
2406	7495	17415
2407	7497	17410
2408	7499	17404
2409	7501	17399
2410	7503	17393
2411	7505	17387
2412	7506	17381
2413	7508	17375
2414	7510	17369
2415	7512	17363
2416	7514	17357
2417	7518	17357
2418	7522	17354
2419	7525	17351
2420	7527	17345
2421	7528	17339
2422	7531	17334
2423	7533	17329
2424	7535	17323
2425	7537	17317
2426	7539	17311
2427	7541	17305
2428	7542	17299
2429	7544	17294
2430	7547	17290
2431	7549	17285
2432	7551	17279
2433	7553	17273
2434	7556	17268
2435	7558	17263
2436	7560	17257
2437	7562	17252
2438	7564	17247
2439	7566	17242
2440	7568	17236
2441	7571	17231
2442	7572	17225
2443	7574	17219
2444	7577	17215
2445	7579	17209
2446	7581	17204
2447	7583	17198
2448	7585	17193
2449	7587	17187
2450	7589	17181
2451	7591	17176
2452	7593	17172
2453	7595	17166
2454	7598	17161
2455	7600	17156
2456	7602	17150
2457	7604	17145
2458	7606	17139
2459	7608	17134
2460	7610	17128
2461	7612	17122
2462	7614	17117
2463	7616	17111
2464	7618	17106
2465	7620	17100
2466	7622	17095
2467	7624	17090
2468	7626	17084
2469	7628	17078
2470	7630	17073
2471	7632	17067
2472	7633	17061
2473	7635	17055
2474	7638	17050
2475	7640	17045
2476	7642	17039
2477	7643	17033
2478	7645	17028
2479	7647	17022
2480	7650	17018
2481	7653	17014
2482	7655	17010
2483	7658	17006
2484	7660	17002
2485	7663	16997
2486	7665	16992
2487	7668	16988
2488	7672	16989
2489	7676	16986
2490	7681	16987
2491	7683	16982
2492	7685	16977
2493	7688	16974
2494	7692	16973
2495	7697	16974
2496	7700	16970
2497	7703	16967
2498	7707	16966
2499	7710	16962
2500	7713	16960
2501	7717	16957
2502	7719	16953
2503	7722	16949
2504	7725	16947
2505	7728	16942
2506	7730	16938
2507	7732	16933
2508	7735	16929
2509	7738	16925
2510	7741	16922
2511	7744	16919
2512	7747	16915
2513	7749	16910
2514	7752	16906
2515	7756	16905
2516	7761	16907
2517	7764	16903
2518	7766	16898
2519	7769	16894
2520	7772	16892
2521	7776	16891
2522	7780	16889
2523	7782	16885
2524	7785	16882
2525	7788	16878
2526	7791	16873
2527	7793	16869
2528	7796	16865
2529	7799	16862
2530	7801	16857
2531	7804	16853
2532	7806	16849
2533	7809	16845
2534	7811	16841
2535	7815	16838
2536	7817	16834
2537	7820	16830
2538	7823	16826
2539	7825	16821
2540	7828	16818
2541	7830	16813
2542	7833	16810
2543	7837	16808
2544	7840	16804
2545	7843	16801
2546	7845	16796
2547	7847	16792
2548	7850	16787
2549	7852	16783
2550	7855	16779
2551	7857	16774
2552	7860	16770
2553	7862	16766
2554	7865	16762
2555	7868	16758
2556	7870	16754
2557	7874	16751
2558	7876	16747
2559	7879	16744
2560	7882	16740
2561	7885	16736
2562	7887	16731
2563	7889	16726
2564	7891	16720
2565	7893	16715
2566	7895	16710
2567	7897	16705
2568	7901	16703
2569	7903	16699
2570	7905	16694
2571	7907	16689
2572	7909	16683
2573	7911	16678
2574	7913	16673
2575	7916	16668
2576	7918	16664
2577	7920	16658
2578	7922	16653
2579	7924	16647
2580	7926	16642
2581	7928	16636
2582	7930	16631
2583	7933	16627
2584	7935	16622
2585	7937	16617
2586	7939	16611
2587	7941	16606
2588	7942	16600
2589	7944	16594
2590	7946	16589
2591	7949	16585
2592	7950	16579
2593	7952	16573
2594	7954	16568
2595	7956	16562
2596	7958	16558
2597	7961	16554
2598	7963	16549
2599	7965	16543
2600	7967	16538
2601	7969	16533
2602	7971	16527
2603	7973	16522
2604	7975	16516
2605	7977	16511
2606	7979	16506
2607	7981	16500
2608	7982	16495
2609	7984	16489
2610	7986	16483
2611	7988	16478
2612	7990	16472
2613	7992	16467
2614	7995	16463
2615	7996	16458
2616	7998	16453
2617	8000	16447
2618	8002	16441
2619	8004	16436
2620	8006	16430
2621	8008	16425
2622	8010	16420
2623	8011	16414
2624	8013	16409
2625	8015	16403
2626	8017	16397
2627	8019	16392
2628	8020	16386
2629	8022	16381
2630	8025	16376
2631	8027	16371
2632	8028	16365
2633	8030	16360
2634	8032	16354
2635	8034	16349
2636	8036	16343
2637	8037	16337
2638	8040	16334
2639	8042	16328
2640	8044	16322
2641	8046	16317
2642	8047	16311
2643	8049	16306
2644	8051	16301
2645	8053	16295
2646	8058	16296
2647	8063	16297
2648	8071	16304
2649	8076	16304
2650	8079	16301
2651	8082	16298
2652	8085	16295
2653	8088	16291
2654	8093	16292
2655	8095	16289
2656	8099	16287
2657	8102	16284
2658	8105	16281
2659	8108	16278
2660	8112	16276
2661	8115	16273
2662	8118	16269
2663	8120	16266
2664	8123	16262
2665	8126	16258
2666	8129	16255
2667	8132	16251
2668	8135	16248
2669	8138	16245
2670	8140	16242
2671	8143	16238
2672	8146	16235
2673	8150	16232
2674	8152	16229
2675	8156	16227
2676	8159	16224
2677	8162	16221
2678	8165	16218
2679	8169	16216
2680	8172	16213
2681	8175	16211
2682	8178	16207
2683	8181	16204
2684	8184	16201
2685	8188	16199
2686	8191	16197
2687	8194	16194
2688	8197	16190
2689	8200	16187
2690	8203	16184
2691	8207	16182
2692	8210	16179
2693	8213	16177
2694	8216	16174
2695	8220	16171
2696	8223	16168
2697	8225	16165
2698	8229	16162
2699	8232	16159
2700	8235	16157
2701	8238	16153
2702	8241	16149
2703	8243	16146
2704	8246	16142
2705	8249	16138
2706	8252	16136
2707	8255	16132
2708	8258	16129
2709	8261	16126
2710	8263	16122
2711	8267	16119
2712	8269	16115
2713	8272	16112
2714	8275	16109
2715	8278	16106
2716	8282	16103
2717	8286	16102
2718	8289	16100
2719	8292	16096
2720	8295	16093
2721	8298	16090
2722	8301	16087
2723	8304	16084
2724	8307	16081
2725	8311	16080
2726	8315	16078
2727	8318	16075
2728	8321	16072
2729	8324	16068
2730	8328	16068
2731	8332	16068
2732	8336	16066
2733	8342	16068
2734	8345	16066
2735	8349	16063
2736	8352	16060
2737	8355	16058
2738	8359	16056
2739	8362	16052
2740	8364	16049
2741	8368	16046
2742	8371	16044
2743	8374	16041
2744	8378	16039
2745	8381	16036
2746	8383	16032
2747	8387	16030
2748	8390	16027
2749	8393	16023
2750	8396	16020
2751	8399	16016
2752	8404	16019
2753	8407	16015
2754	8410	16012
2755	8413	16008
2756	8417	16007
2757	8420	16004
2758	8423	16001
2759	8426	15997
2760	8428	15993
2761	8431	15990
2762	8434	15987
2763	8438	15984
2764	8441	15981
2765	8443	15978
2766	8447	15975
2767	8450	15972
2768	8453	15969
2769	8456	15966
2770	8459	15962
2771	8462	15960
2772	8465	15957
2773	8468	15953
2774	8471	15950
2775	8474	15947
2776	8477	15944
2777	8480	15941
2778	8483	15939
2779	8487	15936
2780	8489	15932
2781	8492	15929
2782	8495	15926
2783	8499	15923
2784	8501	15920
2785	8504	15916
2786	8507	15913
2787	8511	15911
2788	8514	15908
2789	8517	15904
2790	8520	15901
2791	8523	15899
2792	8526	15895
2793	8529	15892
2794	8532	15889
2795	8535	15886
2796	8539	15884
2797	8542	15881
2798	8545	15878
2799	8548	15875
2800	8551	15872
2801	8555	15871
2802	8558	15868
2803	8562	15866
2804	8564	15862
2805	8568	15859
2806	8571	15857
2807	8577	15860
2808	8584	15863
2809	8590	15866
2810	8593	15863
2811	8597	15861
2812	8604	15865
2813	8607	15863
2814	8610	15859
2815	8618	15866
2816	8621	15863
2817	8624	15860
2818	8627	15857
2819	8633	15858
2820	8636	15855
2821	8640	15853
2822	8642	15849
2823	8649	15852
2824	8653	15852
2825	8656	15849
2826	8659	15846
2827	8664	15845
2828	8667	15842
2829	8670	15839
2830	8673	15836
2831	8677	15835
2832	8681	15833
2833	8684	15830
2834	8687	15827
2835	8691	15825
2836	8696	15826
2837	8699	15823
2838	8702	15820
2839	8706	15818
2840	8710	15818
2841	8714	15815
2842	8717	15812
2843	8720	15809
2844	8723	15806
2845	8727	15805
2846	8730	15802
2847	8734	15800
2848	8737	15797
2849	8741	15796
2850	8745	15795
2851	8748	15792
2852	8751	15788
2853	8755	15786
2854	8759	15786
2855	8762	15783
2856	8767	15782
2857	8770	15780
2858	8776	15781
2859	8779	15778
2860	8782	15776
2861	8785	15772
2862	8789	15770
2863	8793	15769
2864	8796	15766
2865	8799	15763
2866	8803	15760
2867	8809	15763
2868	8812	15760
2869	8815	15757
2870	8818	15754
2871	8824	15756
2872	8828	15755
2873	8831	15752
2874	8840	15758
2875	8844	15757
2876	8847	15754
2877	8851	15752
2878	8857	15755
2879	8860	15752
2880	8863	15748
2881	8865	15744
2882	8873	15749
2883	8876	15747
2884	8879	15743
2885	8884	15743
2886	8888	15742
2887	8892	15739
2888	8895	15737
2889	8900	15737
2890	8904	15735
2891	8908	15734
2892	8911	15731
2893	8917	15733
2894	8920	15731
2895	8924	15728
2896	8927	15725
2897	8930	15721
2898	8933	15719
2899	8936	15716
2900	8939	15713
2901	8943	15711
2902	8946	15708
2903	8949	15705
2904	8952	15702
2905	8955	15698
2906	8958	15695
2907	8961	15692
2908	8965	15690
2909	8968	15687
2910	8971	15684
2911	8974	15681
2912	8977	15677
2913	8980	15673
2914	8983	15670
2915	8985	15666
2916	8988	15663
2917	8991	15659
2918	8994	15656
2919	8998	15654
2920	9001	15650
2921	9004	15649
2922	9007	15645
2923	9011	15643
2924	9013	15639
2925	9016	15636
2926	9020	15633
2927	9023	15630
2928	9026	15627
2929	9029	15624
2930	9032	15621
2931	9035	15617
2932	9037	15613
2933	9040	15610
2934	9043	15606
2935	9047	15604
2936	9050	15601
2937	9053	15598
2938	9056	15595
2939	9059	15591
2940	9063	15590
2941	9065	15586
2942	9068	15583
2943	9071	15579
2944	9074	15576
2945	9077	15573
2946	9080	15570
2947	9083	15567
2948	9086	15563
2949	9089	15559
2950	9092	15556
2951	9094	15552
2952	9097	15548
2953	9100	15545
2954	9103	15542
2955	9106	15539
2956	9109	15536
2957	9112	15532
2958	9115	15529
2959	9118	15526
2960	9122	15524
2961	9125	15521
2962	9128	15517
2963	9130	15513
2964	9133	15510
2965	9137	15509
2966	9142	15509
2967	9155	15523
2968	9179	15554
2969	9194	15571
2970	9200	15573
2971	9205	15573
2972	9214	15580
2973	9219	15581
2974	9224	15580
2975	9227	15578
2976	9235	15582
2977	9238	15579
2978	9241	15575
2979	9247	15577
2980	9250	15573
2981	9252	15570
2982	9256	15567
2983	9259	15564
2984	9264	15564
2985	9267	15562
2986	9272	15561
2987	9275	15558
2988	9279	15557
2989	9282	15553
2990	9284	15549
2991	9288	15546
2992	9290	15542
2993	9293	15538
2994	9295	15534
2995	9298	15530
2996	9301	15527
2997	9304	15523
2998	9306	15519
2999	9309	15515
3000	9311	15511
3001	9314	15506
3002	9316	15503
3003	9319	15499
3004	9321	15495
3005	9324	15490
3006	9326	15486
3007	9329	15483
3008	9332	15478
3009	9334	15474
3010	9337	15471
3011	9339	15467
3012	9342	15463
3013	9345	15459
3014	9347	15455
3015	9350	15452
3016	9353	15448
3017	9355	15444
3018	9358	15439
3019	9362	15438
3020	9364	15434
3021	9367	15430
3022	9369	15426
3023	9372	15422
3024	9375	15418
3025	9377	15414
3026	9379	15409
3027	9381	15404
3028	9383	15399
3029	9385	15394
3030	9387	15389
3031	9389	15385
3032	9392	15381
3033	9394	15377
3034	9397	15373
3035	9399	15368
3036	9401	15363
3037	9403	15359
3038	9408	15359
3039	9410	15354
3040	9412	15349
3041	9415	15345
3042	9417	15341
3043	9421	15338
3044	9424	15335
3045	9426	15331
3046	9428	15326
3047	9430	15321
3048	9432	15317
3049	9434	15311
3050	9438	15310
3051	9441	15307
3052	9445	15304
3053	9447	15299
3054	9449	15294
3055	9451	15291
3056	9454	15288
3057	9457	15283
3058	9459	15278
3059	9461	15274
3060	9463	15269
3061	9465	15264
3062	9468	15261
3063	9471	15258
3064	9473	15253
3065	9476	15249
3066	9478	15245
3067	9480	15239
3068	9483	15237
3069	9486	15233
3070	9489	15230
3071	9491	15226
3072	9493	15221
3073	9496	15217
3074	9498	15212
3075	9501	15209
3076	9504	15205
3077	9506	15202
3078	9509	15198
3079	9511	15194
3080	9514	15189
3081	9517	15186
3082	9519	15182
3083	9522	15179
3084	9525	15175
3085	9526	15170
3086	9529	15165
3087	9531	15162
3088	9535	15159
3089	9537	15155
3090	9540	15151
3091	9541	15146
3092	9544	15142
3093	9546	15137
3094	9549	15134
3095	9552	15131
3096	9554	15126
3097	9556	15121
3098	9558	15116
3099	9560	15112
3100	9563	15108
3101	9566	15105
3102	9569	15101
3103	9571	15096
3104	9573	15091
3105	9575	15087
3106	9577	15082
3107	9580	15079
3108	9584	15077
3109	9586	15073
3110	9588	15068
3111	9590	15063
3112	9592	15059
3113	9595	15056
3114	9600	15055
3115	9602	15050
3116	9604	15045
3117	9606	15041
3118	9608	15036
3119	9611	15033
3120	9615	15032
3121	9618	15027
3122	9620	15023
3123	9623	15020
3124	9627	15018
3125	9632	15018
3126	9634	15014
3127	9637	15010
3128	9640	15007
3129	9643	15003
3130	9647	15003
3131	9650	14999
3132	9653	14995
3133	9655	14991
3134	9658	14988
3135	9663	14988
3136	9666	14985
3137	9669	14982
3138	9672	14978
3139	9677	14979
3140	9680	14976
3141	9684	14973
3142	9687	14970
3143	9692	14970
3144	9695	14967
3145	9698	14964
3146	9701	14960
3147	9703	14956
3148	9708	14955
3149	9711	14952
3150	9714	14949
3151	9717	14945
3152	9719	14941
3153	9724	14941
3154	9727	14938
3155	9730	14935
3156	9733	14931
3157	9736	14928
3158	9740	14926
3159	9743	14923
3160	9746	14919
3161	9748	14916
3162	9752	14913
3163	9756	14912
3164	9760	14909
3165	9763	14907
3166	9767	14904
3167	9770	14902
3168	9773	14899
3169	9776	14895
3170	9779	14892
3171	9782	14889
3172	9785	14885
3173	9788	14883
3174	9791	14879
3175	9794	14876
3176	9797	14873
3177	9800	14870
3178	9803	14867
3179	9806	14864
3180	9809	14861
3181	9812	14858
3182	9816	14855
3183	9819	14852
3184	9822	14849
3185	9825	14846
3186	9828	14843
3187	9831	14840
3188	9834	14836
3189	9837	14832
3190	9840	14830
3191	9843	14826
3192	9847	14824
3193	9850	14821
3194	9854	14819
3195	9856	14815
3196	9858	14811
3197	9861	14807
3198	9864	14804
3199	9866	14800
3200	9869	14796
3201	9871	14792
3202	9874	14788
3203	9877	14785
3204	9881	14783
3205	9883	14779
3206	9886	14775
3207	9888	14771
3208	9891	14767
3209	9893	14763
3210	9898	14762
3211	9901	14759
3212	9903	14755
3213	9906	14752
3214	9909	14748
3215	9912	14746
3216	9916	14743
3217	9919	14740
3218	9921	14736
3219	9924	14732
3220	9928	14731
3221	9931	14728
3222	9934	14724
3223	9936	14720
3224	9939	14715
3225	9941	14712
3226	9944	14708
3227	9947	14705
3228	9950	14701
3229	9952	14697
3230	9955	14693
3231	9958	14691
3232	9960	14687
3233	9963	14682
3234	9965	14678
3235	9967	14674
3236	9970	14670
3237	9973	14667
3238	9976	14663
3239	9978	14660
3240	9981	14656
3241	9984	14653
3242	9987	14650
3243	9990	14646
3244	9992	14643
3245	9995	14639
3246	9998	14635
3247	10001	14632
3248	10004	14629
3249	10007	14626
3250	10010	14622
3251	10013	14619
3252	10016	14616
3253	10019	14614
3254	10023	14611
3255	10025	14607
3256	10028	14603
3257	10031	14600
3258	10033	14596
3259	10036	14593
3260	10039	14590
3261	10042	14586
3262	10046	14584
3263	10049	14581
3264	10052	14577
3265	10055	14575
3266	10059	14573
