iter	RMSE
271	88.02618561
272	88.00842685
273	87.99762093
274	87.98134929
275	87.95253955
276	87.92186125
277	87.90269373
278	87.8732992
279	87.83369235
280	87.81412307
281	87.79742175
282	87.78943874
283	87.75064174
284	87.71505428
285	87.70037768
286	87.65236092
287	87.62141641
288	87.5866057
289	87.5763194
290	87.52931798
291	87.50757185
292	87.49118876
293	87.46846717
294	87.45196355
295	87.44294519
296	87.41911544
297	87.39767637
298	87.34663605
299	87.30374653
300	87.26422485
301	87.25060159
302	87.20964741
303	87.19307894
304	87.17835326
305	87.15619807
306	87.13707782
307	87.11624842
308	87.10011683
309	87.08308279
310	87.07026231
311	87.01880194
312	86.94717055
313	86.91556378
314	86.88981992
315	86.86635651
316	86.84887702
317	86.83627987
318	86.81217317
319	86.77821632
320	86.75066876
321	86.72864755
322	86.69011081
323	86.67728934
324	86.64198944
325	86.61776731
326	86.58100712
327	86.56569329
328	86.54889879
329	86.53623474
330	86.51260587
331	86.49748925
332	86.48633237
333	86.45341761
334	86.41187253
335	86.38013403
336	86.35602238
337	86.33219376
338	86.30879777
339	86.27677564
340	86.25210882
341	86.23176652
342	86.19490782
343	86.15360053
344	86.13460148
345	86.11576306
346	86.08988251
347	86.08144845
348	86.03873935
349	86.02678756
350	86.01154391
351	85.97707241
352	85.95781605
353	85.93759242
354	85.9213596
355	85.88817222
356	85.87225471
357	85.8593765
358	85.82101526
359	85.79977645
360	85.78545655
361	85.71926542
362	85.70140519
363	85.69400713
364	85.67583304
365	85.66783209
366	85.65603801
367	85.62645862
368	85.59035771
369	85.56106664
370	85.49729307
371	85.47114412
372	85.41390329
373	85.38589212
374	85.34837036
375	85.32560103
376	85.30905245
377	85.28974377
378	85.27201478
379	85.25260856
380	85.22798677
381	85.21280553
382	85.17595218
383	85.15125302
384	85.11574456
385	85.09290016
386	85.0650172
387	85.03578845
388	85.01334027
389	84.97220001
390	84.94836914
391	84.93581016
392	84.91757326
393	84.90010657
394	84.87544891
395	84.86102046
396	84.85109535
397	84.82553756
398	84.79503311
399	84.78944374
400	84.7693578
401	84.74307021
402	84.72259558
403	84.7041277
404	84.68659823
405	84.66775732
406	84.65266688
407	84.5994939
408	84.56582768
409	84.55793284
410	84.51954873
411	84.49489684
412	84.46910088
413	84.449722
414	84.43665596
415	84.41078447
416	84.38896981
417	84.36443295
418	84.33798404
419	84.31344058
420	84.28351333
421	84.25096179
422	84.24416612
423	84.22843253
424	84.20201925
425	84.17576478
426	84.16095558
427	84.14569789
428	84.12048355
429	84.08190469
430	84.07316522
431	84.05636001
432	84.0433211
433	84.03215591
434	84.01705462
435	83.99379514
436	83.96436691
437	83.95174061
438	83.91665957
439	83.9086399
440	83.90013959
441	83.8716608
442	83.86262812
443	83.83868659
444	83.82231702
445	83.76866024
446	83.74925733
447	83.72191931
448	83.71221187
449	83.69397456
450	83.66001334
451	83.6327449
452	83.61324621
453	83.60113733
454	83.58905841
455	83.56463037
456	83.54133147
457	83.5001092
458	83.48946618
459	83.46102527
460	83.44077202
461	83.40800924
462	83.39240262
463	83.38252794
464	83.35475613
465	83.32905247
466	83.28227177
467	83.23860345
468	83.22960135
469	83.21901001
470	83.19292639
471	83.16742943
472	83.13949751
473	83.10733785
474	83.05971337
475	83.03297804
476	83.02182433
477	82.99860103
478	82.98588415
479	82.97207778
480	82.95842912
481	82.91596514
482	82.88998254
483	82.87353948
484	82.8453057
485	82.83790596
486	82.81339712
487	82.80640594
488	82.79382487
489	82.76756849
490	82.75243713
491	82.72275633
492	82.70833295
493	82.69846543
494	82.67810869
495	82.64980261
496	82.63047116
497	82.61700897
498	82.5964317
499	82.55670331
500	82.53706925
501	82.50612643
502	82.48919259
503	82.46190339
504	82.44123357
505	82.41941748
506	82.38820558
507	82.3638352
508	82.35123587
509	82.33784821
510	82.29951794
511	82.28773283
512	82.2660043
513	82.2461769
514	82.23079136
515	82.21925828
516	82.1977142
517	82.17116696
518	82.15307408
519	82.13544881
520	82.12343888
521	82.09193247
522	82.08672769
523	82.05898278
524	82.03836335
525	82.02212242
526	82.00414537
527	81.97766205
528	81.95560789
529	81.94371946
530	81.92750483
531	81.91807252
532	81.88206218
533	81.86667832
534	81.836084
535	81.82168788
536	81.80084597
537	81.79666985
538	81.77811248
539	81.76440506
540	81.75106742
541	81.7384531
542	81.70240221
543	81.68127234
544	81.66187856
545	81.63913783
546	81.62717636
547	81.60862061
548	81.5974036
549	81.58512884
550	81.55944824
551	81.54891746
552	81.52846267
553	81.5139869
554	81.49160315
555	81.4557666
556	81.45198846
557	81.43015648
558	81.4102142
559	81.3855455
560	81.3590806
561	81.33627125
562	81.32718285
563	81.31016942
564	81.28763169
565	81.27714793
566	81.27023051
567	81.25554088
568	81.218091
569	81.19628444
570	81.18437075
571	81.17296423
572	81.1546468
573	81.13125543
574	81.12484227
575	81.10827961
576	81.10101795
577	81.08788645
578	81.07429491
579	81.05590027
580	81.0371171
581	81.01664632
582	80.98367764
583	80.96429777
584	80.94650447
585	80.93806976
586	80.90971022
587	80.89411832
588	80.88316589
589	80.87101544
590	80.85424656
591	80.84439994
592	80.82810249
593	80.82205049
594	80.79359316
595	80.75897814
596	80.7444955
597	80.72142013
598	80.69704676
599	80.67788408
600	80.65291911
601	80.6398584
602	80.63145346
603	80.62503501
604	80.60581746
605	80.58822436
606	80.57596928
607	80.55852288
608	80.54350706
609	80.52083668
610	80.50295972
611	80.4704072
612	80.45939626
613	80.45153737
614	80.42911363
615	80.39633355
616	80.38017196
617	80.35930447
618	80.35094657
619	80.34222331
620	80.33793417
621	80.32785494
622	80.30668331
623	80.28582962
624	80.27265313
625	80.26068863
626	80.24453826
627	80.23150854
628	80.21819227
629	80.20085771
630	80.19344512
631	80.17321065
632	80.15902281
633	80.12826154
634	80.11055978
635	80.10186061
636	80.08055397
637	80.06281067
638	80.04392547
639	80.01627964
640	80.01093705
641	79.99360211
642	79.97970833
643	79.95265906
644	79.91529973
645	79.89753536
646	79.88367901
647	79.86643239
648	79.84810527
649	79.82469314
650	79.81138467
651	79.78984075
652	79.77713113
653	79.75458331
654	79.73807601
655	79.71529303
656	79.70540594
657	79.6995154
658	79.67936752
659	79.65245917
660	79.64105674
661	79.61208052
662	79.59959355
663	79.58332644
664	79.56033411
665	79.54781021
666	79.5344078
667	79.50744716
668	79.49451962
669	79.49289184
670	79.48640948
671	79.45728422
672	79.44321667
673	79.41338113
674	79.40148837
675	79.38745792
676	79.36533086
677	79.34344114
678	79.31755758
679	79.29317301
680	79.27191343
681	79.26497462
682	79.23822617
683	79.22270815
684	79.20733648
685	79.19270443
686	79.1774396
687	79.16838702
688	79.15239305
689	79.1366331
690	79.10950393
691	79.09911106
692	79.08539323
693	79.07363441
694	79.06149651
695	79.05174601
696	79.03003029
697	79.0173732
698	78.9808382
699	78.9630674
700	78.9475005
701	78.93926814
702	78.92637855
703	78.89223786
704	78.88327569
705	78.87258551
706	78.85857716
707	78.85183238
708	78.83400563
709	78.81640167
710	78.81018041
711	78.79281653
712	78.77786007
713	78.7682963
714	78.75896165
715	78.73823824
716	78.71886396
717	78.70589871
718	78.68970178
719	78.66683598
720	78.66032739
721	78.63956551
722	78.6311017
723	78.60646307
724	78.59445989
725	78.58646102
726	78.5817327
727	78.5636959
728	78.54362119
729	78.52343291
730	78.50658031
731	78.4960151
732	78.48198539
733	78.4659141
734	78.46026968
735	78.4541392
736	78.4276273
737	78.40871135
738	78.40037036
739	78.39806541
740	78.37484576
741	78.36822879
742	78.35397259
743	78.34790984
744	78.32621454
745	78.30219681
746	78.28355384
747	78.27361772
748	78.2439835
749	78.22266736
750	78.20766752
751	78.19165382
752	78.18345272
753	78.17395335
754	78.14431477
755	78.13514304
756	78.12189913
757	78.10026379
758	78.08778981
759	78.07047224
760	78.05769445
761	78.03916173
762	78.02051119
763	78.00912864
764	77.98849734
765	77.97301106
766	77.9539388
767	77.94448488
768	77.92529646
769	77.89481989
770	77.87301284
771	77.86158623
772	77.85171993
773	77.83713302
774	77.82053421
775	77.8101085
776	77.79881526
777	77.78212137
778	77.77138077
779	77.7546801
780	77.74890301
781	77.73809004
782	77.72360964
783	77.71021594
784	77.68984407
785	77.67468983
786	77.66574885
787	77.64658663
788	77.63065974
789	77.61872893
790	77.60114565
791	77.58575595
792	77.5664785
793	77.55239462
794	77.53990086
795	77.5172773
796	77.5089347
797	77.49656138
798	77.47925006
799	77.46297751
800	77.45561224
801	77.4352408
802	77.42030694
803	77.38836057
804	77.36795944
805	77.36571856
806	77.35489316
807	77.33910858
808	77.32778522
809	77.31729681
810	77.2880333
811	77.27938671
812	77.27148381
813	77.25403503
814	77.24761937
815	77.23085609
816	77.22341472
817	77.21111682
818	77.19463323
819	77.18603634
820	77.16852644
821	77.15850449
822	77.14840154
823	77.13037228
824	77.12150335
825	77.10859568
826	77.09953696
827	77.07651666
828	77.06551552
829	77.05295262
830	77.02790852
831	77.01590904
832	77.00222253
833	76.9928551
834	76.98844545
835	76.97814453
836	76.96829261
837	76.96278654
838	76.95346939
839	76.9406918
840	76.93582109
841	76.92840775
842	76.9192768
843	76.8912152
844	76.88287827
845	76.8779628
846	76.8697353
847	76.85470276
848	76.84029014
849	76.83095113
850	76.808552
851	76.79432753
852	76.784038
853	76.77223162
854	76.76206878
855	76.75188118
856	76.73476828
857	76.72552309
858	76.71368918
859	76.69305613
860	76.68705732
861	76.65839116
862	76.65230014
863	76.63625012
864	76.62090142
865	76.58171382
866	76.5676363
867	76.54926016
868	76.53077817
869	76.52299316
870	76.5105973
871	76.48968154
872	76.48261144
873	76.47252455
874	76.46816537
875	76.45713359
876	76.43836552
877	76.4251054
878	76.41993035
879	76.41052291
880	76.3932081
881	76.38350077
882	76.368315
883	76.35307624
884	76.33347593
885	76.3205741
886	76.29791309
887	76.28312012
888	76.27219702
889	76.25833784
890	76.24745609
891	76.23640305
892	76.21877814
893	76.2113822
894	76.19707272
895	76.16898999
896	76.15874979
897	76.14584416
898	76.13308717
899	76.11860677
900	76.10470634
901	76.09183754
902	76.08151333
903	76.06257116
904	76.05399187
905	76.03391615
906	76.02995376
907	76.01757983
908	76.00383829
909	75.98373177
910	75.97711355
911	75.97027247
912	75.96128671
913	75.95316522
914	75.94939738
915	75.94162889
916	75.92952795
917	75.90841668
918	75.89254685
919	75.88381541
920	75.8665622
921	75.86080173
922	75.84986811
923	75.83339337
924	75.81909402
925	75.80893917
926	75.80186095
927	75.78850408
928	75.78405831
929	75.7739478
930	75.76606223
931	75.75086554
932	75.73874709
933	75.72958302
934	75.71619447
935	75.70891897
936	75.69332978
937	75.667332
938	75.65722865
939	75.63729276
940	75.62546835
941	75.61380463
942	75.59777449
943	75.59006694
944	75.5813663
945	75.57877779
946	75.56059583
947	75.55127099
948	75.5411873
949	75.50747273
950	75.49156448
951	75.47871191
952	75.46444454
953	75.44038907
954	75.42425004
955	75.41710962
956	75.41188974
957	75.39843331
958	75.37129572
959	75.3593039
960	75.33821065
961	75.32267872
962	75.31429566
963	75.30070278
964	75.27993246
965	75.26893387
966	75.2558225
967	75.23135561
968	75.22210864
969	75.20789128
970	75.19082811
971	75.18262731
972	75.17337889
973	75.16743782
974	75.15709009
975	75.14345624
976	75.13901548
977	75.12442585
978	75.11899073
979	75.10337321
980	75.09701183
981	75.08606394
982	75.06949685
983	75.06220085
984	75.05123702
985	75.0410037
986	75.02897287
987	75.00928289
988	74.98689745
989	74.97010382
990	74.95927912
991	74.94763111
992	74.94384528
993	74.93745935
994	74.92635437
995	74.92060346
996	74.91249936
997	74.90425492
998	74.89108529
999	74.87979507
1000	74.86667971
1001	74.84382145
1002	74.83088716
1003	74.81817961
1004	74.80875339
1005	74.7988574
1006	74.78742279
1007	74.7724508
1008	74.76048017
1009	74.74327895
1010	74.73199413
1011	74.72446193
1012	74.70796728
1013	74.7005777
1014	74.69252322
1015	74.67857959
1016	74.66428499
1017	74.6555276
1018	74.64742423
1019	74.64239112
1020	74.62993574
1021	74.61250396
1022	74.59574949
1023	74.58603696
1024	74.57574031
1025	74.57029613
1026	74.56200889
1027	74.55138354
1028	74.53604515
1029	74.53013817
1030	74.52102696
1031	74.50980417
1032	74.49906239
1033	74.48635113
1034	74.47049629
1035	74.46884439
1036	74.45626988
1037	74.44416762
1038	74.43494098
1039	74.4238643
1040	74.41354134
1041	74.39220256
1042	74.37766885
1043	74.37359167
1044	74.36680393
1045	74.35452937
1046	74.3406372
1047	74.32765938
1048	74.31743569
1049	74.30535358
1050	74.28845327
1051	74.28579727
1052	74.26805786
1053	74.2536601
1054	74.24203764
1055	74.22320413
1056	74.20727406
1057	74.19486792
1058	74.18638301
1059	74.17006838
1060	74.16120344
1061	74.14277028
1062	74.12723562
1063	74.12020706
1064	74.09625991
1065	74.08441334
1066	74.08070827
1067	74.07224807
1068	74.05844794
1069	74.04862652
1070	74.0408769
1071	74.03299184
1072	74.02638621
1073	74.01029294
1074	73.9947585
1075	73.98668612
1076	73.97877179
1077	73.96328538
1078	73.93218083
1079	73.92409897
1080	73.91644718
1081	73.89729292
1082	73.88793799
1083	73.88149042
1084	73.87211574
1085	73.86605098
1086	73.85463259
1087	73.83041441
1088	73.82173849
1089	73.80048153
1090	73.77820096
1091	73.76539314
1092	73.7513532
1093	73.74360698
1094	73.73700905
1095	73.72315833
1096	73.71536006
1097	73.70348725
1098	73.69560917
1099	73.68347502
1100	73.66537093
1101	73.65816378
1102	73.65007219
1103	73.63849941
1104	73.62022574
1105	73.6109943
1106	73.59026824
1107	73.58481179
1108	73.57489671
1109	73.56598279
1110	73.558436
1111	73.54840744
1112	73.53438496
1113	73.52705891
1114	73.5149868
1115	73.5015132
1116	73.47631708
1117	73.46503568
1118	73.46049032
1119	73.44952972
1120	73.44333221
1121	73.43351124
1122	73.42153632
1123	73.40515953
1124	73.39704006
1125	73.38193677
1126	73.36956425
1127	73.35860321
1128	73.34052787
1129	73.32184796
1130	73.31592634
1131	73.29682268
1132	73.27886302
1133	73.27345255
1134	73.26418448
1135	73.2571625
1136	73.24884004
1137	73.23939089
1138	73.23010596
1139	73.22247621
1140	73.21195818
1141	73.19831838
1142	73.19226618
1143	73.17798195
1144	73.16567693
1145	73.15142824
1146	73.14518557
1147	73.13096925
1148	73.12501326
1149	73.10636255
1150	73.0877649
1151	73.06934848
1152	73.05836204
1153	73.0496765
1154	73.0362203
1155	73.02950947
1156	73.01996038
1157	73.00746719
1158	72.99183436
1159	72.97906632
1160	72.97282586
1161	72.96350628
1162	72.94374885
1163	72.93081143
1164	72.92485624
1165	72.92120157
1166	72.91106156
1167	72.90726279
1168	72.89619486
1169	72.88800965
1170	72.87536446
1171	72.86340055
1172	72.84161617
1173	72.83702856
1174	72.81617587
1175	72.80118423
1176	72.7936847
1177	72.77928835
1178	72.76977842
1179	72.75966292
1180	72.74354283
1181	72.73923815
1182	72.72733642
1183	72.72317637
1184	72.71242684
1185	72.69610372
1186	72.68830742
1187	72.6755332
1188	72.66583905
1189	72.640718
1190	72.62484521
1191	72.61242288
1192	72.59784608
1193	72.58660169
1194	72.57006447
1195	72.56375022
1196	72.54457438
1197	72.53552946
1198	72.5249329
1199	72.51570562
1200	72.50643478
1201	72.49616113
1202	72.49371992
1203	72.47401167
1204	72.45983053
1205	72.4432159
1206	72.43456238
1207	72.42581106
1208	72.40928583
1209	72.39840674
1210	72.38702184
1211	72.38049746
1212	72.3735711
1213	72.36108403
1214	72.3463828
1215	72.33936743
1216	72.32983463
1217	72.32378223
1218	72.31674618
1219	72.30524409
1220	72.28219212
1221	72.27274699
1222	72.26453214
1223	72.24631086
1224	72.24139391
1225	72.21910749
1226	72.21000635
1227	72.19677563
1228	72.18135963
1229	72.16238232
1230	72.15162012
1231	72.13826918
1232	72.12970949
1233	72.11922342
1234	72.10626867
1235	72.09517049
1236	72.0806887
1237	72.06898438
1238	72.05969987
1239	72.05371434
1240	72.04162589
1241	72.03677284
1242	72.02198418
1243	72.0177281
1244	72.01458615
1245	72.00512345
1246	71.99865992
1247	71.98606228
1248	71.9700825
1249	71.95264877
1250	71.94289098
1251	71.93763298
1252	71.9233874
1253	71.90740775
1254	71.89197496
1255	71.87669706
1256	71.86842453
1257	71.86407019
1258	71.85190457
1259	71.83894758
1260	71.8326363
1261	71.82513048
1262	71.81845407
1263	71.81034691
1264	71.78917208
1265	71.78382914
1266	71.77509366
1267	71.76542051
1268	71.74239598
1269	71.72702228
1270	71.71852758
1271	71.7154798
1272	71.70777392
1273	71.69011489
1274	71.67991407
1275	71.67017423
1276	71.66012405
1277	71.65075457
1278	71.63027087
1279	71.60895848
1280	71.59983472
1281	71.59871694
1282	71.59253795
1283	71.58241101
1284	71.57652045
1285	71.56903856
1286	71.56505442
1287	71.55424927
1288	71.54880602
1289	71.53954749
1290	71.52758033
1291	71.51525078
1292	71.50519955
1293	71.49502061
1294	71.48501822
1295	71.46585861
1296	71.43526424
1297	71.42277391
1298	71.41142326
1299	71.39536378
1300	71.38834935
1301	71.382942
1302	71.37776066
1303	71.36532481
1304	71.34739022
1305	71.3269299
1306	71.3228961
1307	71.31506741
1308	71.30264569
1309	71.29442019
1310	71.28622886
1311	71.28115251
1312	71.27394996
1313	71.2651265
1314	71.25153964
1315	71.23847071
1316	71.22883924
1317	71.22085456
1318	71.20735186
1319	71.19691059
1320	71.19098488
1321	71.18660579
1322	71.17705291
1323	71.16911771
1324	71.15194906
1325	71.14227736
1326	71.12642596
1327	71.11249806
1328	71.10301243
1329	71.09836452
1330	71.0888164
1331	71.08199296
1332	71.07401108
1333	71.06439912
1334	71.04334602
1335	71.02700778
1336	71.01766845
1337	71.01319992
1338	71.00330684
1339	70.99653039
1340	70.98590964
1341	70.97860997
1342	70.97050554
1343	70.95954092
1344	70.93861485
1345	70.92829802
1346	70.91972079
1347	70.9145276
1348	70.91187154
1349	70.89952613
1350	70.88052416
1351	70.86764959
1352	70.85526045
1353	70.84378027
1354	70.81876833
1355	70.80556658
1356	70.79288818
1357	70.78553542
1358	70.77622832
1359	70.76986403
1360	70.75987633
1361	70.74713712
1362	70.74007288
1363	70.73028386
1364	70.72240739
1365	70.70910133
1366	70.69041476
1367	70.67676766
1368	70.67110006
1369	70.66671396
1370	70.65524096
1371	70.64151976
1372	70.63160969
1373	70.61813658
1374	70.60297751
1375	70.59525335
1376	70.57765456
1377	70.55586253
1378	70.5476128
1379	70.54027018
1380	70.52339436
1381	70.51856833
1382	70.5063487
1383	70.50151844
1384	70.49722369
1385	70.49020401
1386	70.48117191
1387	70.47216478
1388	70.45591256
1389	70.43469765
1390	70.42156789
1391	70.409176
1392	70.40058514
1393	70.38555494
1394	70.38164985
1395	70.36774434
1396	70.36165936
1397	70.35273758
1398	70.34299446
1399	70.32205831
1400	70.31545256
1401	70.30435762
1402	70.29438739
1403	70.26920732
1404	70.26350019
1405	70.25482044
1406	70.24302089
1407	70.22738672
1408	70.21415393
1409	70.20533538
1410	70.18857532
1411	70.18343835
1412	70.17855777
1413	70.17042729
1414	70.1565688
1415	70.13617341
1416	70.12690762
1417	70.11341797
1418	70.09726491
1419	70.09275124
1420	70.08323974
1421	70.06995474
1422	70.05897147
1423	70.04583445
1424	70.03626386
1425	70.02852809
1426	70.02423253
1427	70.02193219
1428	70.01348684
1429	70.00448597
1430	69.99904141
1431	69.97788038
1432	69.9631806
1433	69.95995383
1434	69.95043505
1435	69.92738531
1436	69.9093836
1437	69.89774411
1438	69.8913751
1439	69.87993907
1440	69.86728993
1441	69.86335224
1442	69.85682
1443	69.84403659
1444	69.83757195
1445	69.83172559
1446	69.81787058
1447	69.79487854
1448	69.7914244
1449	69.79008608
1450	69.78461094
1451	69.77551679
1452	69.76385886
1453	69.7562257
1454	69.74555608
1455	69.73896403
1456	69.73268654
1457	69.72459135
1458	69.70691499
1459	69.70227401
1460	69.69420849
1461	69.68903758
1462	69.68659281
1463	69.67090146
1464	69.66476917
1465	69.65163112
1466	69.63929926
1467	69.62919006
1468	69.62006071
1469	69.60884207
1470	69.5977582
1471	69.59202106
1472	69.58118832
1473	69.57521921
1474	69.56926865
1475	69.56164342
1476	69.54859337
1477	69.54258916
1478	69.53338364
1479	69.52215965
1480	69.5100237
1481	69.49631658
1482	69.49154577
1483	69.48746523
1484	69.48083113
1485	69.46651238
1486	69.45308011
1487	69.44772718
1488	69.43800758
1489	69.43328421
1490	69.41651963
1491	69.40813603
1492	69.40027668
1493	69.38634281
1494	69.3771115
1495	69.36752277
1496	69.35945658
1497	69.34536651
1498	69.34020073
1499	69.3304789
1500	69.31638742
1501	69.30122251
1502	69.28577646
1503	69.27832765
1504	69.26139115
1505	69.24976554
1506	69.23907038
1507	69.2259818
1508	69.20955224
1509	69.20310402
1510	69.19292293
1511	69.18601017
1512	69.18237834
1513	69.17886287
1514	69.17479498
1515	69.16812294
1516	69.16276278
1517	69.1511337
1518	69.14246979
1519	69.13496372
1520	69.1301273
1521	69.1217972
1522	69.11864377
1523	69.11039242
1524	69.10703529
1525	69.09249585
1526	69.08482555
1527	69.07713726
1528	69.07237298
1529	69.06088329
1530	69.05587873
1531	69.04448269
1532	69.03432557
1533	69.029167
1534	69.02359481
1535	69.01436339
1536	69.00203799
1537	68.99239912
1538	68.98363543
1539	68.9708264
1540	68.96017055
1541	68.95026054
1542	68.93237698
1543	68.92808759
1544	68.92118791
1545	68.91376104
1546	68.90517126
1547	68.89960978
1548	68.89453171
1549	68.88540148
1550	68.87873655
1551	68.8691643
1552	68.85936983
1553	68.84898993
1554	68.83906925
1555	68.82863313
1556	68.8165701
1557	68.80745144
1558	68.80175814
1559	68.7953236
1560	68.78891087
1561	68.77634433
1562	68.76771028
1563	68.75810432
1564	68.73907638
1565	68.72757225
1566	68.72512603
1567	68.71218067
1568	68.70521466
1569	68.69816981
1570	68.69051842
1571	68.6731935
1572	68.66509821
1573	68.65684845
1574	68.64637001
1575	68.63411856
1576	68.62642508
1577	68.61318057
1578	68.6050495
1579	68.59819962
1580	68.58965027
1581	68.57905179
1582	68.56703576
1583	68.54550998
1584	68.533834
1585	68.52113231
1586	68.51270944
1587	68.49891396
1588	68.48738141
1589	68.47399348
1590	68.46874222
1591	68.46378937
1592	68.45468079
1593	68.44876908
1594	68.44534849
1595	68.43988701
1596	68.4305773
1597	68.42116932
1598	68.41626379
1599	68.4087879
1600	68.39711615
1601	68.38546004
1602	68.38155067
1603	68.37510529
1604	68.3690904
1605	68.36401367
1606	68.35876393
1607	68.34629012
1608	68.33783106
1609	68.32767776
1610	68.31702986
1611	68.31056375
1612	68.30040728
1613	68.28374022
1614	68.27330337
1615	68.26457483
1616	68.25173783
1617	68.23600394
1618	68.22319021
1619	68.21858282
1620	68.21268363
1621	68.20448691
1622	68.19461109
1623	68.18852786
1624	68.17568531
1625	68.1685794
1626	68.16048929
1627	68.15188462
1628	68.1440859
1629	68.12956463
1630	68.11969291
1631	68.11482077
1632	68.10137112
1633	68.09384869
1634	68.08408392
1635	68.06139573
1636	68.04958274
1637	68.04145755
1638	68.03473086
1639	68.02766605
1640	68.02143519
1641	68.00545935
1642	68.00127052
1643	67.98962864
1644	67.9757331
1645	67.96511599
1646	67.95964061
1647	67.95315657
1648	67.9464985
1649	67.94137115
1650	67.9216385
1651	67.91433169
1652	67.90345594
1653	67.89104421
1654	67.88670241
1655	67.88077487
1656	67.87167436
1657	67.85920672
1658	67.84273454
1659	67.83054515
1660	67.82577694
1661	67.82098973
1662	67.81512156
1663	67.80185487
1664	67.79529597
1665	67.78139455
1666	67.77589324
