"Date,""MCP"",""Buy_LV_LOAD"",""Buy_PUMP_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Buy_MV_LOAD"",""Buy_HV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Imports_IT-GR"",""Buy_Exports_GR-IT"""
"2022-02-25 19:00:00,""316.01"",NULL,NULL,NULL,""49.956"",""39.079"",NULL,NULL,NULL,NULL,NULL,NULL,""12.083"",NULL,NULL,NULL,NULL,""1.2"""
"2022-02-25 20:00:00,""295.96"",""3.969"",NULL,NULL,""33.589"",""32.439"",NULL,NULL,NULL,NULL,NULL,NULL,""11.302"",NULL,NULL,NULL,NULL,""6.2"""
"2022-02-25 21:00:00,""280"",""4.066"",NULL,NULL,""33.773"",""28.732"",""100"",NULL,NULL,NULL,NULL,NULL,""10.441"",NULL,NULL,NULL,NULL,""101.3"""
"2022-02-25 22:00:00,""259"",""5.089"",NULL,NULL,""30.91"",""22.637"",NULL,NULL,NULL,NULL,NULL,NULL,""10.051"",NULL,NULL,NULL,""3.3"",NULL"
"2022-02-25 23:00:00,""223.64"",""8.201"",NULL,NULL,""8.074"",""10.44"",NULL,NULL,NULL,NULL,NULL,NULL,""5.835"",NULL,NULL,NULL,NULL,NULL"
"2022-02-26 12:00:00,""192.61"",""19.007"",NULL,NULL,""50.709"",""70.982"",NULL,""0.661"",NULL,NULL,""0.078"",NULL,""7.751"",NULL,NULL,NULL,NULL,""9.6"""
"2022-02-26 13:00:00,""220.26"",""7.696"",NULL,NULL,""2.8"",""68.431"",""16.473"",""46.976"",NULL,NULL,""0.411"",NULL,""5.335"",NULL,NULL,NULL,NULL,""126.3"""
"2022-02-26 14:00:00,""227.88"",""5.194"",NULL,NULL,NULL,""79.361"",""20"",""48.057"",NULL,NULL,""0.484"",NULL,""5.74"",NULL,NULL,NULL,NULL,""147.5"""
"2022-02-26 15:00:00,""222.55"",""2.287"",NULL,NULL,""5.48"",""82.379"",""20"",""22.843"",NULL,NULL,""0.448"",NULL,""6.216"",NULL,NULL,NULL,NULL,""123.2"""
"2022-02-26 16:00:00,""229.32"",NULL,NULL,NULL,""3.32"",""77.526"",NULL,""16.636"",NULL,NULL,""0.08"",NULL,""4.829"",NULL,NULL,NULL,NULL,""95.6"""
"2022-02-26 17:00:00,""261.96"",""0.783"",NULL,NULL,""14.497"",""57.711"",""26.975"",""23.485"",NULL,NULL,""0.086"",NULL,""2.299"",NULL,NULL,NULL,NULL,""95.1"""
"2022-02-26 18:00:00,""299"",""7.463"",NULL,NULL,""11.222"",""15.82"",NULL,""33.458"",NULL,NULL,""0.088"",NULL,""4.839"",NULL,NULL,NULL,NULL,""35.3"""
"2022-02-26 19:00:00,""301.1"",""6.292"",NULL,NULL,""6.27"",""15.213"",NULL,""45.273"",NULL,NULL,""0.081"",NULL,""4.619"",NULL,NULL,NULL,NULL,""52.5"""
"2022-02-26 20:00:00,""284.41"",""4.413"",NULL,NULL,""4.97"",""18.554"",""9.689"",""50.654"",NULL,NULL,""0.074"",NULL,""4.36"",NULL,NULL,NULL,NULL,""73.8"""
"2022-02-26 21:00:00,""232.79"",""5.781"",NULL,NULL,""19.916"",""16.182"",""4.881"",NULL,NULL,NULL,""0.072"",NULL,""4.706"",NULL,NULL,NULL,NULL,NULL"
"2022-02-26 22:00:00,""207.3"",""9.65"",NULL,NULL,""14.517"",""8.783"",NULL,""9.79"",NULL,NULL,""0.069"",NULL,""5.663"",NULL,NULL,NULL,NULL,NULL"
"2022-02-26 23:00:00,""199.54"",""19.002"",NULL,NULL,""10.932"",""2.778"",NULL,""21.576"",NULL,NULL,""0.072"",NULL,""5.652"",NULL,NULL,NULL,NULL,NULL"
"2022-02-27 12:00:00,""195"",""24.552"",NULL,NULL,""17.504"",NULL,""50"",""13.237"",NULL,NULL,""3.084"",NULL,""0.413"",NULL,NULL,NULL,NULL,""18.5"""
"2022-02-27 13:00:00,""171.47"",""10.844"",NULL,NULL,""5.45"",""0.539"",NULL,""50.694"",NULL,NULL,""3.092"",NULL,""0.724"",NULL,NULL,NULL,NULL,""32.6"""
"2022-02-27 14:00:00,""193.05"",""7.534"",NULL,NULL,NULL,""2.082"",NULL,""84.507"",NULL,NULL,""3.063"",NULL,""1.385"",NULL,NULL,NULL,NULL,""77.4"""
"2022-02-27 15:00:00,""193.05"",""8.356"",NULL,NULL,""4.75"",""1.232"",NULL,""58.19"",NULL,NULL,""3.055"",NULL,""1.848"",NULL,NULL,NULL,NULL,""45.1"""
"2022-02-27 16:00:00,""193.06"",""10.039"",NULL,NULL,""3.49"",""0.588"",""20.602"",""50.551"",NULL,NULL,""3.049"",NULL,""1.262"",NULL,NULL,NULL,NULL,""56.4"""
"2022-02-27 17:00:00,""223.9"",""18.9"",NULL,NULL,""28.469"",NULL,NULL,""0.012"",NULL,NULL,""3.102"",NULL,""0.146"",NULL,NULL,NULL,""50.3"",NULL"
"2022-02-27 18:00:00,""273.28"",""16.685"",NULL,NULL,""41.693"",""0.868"",NULL,NULL,NULL,NULL,""3.096"",NULL,""1.07"",NULL,NULL,NULL,""59.5"",NULL"
"2022-02-27 19:00:00,""290"",""10.417"",NULL,NULL,""6.74"",""4.192"",NULL,""52.091"",NULL,NULL,""3.059"",NULL,""1.077"",NULL,NULL,NULL,NULL,""37.1"""
"2022-02-27 20:00:00,""271"",""7.606"",NULL,NULL,""32.29"",""5.497"",NULL,""11.568"",NULL,NULL,""3.076"",NULL,""1.069"",NULL,NULL,NULL,""24.8"",NULL"
"2022-02-27 21:00:00,""250.1"",""8.044"",NULL,NULL,""106.246"",""2.981"",NULL,NULL,NULL,NULL,""3.071"",NULL,""1.059"",NULL,NULL,NULL,""113.3"",NULL"
"2022-02-27 22:00:00,""237"",""6.638"",NULL,NULL,""91.146"",""4.32"",NULL,NULL,NULL,NULL,""3.023"",NULL,""0.002"",NULL,NULL,NULL,""96.5"",NULL"
"2022-02-27 23:00:00,""210"",""9.257"",NULL,NULL,""69.155"",""2.65"",NULL,NULL,NULL,NULL,""2.953"",NULL,NULL,NULL,NULL,NULL,""78.7"",NULL"
"2022-02-28 12:00:00,""227.89"",""12.25"",NULL,NULL,""1.85"",""13.513"",""40"",""52.989"",NULL,NULL,""10.005"",NULL,NULL,NULL,NULL,NULL,NULL,""82.4"""
"2022-02-28 13:00:00,""245"",""5"",NULL,NULL,""3.35"",""14.325"",""40"",""77.566"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""123.5"""
"2022-02-28 14:00:00,""244.9"",""5.77"",NULL,NULL,""6.68"",""26.836"",""40"",""55.349"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""109.7"""
"2022-02-28 15:00:00,""255.9"",""4.236"",NULL,NULL,NULL,""24.294"",""40"",""56.193"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""116.3"""
"2022-02-28 16:00:00,""257.8"",""10.006"",NULL,NULL,NULL,""21.574"",""69"",""49.612"",NULL,NULL,""8.198"",NULL,NULL,NULL,NULL,NULL,NULL,""122"""
"2022-02-28 17:00:00,""290"",""12.028"",NULL,NULL,NULL,""9.679"",""39"",""36.331"",NULL,NULL,""8.015"",NULL,NULL,NULL,NULL,NULL,NULL,""65"""
"2022-02-28 18:00:00,""335"",""17.43"",NULL,NULL,NULL,""12.615"",""39"",""55.177"",NULL,NULL,""7.873"",NULL,NULL,NULL,NULL,NULL,NULL,""81.5"""
"2022-02-28 19:00:00,""340"",""9.313"",NULL,NULL,NULL,""13.615"",""39"",""60.384"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""103.7"""
"2022-02-28 20:00:00,""262.36"",""16.182"",NULL,NULL,NULL,""14.869"",""39"",""24.058"",NULL,NULL,""7.145"",NULL,NULL,NULL,NULL,NULL,NULL,""54.6"""
"2022-02-28 21:00:00,""226.03"",""13.149"",NULL,NULL,NULL,""14.185"",""118.342"",""99.288"",NULL,NULL,""6.566"",NULL,NULL,NULL,NULL,NULL,NULL,""212.1"""
"2022-02-28 22:00:00,""221"",""13.088"",NULL,NULL,NULL,""11.987"",""82.673"",""37.736"",NULL,NULL,""6.208"",NULL,NULL,NULL,NULL,NULL,NULL,""113.1"""
"2022-02-28 23:00:00,""206.86"",""10.777"",NULL,NULL,""1.571"",""15.314"",NULL,""43.915"",NULL,NULL,""5.981"",NULL,NULL,NULL,NULL,NULL,NULL,""40.9"""
"2022-03-01 12:00:00,""245.7"",""33.211"",NULL,NULL,""8.4"",""0.801"",""12"",""45.965"",NULL,NULL,""13.543"",NULL,""8.12"",NULL,NULL,NULL,NULL,""11.7"""
"2022-03-01 13:00:00,""244.15"",""32.58"",NULL,NULL,""10.02"",""0.114"",""4"",""80.51"",NULL,NULL,""13.136"",NULL,""3.255"",NULL,NULL,NULL,NULL,""32.1"""
"2022-03-01 14:00:00,""252.3"",""46.151"",NULL,NULL,""8.7"",NULL,NULL,""90.707"",NULL,NULL,""12.409"",NULL,""3.427"",NULL,NULL,NULL,NULL,""26.9"""
"2022-03-01 15:00:00,""269"",""49.208"",NULL,NULL,""11.11"",NULL,NULL,""107.534"",NULL,NULL,""16.079"",NULL,""5.047"",NULL,NULL,NULL,NULL,""36.2"""
"2022-03-01 16:00:00,""286.2"",""49.178"",NULL,NULL,""6.25"",NULL,NULL,""72.809"",NULL,NULL,""16.145"",NULL,""5.525"",NULL,NULL,NULL,NULL,""6.8"""
"2022-03-01 17:00:00,""317.9"",""59.121"",NULL,NULL,""3.81"",NULL,NULL,""78.717"",NULL,NULL,""15.786"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-01 18:00:00,""362.85"",""46.217"",NULL,NULL,""0.42"",NULL,NULL,""54.969"",NULL,NULL,""13.562"",NULL,""5.23"",NULL,NULL,NULL,NULL,NULL"
"2022-03-01 19:00:00,""354.21"",""38.46"",NULL,NULL,NULL,NULL,NULL,""44.897"",NULL,NULL,""13.343"",NULL,""6.906"",NULL,NULL,NULL,NULL,NULL"
"2022-03-01 20:00:00,""310.9"",""43.094"",NULL,NULL,""10.353"",NULL,NULL,""18.552"",NULL,NULL,""12.655"",NULL,""5.932"",NULL,NULL,NULL,""41.6"",NULL"
"2022-03-01 21:00:00,""279.86"",""40.082"",NULL,NULL,""34.174"",NULL,NULL,NULL,NULL,NULL,""11.804"",NULL,""8.942"",NULL,NULL,NULL,""77.1"",NULL"
"2022-03-01 22:00:00,""244"",""39.202"",NULL,NULL,""18.993"",NULL,NULL,NULL,NULL,NULL,""10.341"",NULL,NULL,NULL,NULL,NULL,""68.5"",NULL"
"2022-03-01 23:00:00,""222.85"",""24.947"",NULL,NULL,""15.4"",""4.408"",NULL,""53.01"",NULL,NULL,""10.027"",NULL,""1.456"",NULL,NULL,NULL,NULL,""8.5"""
"2022-03-02 12:00:00,""201.95"",NULL,NULL,NULL,""50.014"",""39.764"",NULL,""0.237"",NULL,NULL,NULL,NULL,""10.013"",NULL,NULL,NULL,NULL,NULL"
"2022-03-02 13:00:00,""197.75"",NULL,NULL,NULL,""45.507"",""37.162"",NULL,""0.247"",NULL,NULL,""1.03"",NULL,""9.128"",NULL,NULL,NULL,NULL,NULL"
"2022-03-02 14:00:00,""208.62"",NULL,NULL,NULL,""45.093"",""36.041"",NULL,""0.481"",NULL,NULL,NULL,NULL,""8.571"",NULL,NULL,NULL,NULL,NULL"
"2022-03-02 15:00:00,""234.06"",""3.8"",NULL,NULL,""22.399"",""136.877"",NULL,""23.315"",NULL,NULL,""0.92"",NULL,""7.96"",NULL,NULL,NULL,NULL,""141"""
"2022-03-02 16:00:00,""262"",""4.897"",NULL,NULL,""20.904"",""25.645"",""150"",""19.65"",NULL,NULL,""0.89"",NULL,""7.564"",NULL,NULL,NULL,NULL,""176.2"""
"2022-03-02 17:00:00,""319.56"",""0.492"",NULL,NULL,""5.266"",""28.336"",NULL,""34.62"",NULL,NULL,""0.88"",NULL,""7.348"",NULL,NULL,NULL,NULL,""63.7"""
"2022-03-02 18:00:00,""384.73"",""3.58"",NULL,NULL,""47.067"",""32.508"",NULL,""8.235"",NULL,NULL,""10.52"",NULL,""7.253"",NULL,NULL,NULL,""13.2"",NULL"
"2022-03-02 19:00:00,""386"",""3.65"",NULL,NULL,""0.551"",""32.111"",NULL,""12.511"",NULL,NULL,""13.7"",NULL,""7.041"",NULL,NULL,NULL,NULL,""33.8"""
"2022-03-02 20:00:00,""323"",""5.346"",NULL,NULL,NULL,""26.906"",NULL,""59.998"",NULL,NULL,""12.32"",NULL,""6.523"",NULL,NULL,NULL,NULL,""75.8"""
"2022-03-02 21:00:00,""288.06"",""2.014"",NULL,NULL,NULL,""25.801"",""50"",""71.333"",NULL,NULL,""0.7"",NULL,""5.942"",NULL,NULL,NULL,NULL,""150.4"""
"2022-03-02 22:00:00,""268"",""2.79"",NULL,NULL,NULL,""26.874"",""50"",""69.723"",NULL,NULL,NULL,NULL,""7.041"",NULL,NULL,NULL,NULL,""150.8"""
"2022-03-02 23:00:00,""231.25"",""2.82"",NULL,NULL,""67.52"",""28.558"",""7.974"",""28.54"",NULL,NULL,NULL,NULL,""5.268"",NULL,NULL,NULL,NULL,NULL"
"2022-03-03 12:00:00,""204.49"",""0.194"",NULL,NULL,NULL,""43.101"",""90"",""33.901"",NULL,NULL,""0.158"",NULL,""21.35"",NULL,""188"",NULL,NULL,NULL"
"2022-03-03 13:00:00,""205.26"",""0.341"",NULL,NULL,NULL,""30.49"",""97.503"",""39.547"",NULL,NULL,""0.281"",NULL,""21.082"",NULL,""188"",NULL,NULL,NULL"
"2022-03-03 14:00:00,""226.19"",""2.869"",NULL,NULL,""46.585"",""31.479"",""188"",""7.785"",NULL,NULL,""0.411"",NULL,""10.601"",NULL,""188"",NULL,NULL,NULL"
"2022-03-03 15:00:00,""315.4"",""6.486"",NULL,NULL,""36.86"",""27.055"",""188"",""6.448"",NULL,NULL,""0.044"",NULL,""9.887"",NULL,""188"",NULL,NULL,NULL"
"2022-03-03 16:00:00,""339.9"",""7.862"",NULL,NULL,""26.21"",""20.112"",""188"",""5.161"",NULL,NULL,NULL,NULL,""8.799"",NULL,""188"",NULL,NULL,NULL"
"2022-03-03 17:00:00,""384.09"",""2.501"",NULL,NULL,""50.87"",""22.629"",NULL,""5.615"",NULL,NULL,""0.077"",NULL,""8.175"",NULL,""33"",NULL,""50"",NULL"
"2022-03-03 18:00:00,""410.2"",""1.982"",NULL,NULL,""44.157"",""98.403"",""18"",""5.788"",NULL,NULL,""0.095"",NULL,""12.606"",NULL,""18"",NULL,NULL,""70.6"""
"2022-03-03 19:00:00,""405"",""0.134"",NULL,NULL,""18.114"",""112.297"",""5"",""7.73"",NULL,NULL,""0.097"",NULL,""15.78"",NULL,""5"",NULL,NULL,""117.5"""
"2022-03-03 20:00:00,""390"",""0.025"",NULL,NULL,""3.555"",""109.67"",""5"",""10.526"",NULL,NULL,""0.058"",NULL,""15.249"",NULL,""5"",NULL,NULL,""131.8"""
"2022-03-03 21:00:00,""359"",NULL,NULL,NULL,""17.673"",""50.865"",NULL,""9.5"",NULL,NULL,""0.083"",NULL,""10.291"",NULL,""5"",NULL,NULL,""47.9"""
"2022-03-03 22:00:00,""329.48"",""1.747"",NULL,NULL,""40.769"",""33.286"",NULL,""3.88"",NULL,NULL,""0.076"",NULL,""10.426"",NULL,""5"",NULL,NULL,NULL"
"2022-03-03 23:00:00,""272.14"",""1.469"",NULL,NULL,""33.332"",""30.034"",NULL,""3.25"",NULL,NULL,""0.072"",NULL,""6.589"",NULL,""5"",NULL,NULL,NULL"
"2022-03-04 12:00:00,""291.43"",""25.582"",NULL,NULL,""14.913"",""8.548"",NULL,""43.863"",NULL,NULL,""11.916"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-04 13:00:00,""299.35"",""36.809"",NULL,NULL,""16.477"",""5.899"",NULL,""58.959"",NULL,NULL,""11.572"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-04 14:00:00,""350"",""24.671"",NULL,NULL,""10.691"",""5.746"",NULL,""1.074"",NULL,NULL,""10.856"",NULL,NULL,NULL,NULL,NULL,""39.4"",NULL"
"2022-03-04 15:00:00,""364"",""21.253"",NULL,NULL,""12.447"",""5.298"",NULL,""0.689"",NULL,NULL,""10.059"",NULL,NULL,NULL,NULL,NULL,""37.8"",NULL"
"2022-03-04 16:00:00,""398.15"",""20.689"",NULL,NULL,""9.279"",""2.896"",NULL,""70.895"",NULL,NULL,""9.496"",NULL,NULL,NULL,NULL,NULL,NULL,""34.3"""
"2022-03-04 17:00:00,""426.55"",""25.962"",NULL,""3.74"",""3.22"",""2.489"",""17.198"",""18.379"",NULL,NULL,""9.158"",NULL,""4.014"",NULL,NULL,NULL,NULL,NULL"
"2022-03-04 18:00:00,""471.52"",""26.654"",NULL,""13.25"",""5.63"",""10.848"",""10.904"",""28.383"",NULL,NULL,""9.079"",NULL,""4.478"",NULL,NULL,NULL,NULL,NULL"
"2022-03-04 19:00:00,""467.44"",""17.417"",NULL,""29.102"",""3.26"",""13.055"",""9.777"",""31.499"",NULL,NULL,""8.859"",NULL,""4.307"",NULL,NULL,NULL,NULL,NULL"
"2022-03-04 20:00:00,""411.5"",""16.805"",NULL,NULL,""11.756"",""1.09"",NULL,""49.329"",NULL,NULL,""8.194"",NULL,NULL,NULL,NULL,NULL,NULL,""13.7"""
"2022-03-04 21:00:00,""398.23"",""19.452"",NULL,NULL,""12.62"",""0.18"",NULL,""29.911"",NULL,NULL,""7.513"",NULL,NULL,NULL,NULL,NULL,""9.5"",NULL"
"2022-03-04 22:00:00,""371"",""33.35"",NULL,NULL,""23.209"",""0.135"",NULL,""4.06"",NULL,NULL,""18.213"",NULL,NULL,NULL,NULL,NULL,""70.6"",NULL"
"2022-03-04 23:00:00,""350.12"",""29.021"",NULL,NULL,""28.37"",""0.267"",NULL,NULL,NULL,NULL,""18.021"",NULL,NULL,NULL,NULL,NULL,""75.1"",NULL"
"2022-03-05 12:00:00,""329.87"",""60.493"",NULL,NULL,""2.82"",""16.288"",NULL,""47.98"",NULL,NULL,""0.955"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-05 13:00:00,""317.4"",""6.052"",NULL,NULL,""3.392"",""7.404"",NULL,""48.241"",NULL,NULL,""2.602"",NULL,NULL,NULL,NULL,NULL,NULL,""43.6"""
"2022-03-05 14:00:00,""327"",""6.526"",NULL,NULL,""2.04"",""5.865"",NULL,""52.69"",NULL,NULL,""2.49"",NULL,NULL,NULL,NULL,NULL,NULL,""47.5"""
"2022-03-05 15:00:00,""321.81"",""45.82"",NULL,NULL,""3.494"",""13.911"",NULL,""15.669"",NULL,NULL,""4.92"",NULL,NULL,NULL,NULL,NULL,""24.7"",NULL"
"2022-03-05 16:00:00,""327.47"",""7.135"",NULL,NULL,""52.052"",""8.823"",NULL,""0.026"",NULL,NULL,""7.328"",NULL,NULL,NULL,NULL,NULL,""57.7"",NULL"
"2022-03-05 17:00:00,""377"",""7.539"",NULL,NULL,""46.047"",""8.968"",NULL,""0.008"",""32"",NULL,""7.385"",NULL,NULL,NULL,NULL,NULL,""84"",NULL"
"2022-03-05 18:00:00,""405.78"",""8.006"",NULL,NULL,""43.777"",""4.673"",NULL,""7.485"",""17"",NULL,""4.896"",NULL,NULL,NULL,NULL,NULL,""61.5"",NULL"
"2022-03-05 19:00:00,""408.86"",""7.657"",NULL,NULL,""40.568"",""5.38"",NULL,""11.173"",""13"",NULL,""4.759"",NULL,NULL,NULL,NULL,NULL,""49.4"",NULL"
"2022-03-05 20:00:00,""383.38"",""5.579"",NULL,NULL,""36.259"",""5.538"",NULL,""0.68"",NULL,NULL,""7.217"",NULL,NULL,NULL,NULL,NULL,""42.8"",NULL"
"2022-03-05 21:00:00,""364.84"",""6.044"",NULL,NULL,""8.975"",""7.292"",NULL,""11.298"",NULL,NULL,""3.571"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-05 22:00:00,""354.23"",""6.181"",NULL,NULL,""8"",""6.538"",NULL,""11.103"",NULL,NULL,""3.46"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-05 23:00:00,""218.1"",""4.736"",NULL,NULL,""56.984"",""2.582"",NULL,NULL,NULL,NULL,""6.929"",NULL,NULL,NULL,NULL,NULL,""66.1"",NULL"
"2022-03-06 12:00:00,""316.76"",""4.667"",NULL,NULL,""12.279"",""6.381"",NULL,""8.89"",NULL,NULL,""0.013"",NULL,""1.688"",NULL,NULL,NULL,NULL,NULL"
"2022-03-06 13:00:00,""246.69"",""5.91"",NULL,NULL,""12.374"",""4.185"",NULL,""12.443"",NULL,NULL,NULL,NULL,""1.656"",NULL,NULL,NULL,NULL,NULL"
"2022-03-06 14:00:00,""243.84"",""4.668"",NULL,NULL,""15.424"",""5.325"",NULL,""13.107"",NULL,NULL,NULL,NULL,""1.66"",NULL,NULL,NULL,NULL,NULL"
"2022-03-06 15:00:00,""278.6"",""4.827"",NULL,NULL,""10.232"",""5.819"",NULL,""7.543"",NULL,NULL,NULL,NULL,""1.697"",NULL,NULL,NULL,NULL,NULL"
"2022-03-06 16:00:00,""305.02"",""3.584"",NULL,NULL,""11.861"",""6.487"",NULL,""7.282"",NULL,NULL,NULL,NULL,""1.676"",NULL,NULL,NULL,NULL,NULL"
"2022-03-06 17:00:00,""355"",""3.57"",NULL,NULL,""22.714"",""6.976"",NULL,""9.227"",NULL,NULL,NULL,NULL,""1.707"",NULL,NULL,NULL,""8.4"",NULL"
"2022-03-06 18:00:00,""434.06"",""1.445"",NULL,NULL,""24.98"",""8.77"",NULL,""9.491"",""48"",NULL,""4.5"",NULL,""1.734"",NULL,NULL,NULL,""58.9"",NULL"
"2022-03-06 19:00:00,""480"",NULL,NULL,NULL,NULL,""10.427"",NULL,""35.266"",NULL,NULL,NULL,NULL,""1.712"",NULL,NULL,NULL,NULL,""47.4"""
"2022-03-06 20:00:00,""423.28"",NULL,NULL,NULL,""21.219"",""10.605"",NULL,""11.026"",NULL,NULL,""2.103"",NULL,""1.691"",NULL,NULL,NULL,NULL,NULL"
"2022-03-06 21:00:00,""410"",NULL,NULL,NULL,NULL,""10.504"",NULL,""58.781"",NULL,NULL,NULL,NULL,""1.683"",NULL,NULL,NULL,NULL,""71"""
"2022-03-06 22:00:00,""400.8"",NULL,NULL,NULL,NULL,""11.637"",NULL,""26.495"",NULL,NULL,NULL,NULL,""1.668"",NULL,NULL,NULL,NULL,""39.8"""
"2022-03-06 23:00:00,""381"",""0.253"",NULL,NULL,NULL,""6.245"",NULL,""71.956"",NULL,NULL,NULL,NULL,""1.667"",NULL,NULL,NULL,NULL,""79.6"""
"2022-03-07 12:00:00,""197.5"",""21.725"",NULL,NULL,""0.32"",""0.607"",NULL,""25.658"",NULL,NULL,""4.22"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 13:00:00,""103.45"",""19.851"",NULL,NULL,NULL,""0.759"",NULL,""31.186"",NULL,NULL,""12.094"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 14:00:00,""195.16"",""17.763"",NULL,NULL,""3.211"",""0.961"",NULL,""29.866"",NULL,NULL,""9.853"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 15:00:00,""221.3"",""14.419"",NULL,NULL,""0.59"",""2.831"",NULL,""18.996"",NULL,NULL,""6.818"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 16:00:00,""277.32"",""14.131"",NULL,NULL,NULL,""10.801"",NULL,""12.52"",NULL,NULL,""9.19"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 17:00:00,""325.02"",""15.133"",NULL,NULL,""0.528"",""4.733"",""11.998"",""3.198"",NULL,NULL,""4.268"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 18:00:00,""442.2"",""15.105"",NULL,NULL,""2.302"",""13.796"",NULL,""7.946"",NULL,NULL,""4.335"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 19:00:00,""462.48"",""16.767"",NULL,NULL,""5.022"",""20.704"",NULL,""7.386"",NULL,NULL,""6.301"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 20:00:00,""443.28"",""15.709"",NULL,NULL,""7.323"",""22.685"",NULL,""6.345"",NULL,NULL,""5.998"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 21:00:00,""361.41"",""13.959"",NULL,NULL,""35.742"",""52.476"",NULL,""1.43"",NULL,NULL,""4.205"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 22:00:00,""345.98"",""12.566"",NULL,NULL,""24.818"",""39.028"",NULL,""2.526"",NULL,NULL,""4.17"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-07 23:00:00,""261.82"",""11.252"",NULL,NULL,""19.9"",""31.514"",NULL,""3.799"",NULL,NULL,""4.161"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-03-08 12:00:00,""410"",""95.734"",NULL,NULL,""15.599"",NULL,NULL,""13.321"",NULL,NULL,""13.591"",NULL,""2.614"",NULL,NULL,NULL,""109"",NULL"
"2022-03-08 13:00:00,""368"",""102.894"",NULL,NULL,""41.929"",NULL,NULL,""9.747"",NULL,NULL,""13.56"",NULL,""2.601"",NULL,NULL,NULL,""146"",NULL"
"2022-03-08 14:00:00,""450"",""83.054"",NULL,NULL,""34.755"",NULL,NULL,""0.473"",NULL,NULL,""13.186"",NULL,""2.221"",NULL,NULL,NULL,""128.3"",NULL"
"2022-03-08 15:00:00,""454.83"",""68.601"",NULL,NULL,""71.166"",NULL,NULL,""16.26"",NULL,NULL,""12.46"",NULL,""1.853"",NULL,NULL,NULL,""134.1"",NULL"
"2022-03-08 16:00:00,""480"",""47.719"",NULL,NULL,""23.685"",NULL,NULL,""0.139"",NULL,NULL,""12.352"",NULL,""1.693"",NULL,NULL,NULL,""81.9"",NULL"
"2022-03-08 17:00:00,""536.35"",""36.438"",NULL,NULL,""7.341"",NULL,NULL,""36.156"",NULL,NULL,""17.363"",""0.004"",""1.701"",NULL,NULL,NULL,""23.3"",NULL"
"2022-03-08 18:00:00,""599.94"",""59.273"",NULL,NULL,""69.175"",""18.529"",NULL,""7.67"",NULL,NULL,""35.301"",""0.004"",""1.837"",""10"",NULL,NULL,""125.7"",NULL"
"2022-03-08 19:00:00,""599.97"",""44.251"",NULL,NULL,""76.002"",""20.069"",NULL,""1.259"",NULL,NULL,""34.483"",""0.002"",""1.815"",""10"",NULL,NULL,""121.6"",NULL"
"2022-03-08 20:00:00,""551.7"",""29.827"",NULL,NULL,""35.116"",""1.559"",NULL,""24.78"",NULL,NULL,""10.771"",NULL,""1.846"",NULL,NULL,NULL,""47.5"",NULL"
"2022-03-08 21:00:00,""495.49"",""29.853"",NULL,NULL,""24.313"",""15.028"",NULL,""49.767"",NULL,NULL,""12.571"",""0.007"",""1.849"",""0.1"",NULL,NULL,NULL,NULL"
"2022-03-08 22:00:00,""491.56"",""36.98"",NULL,NULL,""19.257"",""12.889"",NULL,""48.67"",NULL,NULL,""12.055"",""0.006"",""1.857"",""4.882"",NULL,NULL,NULL,NULL"
"2022-03-08 23:00:00,""349.66"",""18.449"",NULL,NULL,""28.708"",""13.72"",NULL,""33.893"",NULL,NULL,""9.919"",NULL,""1.854"",""7.609"",NULL,NULL,NULL,NULL"
