"Date,""MCP"",""Buy_LV_LOAD"",""Buy_PUMP_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Buy_MV_LOAD"",""Buy_HV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Imports_IT-GR"",""Buy_Exports_GR-IT"""
2020-11-01 12:00:00,39.01,NULL,NULL,NULL,11.229,11.17,NULL,0.059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 13:00:00,27.01,NULL,NULL,NULL,7.468,7.452,NULL,0.016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 14:00:00,37.59,NULL,NULL,NULL,11.05,11.034,NULL,0.016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 15:00:00,54.26,NULL,NULL,NULL,6.479,6.439,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 16:00:00,59.01,NULL,NULL,NULL,3.48,3.12,NULL,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 17:00:00,100.3,NULL,NULL,9.693,NULL,9.62,NULL,0.073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 18:00:00,59.52,NULL,NULL,NULL,3.786,3.4,NULL,0.386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 19:00:00,65.76,NULL,NULL,NULL,3.661,3.48,NULL,0.181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 20:00:00,68.87,4.86,NULL,NULL,NULL,NULL,NULL,4.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 21:00:00,69.9,6.35,NULL,NULL,NULL,NULL,1.17,5.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 22:00:00,70.89,8.017,NULL,NULL,NULL,NULL,3.017,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-01 23:00:00,50,11.824,237.176,NULL,NULL,NULL,249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 12:00:00,51.03,NULL,NULL,NULL,2.279,1.774,NULL,0.505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 13:00:00,46.25,0.711,NULL,NULL,2.121,1.169,1.365,0.298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 14:00:00,54.03,2.189,NULL,NULL,2.17,0.13,NULL,4.229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 15:00:00,71.85,5.918,NULL,NULL,NULL,NULL,NULL,5.918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 16:00:00,89.92,14.057,NULL,NULL,2.868,NULL,16.804,0.121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 17:00:00,88.78,24.672,NULL,NULL,2.734,NULL,27.406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 18:00:00,88.33,17.815,NULL,NULL,0.491,NULL,18.306,NULL,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 19:00:00,88.09,9.115,NULL,NULL,0.16,NULL,9.275,NULL,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 20:00:00,87.8,3.644,NULL,NULL,0.333,NULL,3.977,NULL,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 21:00:00,87.8,2.019,NULL,NULL,1.218,NULL,3.237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 22:00:00,59.05,0.968,NULL,NULL,NULL,NULL,NULL,0.968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-02 23:00:00,59.03,2.236,NULL,NULL,NULL,NULL,NULL,2.236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 12:00:00,54.34,2.256,NULL,NULL,0.762,2.202,NULL,0.816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 13:00:00,91.1,6.453,NULL,NULL,NULL,2.104,7.311,1.64,NULL,NULL,4.602,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 14:00:00,91.1,6.968,NULL,NULL,NULL,2.486,3.193,1.289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 15:00:00,98.9,4.902,NULL,NULL,NULL,1.526,1.783,1.593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 16:00:00,98.9,5.872,NULL,NULL,NULL,2.979,2.096,0.797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 17:00:00,149.9,2.441,NULL,NULL,NULL,0.746,0.345,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 18:00:00,86,0.894,NULL,NULL,0.113,0.842,NULL,0.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 19:00:00,77.05,1.596,NULL,NULL,1.093,NULL,NULL,2.689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 20:00:00,69.95,1.3,NULL,NULL,4.869,1.291,NULL,4.878,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 21:00:00,54.59,0.343,NULL,NULL,5.65,4.039,NULL,1.954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 22:00:00,42.8,1.134,NULL,NULL,2.762,3.13,NULL,0.766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-03 23:00:00,40.25,0.111,NULL,NULL,2.534,2.389,NULL,0.256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 12:00:00,37.37,NULL,NULL,8.487,5.779,14.64,NULL,0.15,NULL,NULL,0.524,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 13:00:00,37.65,NULL,NULL,7.524,7.004,14.914,NULL,0.15,NULL,NULL,0.536,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 14:00:00,37.36,NULL,NULL,6.91,5.088,12.743,NULL,0.15,NULL,NULL,0.895,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 15:00:00,37.38,NULL,NULL,0.88,5.269,7.454,NULL,0.15,NULL,NULL,1.455,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 16:00:00,39.28,NULL,NULL,NULL,5.35,6.83,NULL,0.174,NULL,NULL,1.654,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 17:00:00,37.67,NULL,NULL,5.563,5.186,12.615,NULL,NULL,NULL,NULL,1.866,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 18:00:00,37.62,NULL,NULL,0.872,5.096,7.817,NULL,NULL,NULL,NULL,1.849,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 19:00:00,37.67,NULL,NULL,1.158,5,7.987,NULL,NULL,NULL,NULL,1.829,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 20:00:00,37.49,2.008,NULL,3.94,5,12.156,NULL,NULL,NULL,NULL,1.208,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 21:00:00,37.43,1.751,NULL,3.241,2,7.233,NULL,0.15,NULL,NULL,0.391,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 22:00:00,34.86,1.55,NULL,1.972,5.422,9.173,NULL,0.15,NULL,NULL,0.379,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-04 23:00:00,28.06,1.316,NULL,NULL,7.142,8.831,NULL,NULL,NULL,NULL,0.373,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 12:00:00,40.86,0.779,NULL,NULL,6.716,6.374,0.687,0.434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 13:00:00,38.46,0.69,NULL,NULL,6.414,6.767,NULL,0.337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 14:00:00,38.63,0.432,NULL,NULL,5.53,5.77,NULL,0.192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 15:00:00,41.66,1.301,NULL,NULL,3.807,5.028,NULL,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 16:00:00,42.62,1.041,NULL,NULL,3.25,3.486,NULL,0.805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 17:00:00,51.78,0.346,NULL,NULL,2.222,2.568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 18:00:00,51.47,0.173,NULL,NULL,3.076,3.249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 19:00:00,44.32,0.775,NULL,NULL,1.96,1.813,NULL,0.922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 20:00:00,39.72,0.172,NULL,NULL,7.076,2.134,NULL,5.114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 21:00:00,34.04,NULL,NULL,NULL,5.981,5.981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 22:00:00,32.47,48,NULL,NULL,3.325,3.325,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-05 23:00:00,27.35,30,NULL,NULL,1.222,6.122,30,NULL,NULL,NULL,NULL,4.9,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-06 12:00:00,37.49,NULL,NULL,NULL,18.972,11.742,NULL,0.1,NULL,NULL,NULL,NULL,7.13,NULL,NULL,NULL,NULL,NULL
2020-11-06 13:00:00,35.96,NULL,NULL,NULL,22.615,15.378,NULL,0.147,NULL,NULL,NULL,NULL,7.09,NULL,NULL,NULL,NULL,NULL
2020-11-06 14:00:00,37.63,NULL,NULL,NULL,23.478,17.142,2,0.299,2,NULL,0.433,NULL,6.47,NULL,NULL,NULL,NULL,NULL
2020-11-06 15:00:00,42.72,0.24,NULL,NULL,17.687,14.61,18,0.125,18,NULL,3.078,NULL,6.27,NULL,NULL,NULL,NULL,NULL
2020-11-06 16:00:00,45.72,0.445,NULL,NULL,17.37,8.689,4.834,2.351,4,NULL,0.409,NULL,6.35,NULL,NULL,NULL,NULL,NULL
2020-11-06 17:00:00,38.3,NULL,NULL,NULL,22.894,16.784,4,NULL,4,NULL,0.4,NULL,6.51,NULL,NULL,NULL,NULL,NULL
2020-11-06 18:00:00,47.63,3.066,NULL,NULL,12.916,6.525,7.399,NULL,4,NULL,0.382,NULL,6.44,NULL,NULL,NULL,NULL,NULL
2020-11-06 19:00:00,46.76,0.099,NULL,NULL,19.027,11.312,20.074,NULL,18,NULL,0.35,NULL,6.09,NULL,NULL,NULL,NULL,NULL
2020-11-06 20:00:00,44.75,0.679,NULL,NULL,13.287,8.999,16,2.879,16,NULL,3.512,NULL,5.6,NULL,NULL,NULL,NULL,NULL
2020-11-06 21:00:00,40.86,0.302,NULL,NULL,12.768,7.789,8.144,NULL,NULL,NULL,8.293,NULL,5.43,NULL,NULL,NULL,NULL,NULL
2020-11-06 22:00:00,37.19,0.096,NULL,NULL,12.576,7.71,NULL,NULL,NULL,NULL,0.308,NULL,5.27,NULL,NULL,NULL,NULL,NULL
2020-11-06 23:00:00,30.75,NULL,NULL,NULL,22.305,17.419,NULL,NULL,NULL,NULL,0.304,NULL,5.19,NULL,NULL,NULL,NULL,NULL
2020-11-07 12:00:00,31.76,NULL,NULL,NULL,13.734,13.597,NULL,0.137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 13:00:00,24.78,NULL,NULL,NULL,13.701,13.59,NULL,0.111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 14:00:00,31.82,0.407,NULL,NULL,8.943,9.258,NULL,0.092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 15:00:00,40.37,1.037,NULL,NULL,4.403,5.404,NULL,0.036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 16:00:00,47.86,1.06,NULL,NULL,15.626,5,11.686,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 17:00:00,48.59,NULL,NULL,NULL,17.75,8.368,6.01,3.372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 18:00:00,37.04,NULL,NULL,9.152,16.807,25.959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 19:00:00,37.37,NULL,NULL,4.229,15.177,19.406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 20:00:00,37.38,NULL,NULL,14.203,2.77,16.973,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 21:00:00,37.38,NULL,NULL,22.738,5.163,27.901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 22:00:00,37.68,NULL,NULL,NULL,10.985,9.836,NULL,1.149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 23:00:00,20,NULL,NULL,NULL,4.558,4.558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 12:00:00,34.27,10.025,NULL,NULL,NULL,NULL,NULL,10.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 13:00:00,25.5,NULL,NULL,NULL,6.238,6.238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 14:00:00,31.95,NULL,NULL,NULL,7.478,7.478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 15:00:00,46.79,0.108,NULL,NULL,6.431,6.539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 16:00:00,51.06,42.789,NULL,NULL,2.277,NULL,45.066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 17:00:00,59,14.224,NULL,NULL,NULL,NULL,3.554,10.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 18:00:00,50.83,26.538,NULL,NULL,6.752,NULL,33.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 19:00:00,48.2,19.962,NULL,NULL,NULL,NULL,6.281,13.681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 20:00:00,49.1,34.433,NULL,NULL,NULL,NULL,23.494,10.939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 21:00:00,43.31,56.492,NULL,NULL,NULL,NULL,48.856,7.636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 22:00:00,43.26,42.124,NULL,NULL,NULL,NULL,37.374,4.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 23:00:00,39.5,3.75,NULL,NULL,NULL,0.219,NULL,3.531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 12:00:00,43.81,2.297,NULL,NULL,2.462,3.339,NULL,NULL,NULL,NULL,NULL,NULL,1.06,0.36,NULL,NULL,NULL,NULL
2020-11-09 13:00:00,40.57,0.014,NULL,NULL,6.952,5.817,NULL,NULL,NULL,NULL,NULL,NULL,1.149,NULL,NULL,NULL,NULL,NULL
2020-11-09 14:00:00,44.66,1.987,NULL,NULL,5.201,2.3,3.351,NULL,NULL,NULL,NULL,NULL,1.537,NULL,NULL,NULL,NULL,NULL
2020-11-09 15:00:00,59.56,3.27,NULL,NULL,5.192,2.016,NULL,NULL,NULL,NULL,NULL,NULL,1.546,4.9,NULL,NULL,NULL,NULL
2020-11-09 16:00:00,69.8,3.767,NULL,NULL,14.927,0.781,16.051,NULL,NULL,NULL,NULL,NULL,1.862,NULL,NULL,NULL,NULL,NULL
2020-11-09 17:00:00,69.8,3.885,NULL,NULL,6.912,0.577,2.073,NULL,NULL,NULL,NULL,NULL,3.247,4.9,NULL,NULL,NULL,NULL
2020-11-09 18:00:00,66.66,3.29,NULL,NULL,1.154,0.215,NULL,NULL,NULL,NULL,NULL,NULL,4.229,NULL,NULL,NULL,NULL,NULL
2020-11-09 19:00:00,62.59,6.837,NULL,NULL,4.809,NULL,8.07,NULL,NULL,NULL,NULL,NULL,3.576,NULL,NULL,NULL,NULL,NULL
2020-11-09 20:00:00,53.33,14.235,NULL,NULL,1.857,NULL,12.539,NULL,NULL,NULL,NULL,NULL,3.553,NULL,NULL,NULL,NULL,NULL
2020-11-09 21:00:00,44.67,10.297,NULL,NULL,2.084,NULL,8.642,NULL,NULL,NULL,NULL,NULL,3.739,NULL,NULL,NULL,NULL,NULL
2020-11-09 22:00:00,40.85,5.348,NULL,NULL,0.056,NULL,1.273,NULL,NULL,NULL,NULL,NULL,4.131,NULL,NULL,NULL,NULL,NULL
2020-11-09 23:00:00,34.16,2.743,NULL,NULL,2.51,1.122,NULL,NULL,NULL,NULL,NULL,NULL,4.131,NULL,NULL,NULL,NULL,NULL
2020-11-10 12:00:00,43.95,5.862,NULL,NULL,25.571,NULL,NULL,31.433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 13:00:00,44.3,5.732,NULL,NULL,17.391,NULL,NULL,23.123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 14:00:00,47.34,6.199,NULL,NULL,17.874,NULL,NULL,24.073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 15:00:00,53.08,9.284,NULL,NULL,24.166,NULL,32.234,1.216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 16:00:00,57.55,18.16,NULL,NULL,12.8,NULL,NULL,30.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 17:00:00,70.88,17.88,NULL,NULL,29.779,NULL,47.028,0.631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 18:00:00,68.02,14.673,NULL,NULL,36.364,NULL,51.037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 19:00:00,67.63,7.996,NULL,NULL,11.275,NULL,18.926,0.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 20:00:00,60.23,5.507,NULL,NULL,13.124,NULL,NULL,18.631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 21:00:00,47.67,NULL,NULL,NULL,12.544,4.022,NULL,8.522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 22:00:00,44.12,0.008,NULL,NULL,12.953,3.877,NULL,9.084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 23:00:00,36.95,0.429,NULL,NULL,12.803,0.635,NULL,12.597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 12:00:00,20,0.473,NULL,NULL,4.831,4.986,NULL,0.318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 13:00:00,20,0.46,NULL,NULL,3.833,3.94,NULL,0.353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 14:00:00,22.55,0.534,NULL,NULL,5.683,5.983,NULL,0.234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 15:00:00,38.63,0.028,NULL,NULL,7.737,7.64,NULL,0.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 16:00:00,29.16,NULL,NULL,NULL,8.252,8.091,NULL,0.015,NULL,NULL,NULL,NULL,0.146,NULL,NULL,NULL,NULL,NULL
2020-11-11 17:00:00,39.17,NULL,NULL,NULL,6.179,6.179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 18:00:00,40.11,NULL,NULL,NULL,5.113,5.113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 19:00:00,32.04,NULL,NULL,NULL,5.018,4.871,NULL,NULL,NULL,NULL,NULL,NULL,0.147,NULL,NULL,NULL,NULL,NULL
2020-11-11 20:00:00,23.64,NULL,NULL,NULL,4.561,4.413,NULL,NULL,NULL,NULL,NULL,NULL,0.148,NULL,NULL,NULL,NULL,NULL
2020-11-11 21:00:00,40.21,0.166,NULL,NULL,3.256,3.36,NULL,0.062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 22:00:00,39.45,0.258,NULL,NULL,3.175,1.474,NULL,1.959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 23:00:00,35.15,2.267,NULL,NULL,3.064,NULL,NULL,3.331,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
2020-11-12 12:00:00,61.89,9.817,NULL,NULL,0.098,0.007,NULL,9.908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 13:00:00,59.15,12.501,NULL,NULL,0.132,NULL,NULL,12.633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 14:00:00,93.78,8.772,NULL,NULL,0.011,NULL,NULL,8.783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 15:00:00,114.91,10.401,NULL,NULL,0.02,NULL,14,10.421,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 16:00:00,120.08,14.789,NULL,NULL,NULL,NULL,14,9.92,NULL,NULL,9.131,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 17:00:00,117.04,4.353,NULL,NULL,2.01,NULL,14,6.363,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 18:00:00,112.93,2.047,NULL,NULL,4.464,NULL,14,6.511,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 19:00:00,111.27,2.22,NULL,NULL,4.608,NULL,12,6.828,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 20:00:00,114.38,4.227,NULL,NULL,1.901,NULL,12,6.128,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 21:00:00,82.4,5.641,NULL,NULL,6.595,NULL,10.102,2.134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 22:00:00,82.49,5.983,NULL,NULL,3.682,NULL,NULL,9.665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 23:00:00,56.43,8.364,NULL,71.512,3.97,NULL,76.004,7.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 12:00:00,51.58,12.642,NULL,NULL,34.121,NULL,49.565,1.186,NULL,NULL,NULL,NULL,0.012,NULL,261,257,NULL,NULL
2020-11-13 13:00:00,50.36,9.445,NULL,NULL,24.631,NULL,38.056,NULL,NULL,NULL,NULL,NULL,0.02,NULL,261,257,NULL,NULL
2020-11-13 14:00:00,63.27,17.077,NULL,NULL,0.062,NULL,18.533,2.53,NULL,NULL,NULL,NULL,0.076,NULL,261,257,NULL,NULL
2020-11-13 15:00:00,83.32,10.989,NULL,NULL,0.033,NULL,NULL,10.561,NULL,NULL,NULL,NULL,0.461,NULL,261,261,NULL,NULL
2020-11-13 16:00:00,108.18,7.416,NULL,NULL,0.009,NULL,61.245,22.244,NULL,NULL,0.453,NULL,0.389,NULL,288,212,NULL,NULL
2020-11-13 17:00:00,120,2.329,NULL,NULL,NULL,NULL,34.681,24.435,NULL,NULL,NULL,NULL,0.389,NULL,269.176,212,NULL,NULL
2020-11-13 18:00:00,111.52,10.758,NULL,NULL,NULL,NULL,64.08,23.752,NULL,NULL,1.459,NULL,0.385,NULL,288,212,NULL,NULL
2020-11-13 19:00:00,107.26,10.406,NULL,NULL,NULL,NULL,70.261,18.642,NULL,NULL,2.781,NULL,0.284,NULL,288,212,NULL,NULL
2020-11-13 20:00:00,350,NULL,NULL,NULL,NULL,NULL,14.261,22.32,NULL,NULL,NULL,NULL,0.283,NULL,248.864,212,NULL,NULL
2020-11-13 21:00:00,79.91,4.937,NULL,NULL,NULL,NULL,NULL,4.648,NULL,NULL,NULL,NULL,0.289,NULL,261,261,NULL,NULL
2020-11-13 22:00:00,50.46,12.969,NULL,NULL,41.653,NULL,53.265,NULL,NULL,NULL,NULL,NULL,1.357,NULL,261,261,NULL,NULL
2020-11-13 23:00:00,57.72,16.991,NULL,NULL,NULL,NULL,NULL,18.286,NULL,NULL,2.635,NULL,1.34,NULL,261,261,NULL,NULL
2020-11-14 12:00:00,41.55,0.6,NULL,NULL,1.586,1.243,NULL,1.034,NULL,NULL,0.091,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 13:00:00,23.42,NULL,NULL,NULL,2.411,2.496,NULL,NULL,NULL,NULL,0.085,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 14:00:00,42.55,0.047,NULL,NULL,3.052,2.2,NULL,0.98,NULL,NULL,0.081,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 15:00:00,10,NULL,NULL,NULL,2.316,2.392,NULL,NULL,NULL,NULL,0.076,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 16:00:00,72.63,0.555,NULL,NULL,1.116,1.746,NULL,NULL,NULL,NULL,0.075,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 17:00:00,74.38,0.413,NULL,NULL,1.815,1.882,0.422,NULL,NULL,NULL,0.076,NULL,NULL,NULL,NULL,NULL,NULL,NULL
