"Date,""MCP"",""Buy_LV_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_MV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_HV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
"2022-02-10 13:00:00,""174.14"",""3.102"",NULL,""34.745"",""13.609"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""26"",NULL,NULL,NULL,""1.8"",NULL"
"2022-02-10 14:00:00,""181.71"",NULL,NULL,""40.727"",""13.468"",NULL,""0.043"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""27.2"""
"2022-02-10 15:00:00,""205.92"",NULL,NULL,""19.747"",""12.378"",""10"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""2.6"",NULL"
"2022-02-10 16:00:00,""231.26"",NULL,NULL,""0.026"",""10.303"",NULL,""15.658"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25.9"",NULL"
"2022-02-10 17:00:00,""268.93"",""2.781"",NULL,""6.171"",""8.952"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-10 18:00:00,""300.19"",NULL,NULL,""9.723"",""9.723"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-10 19:00:00,""294.98"",""1.88"",NULL,""8.439"",""9.462"",NULL,NULL,NULL,""0.857"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-10 20:00:00,""245"",NULL,NULL,""2.504"",""5.038"",""15"",""4.411"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""21.9"",NULL"
"2022-02-10 21:00:00,""214"",NULL,NULL,""1.23"",""4.9"",""16.476"",""4.461"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""24.6"",NULL"
"2022-02-10 22:00:00,""209"",NULL,NULL,""13.119"",""5.381"",""7.738"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-10 23:00:00,""210.79"",NULL,NULL,""4.88"",""4.88"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 00:00:00,""177.17"",NULL,NULL,""24.061"",""6.081"",NULL,NULL,""0.022"",""1.277"",NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,""36.7"""
"2022-02-11 01:00:00,""182"",NULL,NULL,""12.287"",""22.826"",NULL,NULL,""0.026"",""3.814"",NULL,""0.8"",NULL,""20"",NULL,NULL,NULL,NULL,NULL,""6.5"""
"2022-02-11 02:00:00,""176.89"",NULL,NULL,""13.594"",""4.365"",NULL,NULL,""0.025"",""3.803"",NULL,""0.8"",NULL,""20"",NULL,NULL,NULL,NULL,NULL,""26.3"""
"2022-02-11 03:00:00,""180"",NULL,NULL,""5.254"",""25.185"",NULL,NULL,""0.024"",""3.818"",NULL,""0.8"",NULL,""20"",NULL,NULL,NULL,NULL,""2.9"",NULL"
"2022-02-11 04:00:00,""180"",NULL,NULL,""12.082"",""4.701"",NULL,NULL,""0.028"",""4.386"",NULL,""0.8"",NULL,""20"",NULL,NULL,NULL,NULL,NULL,""23.8"""
"2022-02-11 05:00:00,""215"",NULL,NULL,""11.104"",""26.964"",NULL,""0.07"",""0.913"",""4.983"",NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 06:00:00,""224"",NULL,NULL,""10.396"",""27.012"",NULL,""0.008"",""1.204"",""4.58"",NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 07:00:00,""253"",NULL,""50"",""6.46"",""47.116"",NULL,""5.918"",""1.16"",""5.047"",NULL,NULL,NULL,""0.461"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 08:00:00,""246.9"",NULL,NULL,""3.588"",""44.736"",""56.4"",""10.586"",""1.2"",""5.002"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""111.9"",NULL"
"2022-02-11 09:00:00,""219"",""2.3"",""20"",""5.647"",""7.3"",""26.6"",""10.24"",""1.171"",""4.978"",NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 10:00:00,""175.15"",""3.203"",NULL,""51.241"",""5.179"",NULL,""0.002"",""1.15"",""2.283"",NULL,NULL,NULL,""40"",NULL,NULL,NULL,NULL,NULL,""88.1"""
"2022-02-11 11:00:00,""169"",""3.001"",NULL,""44.133"",""5.336"",NULL,NULL,""1.174"",""2.244"",NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,""60.7"""
"2022-02-11 12:00:00,""179.93"",""3.404"",NULL,""41.925"",""1.557"",NULL,""0.007"",""1.159"",NULL,NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,""64.9"""
"2022-02-11 13:00:00,""177.99"",""3.401"",NULL,""41.834"",""2.468"",NULL,""0.015"",""1.194"",NULL,NULL,NULL,NULL,""20"",NULL,NULL,NULL,NULL,NULL,""63.9"""
"2022-02-11 14:00:00,""182.13"",""3.202"",NULL,""44.553"",""1.881"",NULL,""0.003"",""1.234"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""47.1"""
"2022-02-11 15:00:00,""208.72"",""3.387"",NULL,""6.549"",""21.893"",""24.287"",""0.003"",""1.195"",""0.977"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""36"",NULL"
"2022-02-11 16:00:00,""227"",NULL,NULL,""14.839"",""14.675"",NULL,""0.002"",""1.066"",""1.228"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 17:00:00,""253"",""3.289"",NULL,""28.434"",""2.987"",""29.713"",NULL,""0.977"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 18:00:00,""293"",NULL,""60"",""45.78"",""20.874"",""90"",NULL,NULL,""2.749"",NULL,""0.12"",NULL,""7.723"",NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 19:00:00,""284"",""1.575"",""60"",""46.905"",""20.697"",""209"",NULL,""0.002"",""2.672"",NULL,""0.12"",NULL,""7.445"",NULL,NULL,NULL,NULL,""116.3"",NULL"
"2022-02-11 20:00:00,""230.5"",NULL,NULL,""12.083"",""20.355"",""70"",NULL,NULL,""2.499"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""80.8"",NULL"
"2022-02-11 21:00:00,""215"",NULL,NULL,""12.323"",""17.077"",NULL,NULL,""0.002"",""2.293"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""7"",NULL"
"2022-02-11 22:00:00,""210"",NULL,NULL,""9.021"",""6.837"",NULL,NULL,NULL,""2.184"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-11 23:00:00,""196.65"",NULL,NULL,""3.811"",""0.024"",""1.756"",NULL,NULL,""2.031"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 00:00:00,""200.99"",""0.117"",NULL,""40.268"",""6.658"",NULL,""17.82"",NULL,""4.495"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""11.4"""
"2022-02-12 01:00:00,""205.98"",NULL,NULL,""29.599"",""7.964"",NULL,""19.04"",NULL,""3.695"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 02:00:00,""196.75"",""0.116"",NULL,""23.035"",""6.834"",NULL,""13.76"",NULL,""3.657"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 03:00:00,""177.92"",""0.271"",NULL,""19.475"",""4.854"",NULL,""12.88"",NULL,""2.392"",""0.12"",""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""0.6"""
"2022-02-12 04:00:00,""198.84"",""0.126"",NULL,""14.745"",""4.369"",NULL,""9.24"",NULL,""2.362"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 05:00:00,""205.98"",NULL,NULL,""15.835"",""4.072"",NULL,""9.29"",NULL,""2.473"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 06:00:00,""225.77"",""0.931"",NULL,""16.67"",""3.871"",NULL,""9.31"",NULL,""4.3"",""0.12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 07:00:00,""205.93"",NULL,NULL,""30.507"",""4.744"",NULL,""17.22"",NULL,""2.969"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""5.6"""
"2022-02-12 08:00:00,""211.5"",""0.124"",NULL,""16.119"",""5.151"",""39.5"",""10.987"",NULL,""3.004"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""42.4"",NULL"
"2022-02-12 09:00:00,""209.67"",""3.298"",NULL,""12.622"",""7.642"",NULL,""11.72"",NULL,""2.966"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""6.4"",NULL"
"2022-02-12 10:00:00,""202"",""4.299"",NULL,""19.056"",""10.532"",NULL,""10.91"",NULL,""2.98"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""1.1"",NULL"
"2022-02-12 11:00:00,""209"",""3.799"",""30"",""8.883"",""12.137"",""7.593"",""20.07"",NULL,""2.882"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 12:00:00,""210"",""3.701"",""20.323"",""0.909"",""7.738"",""10.6"",""6.595"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 13:00:00,""210"",""3.599"",""17.386"",""3.438"",""5.194"",""10"",""9.229"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 14:00:00,""211"",""3.899"",NULL,""7.161"",""4.463"",""2.333"",""4.264"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 15:00:00,""228.47"",""3.991"",NULL,""10.301"",""3.873"",NULL,""10.419"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 16:00:00,""216"",NULL,NULL,""13.329"",""0.33"",""10.866"",""2.133"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 17:00:00,""245"",""3.086"",NULL,""16.251"",""1.128"",""18"",""0.209"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 18:00:00,""250.06"",NULL,NULL,""4.453"",""0.168"",NULL,""4.285"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 19:00:00,""226.57"",""2.796"",NULL,""13.498"",""0.694"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""15.6"""
"2022-02-12 20:00:00,""226.76"",NULL,NULL,""4.023"",""4.023"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 21:00:00,""206.14"",NULL,NULL,""34.494"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""34.5"""
"2022-02-12 22:00:00,""209.8"",NULL,NULL,""5.654"",""3.711"",NULL,""1.823"",NULL,NULL,""0.12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-12 23:00:00,""195.4"",""0.319"",NULL,""11.282"",""0.125"",NULL,""13.247"",NULL,""2.229"",""0.12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""4.1"",NULL"
"2022-02-13 00:00:00,""187.1"",NULL,NULL,""43.56"",""7.24"",""34.141"",NULL,NULL,""2.179"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 01:00:00,""199"",NULL,NULL,""28.889"",""5.735"",""22.091"",NULL,NULL,""2.163"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 02:00:00,""201.7"",NULL,NULL,""10.37"",""5.03"",""110"",""4.287"",NULL,""2.153"",NULL,""1.1"",NULL,NULL,NULL,NULL,""110"",NULL,NULL,NULL"
"2022-02-13 03:00:00,""201.53"",NULL,NULL,""10.485"",""4.83"",""110"",""4.653"",NULL,""2.102"",NULL,""1.1"",NULL,NULL,NULL,NULL,""110"",NULL,NULL,NULL"
"2022-02-13 04:00:00,""170.06"",NULL,NULL,""25.327"",""4.922"",""50"",NULL,NULL,""2.049"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,""30.5"",NULL"
"2022-02-13 05:00:00,""178.54"",NULL,NULL,""15.744"",""4.963"",""50"",""4.152"",NULL,""2.004"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,""44.3"",NULL"
"2022-02-13 06:00:00,""186.36"",NULL,NULL,""29.225"",""5.651"",NULL,NULL,NULL,""2.058"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""22.6"""
"2022-02-13 07:00:00,""186.36"",NULL,NULL,""37.675"",""7.537"",NULL,""0.002"",NULL,""2.098"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""29.1"""
"2022-02-13 08:00:00,""201.7"",NULL,NULL,""18.998"",""8.143"",NULL,""9.833"",NULL,""2.122"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 09:00:00,""202.53"",""3.297"",NULL,""17.497"",""7.731"",NULL,""12.068"",NULL,""2.095"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 10:00:00,""239.13"",""3.953"",NULL,""16.925"",""6.836"",NULL,""13.02"",NULL,""2.122"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 11:00:00,""208.36"",""3.296"",NULL,""14.64"",""9.29"",NULL,""7.626"",NULL,""2.12"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 12:00:00,""208.97"",""3.599"",NULL,""5.676"",""2.438"",NULL,""7.937"",NULL,NULL,NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 13:00:00,""195.93"",""3.438"",NULL,""5.843"",NULL,NULL,""9.281"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 14:00:00,""192.15"",""3.697"",NULL,""13.323"",""1.715"",NULL,""15.305"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 15:00:00,""200.03"",""3.888"",NULL,""5.275"",""0.684"",NULL,""8.479"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 16:00:00,""185.99"",NULL,NULL,""24.024"",""1.449"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""22.6"""
"2022-02-13 17:00:00,""205.11"",""3.983"",NULL,""18.416"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""22.4"""
"2022-02-13 18:00:00,""229"",NULL,NULL,""20.385"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""20.4"""
"2022-02-13 19:00:00,""263.33"",""2.898"",NULL,""0.579"",NULL,NULL,""3.477"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-13 20:00:00,""250"",NULL,NULL,""10.16"",""0.696"",NULL,""19.691"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""10.2"",NULL"
"2022-02-13 21:00:00,""225.94"",NULL,NULL,""19.197"",""1.363"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""17.8"""
"2022-02-13 22:00:00,""211"",NULL,NULL,""6.024"",""0.994"",NULL,""17.469"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""12.4"",NULL"
"2022-02-13 23:00:00,""180"",NULL,NULL,""39.111"",""1.589"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""37.5"""
"2022-02-14 00:00:00,""168.12"",""5.426"",NULL,""48.797"",""0.132"",NULL,NULL,""1.66"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""55.8"""
"2022-02-14 01:00:00,""172"",""11.159"",""86"",""36.394"",""0.54"",""86"",""13.765"",""1.66"",NULL,NULL,""5.9"",NULL,""8"",NULL,NULL,NULL,NULL,NULL,""48.8"""
"2022-02-14 02:00:00,""171.9"",""5.577"",""86"",""12.331"",NULL,""86"",""1.216"",""1.687"",NULL,NULL,""5.9"",NULL,""8"",NULL,NULL,NULL,NULL,NULL,""32.3"""
"2022-02-14 03:00:00,""167.2"",""14.779"",""86"",""24.945"",NULL,""86"",NULL,""1.758"",NULL,NULL,""5.9"",NULL,""8"",NULL,NULL,NULL,NULL,NULL,""55.4"""
"2022-02-14 04:00:00,""169.64"",""5.213"",""86"",""9.597"",""0.554"",""86"",""6.109"",""1.968"",NULL,NULL,""5.9"",NULL,""8"",NULL,NULL,NULL,NULL,NULL,""24"""
"2022-02-14 05:00:00,""221"",""5.641"",NULL,""7.008"",NULL,""0.088"",""15.194"",""2.633"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 06:00:00,""245.6"",""5.572"",NULL,NULL,NULL,NULL,""9.033"",""3.461"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 07:00:00,""279.48"",""5.456"",NULL,""3.813"",""0.112"",NULL,""13.307"",""4.15"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 08:00:00,""286.8"",""5.602"",NULL,""6.202"",""0.232"",NULL,""16.06"",""4.488"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 09:00:00,""236.2"",""10.122"",NULL,""25.92"",NULL,NULL,""0.045"",""4.584"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""40.6"""
"2022-02-14 10:00:00,""210.17"",""10.719"",NULL,""13.71"",NULL,""22.976"",""6.039"",""4.586"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 11:00:00,""205.12"",""10.806"",NULL,""24.702"",NULL,""40"",""0.045"",""4.537"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 12:00:00,""201"",""4.8"",NULL,""4.598"",""0.945"",""6.644"",""1.809"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 13:00:00,""202.1"",""5.479"",NULL,""1.722"",NULL,NULL,""7.201"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 14:00:00,""208.55"",""4.496"",NULL,""35.899"",""0.32"",""40"",""0.075"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 15:00:00,""221.27"",""4.518"",NULL,""35.507"",NULL,""40"",""0.025"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 16:00:00,""280.3"",""0.318"",NULL,""29.682"",NULL,""30"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 17:00:00,""297.67"",""3.282"",NULL,NULL,""0.994"",NULL,""2.288"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 18:00:00,""292.7"",NULL,NULL,""1.484"",""0.674"",NULL,""0.81"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 19:00:00,""268.37"",""3.264"",NULL,""26.736"",NULL,""30"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 20:00:00,""239.98"",""1.349"",NULL,""28.651"",NULL,""30"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 21:00:00,""232.97"",""0.331"",NULL,""29.669"",NULL,""30"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 22:00:00,""205"",""0.641"",NULL,""25.053"",NULL,""25.694"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-14 23:00:00,""205"",""0.614"",NULL,""0.362"",NULL,""0.976"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 00:00:00,""197"",""3.907"",NULL,""15.562"",""1.173"",""61.347"",NULL,NULL,""1.283"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""44.3"",NULL"
"2022-02-15 01:00:00,""199.17"",""3.242"",NULL,""1.965"",""2.057"",""89.738"",""0.835"",NULL,""1.288"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""88.7"",NULL"
"2022-02-15 02:00:00,""182.7"",""3.495"",NULL,""1.37"",""1.74"",NULL,""2.503"",NULL,""1.28"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""0.7"",NULL"
"2022-02-15 03:00:00,""179.71"",""4.141"",NULL,""1.85"",""1.713"",NULL,""18.304"",NULL,""1.283"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""15.3"",NULL"
"2022-02-15 04:00:00,""179.05"",""4.139"",NULL,""1.6"",""1.719"",NULL,""4.76"",NULL,""1.34"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""2.1"",NULL"
"2022-02-15 05:00:00,""197"",""4.375"",NULL,""15.316"",""1.753"",""16.354"",NULL,NULL,""1.584"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 06:00:00,""206.5"",""6.988"",NULL,""11.65"",""1.741"",""58"",""2.078"",NULL,""1.959"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""45.1"",NULL"
"2022-02-15 07:00:00,""237.06"",""4.895"",NULL,""27.369"",""2.11"",NULL,""0.014"",NULL,""2.25"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""27.9"""
"2022-02-15 08:00:00,""258.01"",""3.769"",NULL,""20.041"",""3.684"",NULL,""0.049"",NULL,""2.364"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""17.7"""
"2022-02-15 09:00:00,""237"",""5.898"",NULL,""11.476"",""5.339"",""100"",""0.01"",NULL,""2.374"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""90.3"",NULL"
"2022-02-15 10:00:00,""209.19"",""5.909"",NULL,""15.152"",""8.151"",NULL,NULL,NULL,""2.376"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""10.5"""
"2022-02-15 11:00:00,""196.48"",""5.143"",NULL,""16.874"",""11.187"",""37.65"",NULL,NULL,""2.382"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""29.2"",NULL"
"2022-02-15 12:00:00,""194.25"",""3.793"",NULL,""6.654"",""10.447"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 13:00:00,""194.58"",""3.388"",NULL,""7.018"",""10.406"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 14:00:00,""197.87"",""4.094"",""45"",""9.285"",""54.378"",""3.97"",""0.031"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 15:00:00,""211"",""4.491"",""43.313"",""5.517"",""53.321"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 16:00:00,""227.02"",""0.25"",NULL,NULL,""25.521"",""12.412"",""29.277"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""67"",NULL"
"2022-02-15 17:00:00,""254.94"",""4.75"",NULL,""2.685"",""5.669"",NULL,""1.766"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 18:00:00,""247.4"",""0.75"",NULL,NULL,""5.765"",""10.28"",""39.777"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""55.1"",NULL"
"2022-02-15 19:00:00,""229"",""4.52"",NULL,""16.593"",""5.789"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""15.3"""
"2022-02-15 20:00:00,""219.5"",""1.28"",NULL,""13.016"",""5.101"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""9.2"""
"2022-02-15 21:00:00,""210"",""1.01"",NULL,""1.545"",""3.68"",NULL,""11.241"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""12.4"",NULL"
"2022-02-15 22:00:00,""203.87"",""1.53"",NULL,""2.322"",""3.852"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2022-02-15 23:00:00,""191.96"",""1.54"",NULL,""13.593"",""3.742"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""11.4"""
"2022-02-16 00:00:00,""189.83"",NULL,NULL,""11.666"",""4.643"",NULL,""20.48"",""0.704"",""2.618"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""15.4"",NULL"
"2022-02-16 01:00:00,""187"",NULL,NULL,""1.379"",""4.516"",NULL,""18.33"",""0.7"",""2.598"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.4"",NULL"
"2022-02-16 02:00:00,""176.68"",""0.052"",NULL,""7.682"",""4.238"",NULL,""16.06"",""0.003"",""2.596"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""15.2"",NULL"
