"Date,""MCP"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Buy_Big Hydro_SUPPLY"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_MV_LOAD"",""Buy_Lignite_SUPPLY"",""Buy_HV_LOAD"",""Sell_HV_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
2020-11-07 12:00:00,50.96,16.5,NULL,28,NULL,NULL,0.983,30,13.818,15.988,NULL,NULL,0.711,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 13:00:00,30.18,4.693,NULL,14,NULL,NULL,0.105,30,NULL,5.506,NULL,NULL,0.082,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 14:00:00,26.7,6.272,1.404,NULL,NULL,18.347,13,30,NULL,0.023,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 15:00:00,35.93,6.709,1.351,NULL,NULL,17.952,13,30,NULL,0.012,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 16:00:00,45,6.826,1.316,NULL,186,17.858,13,30,NULL,NULL,169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 17:00:00,35.96,4.021,1.286,NULL,NULL,20.693,13,30,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 18:00:00,40.36,4.136,1.23,NULL,NULL,20.634,13,30,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 19:00:00,37.77,2.159,1.181,NULL,NULL,25.146,15.486,30,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 20:00:00,34.34,2.043,1.123,NULL,NULL,24.761,14.927,30,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 21:00:00,29.45,1.828,1.093,NULL,90,24.811,14.732,30,90,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 22:00:00,25.95,1.616,1.07,NULL,NULL,24.967,14.653,30,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-07 23:00:00,19.77,1.406,1.068,NULL,NULL,24.451,13.925,30,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
2020-11-08 00:00:00,31,NULL,NULL,NULL,NULL,1.555,0.891,NULL,NULL,0.664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 01:00:00,25.72,0.335,NULL,NULL,NULL,1.54,NULL,NULL,NULL,1.875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 02:00:00,23.67,0.333,NULL,NULL,NULL,0.595,NULL,NULL,NULL,0.928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 03:00:00,22.56,0.334,NULL,NULL,NULL,1.413,NULL,NULL,NULL,1.747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 04:00:00,24.55,0.222,NULL,NULL,NULL,2.701,NULL,NULL,NULL,2.923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 05:00:00,27,0.221,NULL,NULL,NULL,1.319,NULL,NULL,NULL,1.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 06:00:00,37.05,0.219,NULL,NULL,NULL,0.48,NULL,NULL,NULL,0.699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 07:00:00,32.58,NULL,NULL,NULL,NULL,0.328,0.328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 08:00:00,28.7,NULL,NULL,NULL,NULL,0.435,0.435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 09:00:00,32.14,0.217,NULL,NULL,NULL,0.401,NULL,NULL,NULL,0.618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 10:00:00,33.29,0.218,NULL,NULL,NULL,0.3,NULL,NULL,NULL,0.518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 11:00:00,31.64,2.995,NULL,NULL,NULL,0.102,NULL,NULL,NULL,3.097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 12:00:00,27.26,2.324,NULL,NULL,NULL,0.044,NULL,NULL,NULL,2.368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 13:00:00,29.46,1.957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 14:00:00,34.95,NULL,NULL,NULL,NULL,0.438,0.217,NULL,NULL,0.221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 15:00:00,49.79,NULL,NULL,NULL,130,0.353,0.217,NULL,130,0.136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 16:00:00,54.06,1.753,0.896,NULL,29,18.251,0.108,NULL,49.792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 17:00:00,56,NULL,NULL,NULL,29,0.34,1.721,NULL,12,0.619,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 18:00:00,45.63,1.96,0.887,NULL,NULL,17.358,0.757,NULL,19.448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 19:00:00,44.31,0.368,0.175,NULL,NULL,4.698,0.864,NULL,4.377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 20:00:00,43.41,2.033,NULL,NULL,NULL,3.802,NULL,NULL,5.835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 21:00:00,41.76,0.755,NULL,NULL,NULL,0.681,NULL,NULL,1.196,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 22:00:00,38.26,0.327,NULL,NULL,NULL,0.986,NULL,NULL,NULL,1.313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 23:00:00,34.5,0.33,NULL,NULL,NULL,0.426,NULL,NULL,NULL,0.756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 00:00:00,35.27,0.668,NULL,NULL,NULL,2.019,NULL,NULL,NULL,NULL,NULL,NULL,2.687,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 01:00:00,30.98,NULL,NULL,NULL,NULL,2.831,NULL,NULL,NULL,NULL,NULL,NULL,2.831,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 02:00:00,28.91,NULL,NULL,NULL,NULL,2.571,NULL,NULL,NULL,NULL,NULL,NULL,2.571,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 03:00:00,28.49,0.373,NULL,NULL,NULL,1.984,NULL,NULL,NULL,NULL,NULL,NULL,2.357,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 04:00:00,32.37,3.722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.657,NULL,NULL,2.065,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 05:00:00,38.73,5.367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.254,NULL,NULL,2.113,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 06:00:00,44.48,1.983,NULL,NULL,NULL,1.124,NULL,NULL,NULL,0.086,NULL,NULL,3.021,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 07:00:00,48.55,1.527,NULL,NULL,NULL,2.255,NULL,NULL,NULL,NULL,NULL,NULL,3.782,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 08:00:00,50.34,0.769,0.321,NULL,NULL,2.717,NULL,NULL,NULL,NULL,NULL,NULL,3.807,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 09:00:00,46.3,0.991,1.059,NULL,NULL,3.77,2.99,NULL,NULL,NULL,NULL,NULL,2.83,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 10:00:00,44.62,0.788,0.827,NULL,NULL,4.504,2.993,NULL,0.399,NULL,NULL,NULL,2.727,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 11:00:00,44.69,0.338,0.361,NULL,NULL,4.623,2.695,NULL,NULL,NULL,NULL,NULL,2.627,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 12:00:00,42.97,0.871,0.955,NULL,NULL,3.994,3.201,NULL,NULL,NULL,NULL,NULL,2.619,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 13:00:00,42.74,0.814,0.923,NULL,100,4.617,3.557,NULL,100.205,NULL,NULL,NULL,2.592,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 14:00:00,44.2,0.452,0.496,NULL,61,4.87,0.19,NULL,63.444,NULL,NULL,NULL,3.184,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 15:00:00,55,6.419,1.797,NULL,94,15.497,NULL,NULL,114.647,NULL,NULL,NULL,3.066,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 16:00:00,76,2.913,NULL,NULL,122,NULL,NULL,NULL,52,2.234,67.838,NULL,2.841,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 17:00:00,75,3.341,NULL,NULL,122,NULL,NULL,NULL,NULL,6.29,117.595,NULL,1.456,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 18:00:00,72,3.204,NULL,NULL,122,NULL,NULL,NULL,NULL,6.92,117.848,NULL,0.436,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 19:00:00,68,3.208,NULL,NULL,58.811,NULL,NULL,NULL,12.944,4.443,44.047,NULL,0.585,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 20:00:00,57.23,3.278,NULL,NULL,13,NULL,NULL,NULL,NULL,2.868,13,NULL,0.41,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 21:00:00,45.61,5.79,NULL,NULL,13,2.231,NULL,NULL,20.747,NULL,NULL,NULL,0.274,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 22:00:00,40.86,4.679,NULL,NULL,74,1.835,NULL,NULL,80.202,NULL,NULL,NULL,0.312,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 23:00:00,44.08,3.172,NULL,NULL,74,NULL,0.571,NULL,61,14.732,NULL,NULL,0.869,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 00:00:00,37.62,55.027,0.835,NULL,99,0.977,1.775,NULL,NULL,0.064,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 01:00:00,34.94,55.227,1.057,NULL,99,0.478,1.762,NULL,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 02:00:00,31.63,55.39,1.275,NULL,99,0.115,1.78,NULL,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 03:00:00,30.88,55.683,1.645,NULL,99,0.202,2.53,NULL,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 04:00:00,31.98,55.652,0.955,NULL,99,0.298,1.905,NULL,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 05:00:00,36.26,55.21,0.992,NULL,99,0.368,1.57,NULL,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 06:00:00,49.3,56.472,2.607,NULL,99,0.664,1.362,NULL,3.381,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 07:00:00,53.33,57.866,2.87,NULL,99,0.852,0.899,NULL,5.689,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 08:00:00,52.7,16.521,2.923,NULL,140,0.89,1.108,NULL,5.226,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 09:00:00,49.76,56.934,2.954,NULL,99,1.101,1.39,NULL,4.599,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 10:00:00,44.04,58.36,2.731,NULL,99,1.855,0.828,NULL,7.118,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 11:00:00,53.34,56.765,0.744,NULL,99,NULL,1.594,NULL,NULL,0.018,154,NULL,0.897,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 12:00:00,49.96,56.065,0.711,35,99,NULL,1.355,NULL,NULL,0.1,189,NULL,0.321,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 13:00:00,41.88,57.473,2.544,35,99,0.605,1.163,NULL,4.459,NULL,189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 14:00:00,44.89,57.504,2.375,NULL,99,0.267,1.09,NULL,4.056,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 15:00:00,50.67,57.823,2.697,NULL,99,0.358,0.947,NULL,4.931,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 16:00:00,68.9,4.293,0.591,NULL,186,NULL,0.954,NULL,1.823,1.227,186,NULL,0.88,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 17:00:00,68.9,5.738,1.874,NULL,186,0.078,NULL,NULL,7.69,NULL,186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 18:00:00,67.34,4.759,2.468,NULL,187,0.106,0.381,NULL,6.952,NULL,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 19:00:00,65.61,3.259,1.744,NULL,187,0.371,0.511,NULL,4.863,NULL,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 20:00:00,57.65,2.609,2.328,NULL,187,0.91,0.926,NULL,4.921,NULL,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 21:00:00,45.35,56.482,2.056,NULL,99,0.969,1.887,NULL,2.62,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 22:00:00,41.7,56.438,2.065,NULL,99,0.79,4.072,NULL,0.221,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 23:00:00,34.58,56.199,1.955,NULL,99,0.396,3.55,NULL,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 00:00:00,38.14,2.963,NULL,NULL,NULL,NULL,2.298,NULL,NULL,0.516,NULL,NULL,0.149,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 01:00:00,38.14,2.925,NULL,NULL,NULL,NULL,2.097,NULL,NULL,0.679,NULL,NULL,0.149,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 02:00:00,33.9,3.205,NULL,NULL,NULL,0.903,NULL,NULL,NULL,4.108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 03:00:00,33.05,2.872,NULL,NULL,NULL,2.398,NULL,NULL,NULL,5.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 04:00:00,39.95,3.943,NULL,NULL,NULL,NULL,3.606,NULL,NULL,0.026,NULL,NULL,0.311,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 05:00:00,46.45,5.064,NULL,NULL,NULL,NULL,4.637,NULL,NULL,NULL,NULL,NULL,0.427,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 06:00:00,40.87,6.694,NULL,NULL,NULL,2.365,NULL,NULL,9.059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 07:00:00,46.52,7.655,NULL,NULL,NULL,4.706,NULL,NULL,12,0.216,NULL,NULL,0.145,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 08:00:00,46.36,10.461,NULL,NULL,NULL,19.428,NULL,NULL,29.889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 09:00:00,46.44,14.825,NULL,NULL,NULL,0.116,NULL,NULL,14.739,0.059,NULL,NULL,0.143,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 10:00:00,44.82,16.798,NULL,NULL,100,7.77,NULL,NULL,124,0.421,NULL,NULL,0.147,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 11:00:00,45.41,14.863,NULL,NULL,170,0.504,NULL,NULL,182.71,2.513,NULL,NULL,0.144,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 12:00:00,44.72,12.955,NULL,35,245,24.087,NULL,NULL,314,2.898,NULL,NULL,0.144,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 13:00:00,44,16.766,NULL,35,210,29.689,NULL,NULL,287,4.309,NULL,NULL,0.146,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 14:00:00,47.55,8.004,NULL,NULL,145,10.611,NULL,NULL,157,6.476,NULL,NULL,0.139,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 15:00:00,49,6.396,NULL,NULL,101.926,0.023,NULL,NULL,28.175,6.049,73.974,NULL,0.147,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 16:00:00,52.76,6.537,NULL,NULL,NULL,10.396,NULL,NULL,16.933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 17:00:00,65,9.211,NULL,105,NULL,NULL,NULL,NULL,22.803,4.894,86.364,NULL,0.15,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 18:00:00,66,5.174,NULL,89,NULL,NULL,NULL,NULL,46.547,4.739,42.742,NULL,0.146,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 19:00:00,55.12,6.868,0.701,NULL,NULL,5.09,NULL,NULL,12.659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 20:00:00,48.1,3.072,NULL,NULL,NULL,19.244,NULL,NULL,22.316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 21:00:00,40.21,0.892,NULL,NULL,115,0.765,0.246,NULL,115,1.265,NULL,NULL,0.146,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 22:00:00,39.45,1.55,NULL,NULL,105,1.605,NULL,NULL,105,3.004,NULL,NULL,0.151,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 23:00:00,35.15,1.824,NULL,NULL,220,19.437,NULL,NULL,220,21.261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 00:00:00,40.76,NULL,NULL,NULL,NULL,2.796,0.961,NULL,73,1.835,157,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 01:00:00,41.8,NULL,NULL,NULL,NULL,3.285,0.99,NULL,76,2.295,154,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 02:00:00,40.45,NULL,NULL,NULL,NULL,2.996,NULL,NULL,76,2.996,154,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 03:00:00,34.86,1.397,NULL,NULL,NULL,2.255,NULL,NULL,76,3.652,154,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 04:00:00,37.94,1.417,NULL,NULL,NULL,2.561,NULL,NULL,76,3.978,154,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 05:00:00,39.61,3.635,NULL,NULL,NULL,NULL,NULL,NULL,76,3.635,154,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 06:00:00,48.64,4.426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.426,230,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 07:00:00,51.89,13.432,NULL,NULL,NULL,0.958,NULL,NULL,NULL,14.39,230,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 08:00:00,67,14.07,NULL,NULL,NULL,NULL,0.937,NULL,NULL,12.056,230,NULL,1.077,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 09:00:00,62.57,12.594,NULL,NULL,NULL,NULL,0.98,NULL,NULL,10.525,230,NULL,1.089,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 10:00:00,66.84,11.807,NULL,NULL,NULL,NULL,1.023,NULL,NULL,9.703,230,NULL,1.081,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 11:00:00,99,11.801,NULL,NULL,221,0.024,1.045,NULL,237.488,19.207,204,NULL,1.085,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 12:00:00,150,2.501,NULL,NULL,200.204,0.062,1.041,NULL,207.72,18.894,204,NULL,1.112,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 13:00:00,150,2.84,NULL,NULL,214.844,0.073,1.001,NULL,225.492,16.198,204,NULL,1.066,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 14:00:00,160,2.691,NULL,NULL,129,0.038,0.982,NULL,NULL,12.424,204,NULL,0.989,86.666,NULL,NULL,NULL,NULL,NULL
2020-11-12 15:00:00,114.91,5.241,NULL,NULL,NULL,0.011,0.952,26,NULL,3.373,204,NULL,0.927,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 16:00:00,120.08,2.831,NULL,354.386,NULL,NULL,1.02,380.386,NULL,0.934,204,NULL,0.877,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 17:00:00,115.5,0.813,NULL,388,59,NULL,0.115,388,NULL,0.613,289,NULL,0.085,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 18:00:00,110.08,1.207,NULL,236.93,NULL,0.276,NULL,132.93,NULL,1.483,334,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 19:00:00,110.08,2.433,NULL,199,NULL,1.475,NULL,70,NULL,3.908,359,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 20:00:00,110.05,3.657,NULL,138.733,82.267,1.268,NULL,NULL,NULL,4.925,451,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 21:00:00,95.09,3.61,NULL,NULL,221,NULL,0.736,NULL,1.453,0.84,451,NULL,0.581,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 22:00:00,85.28,2.575,NULL,NULL,221,NULL,NULL,NULL,1.907,0.668,451,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL
2020-11-12 23:00:00,60.01,2.01,NULL,NULL,79,NULL,0.664,NULL,NULL,0.674,309,NULL,0.672,230,NULL,NULL,NULL,NULL,NULL
2020-11-13 00:00:00,49.69,NULL,NULL,NULL,NULL,0.426,9,NULL,NULL,0.426,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 01:00:00,48.1,NULL,NULL,NULL,NULL,0.777,9.595,NULL,NULL,0.182,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 02:00:00,48.1,NULL,NULL,NULL,NULL,0.592,9,NULL,NULL,0.592,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 03:00:00,43.61,NULL,NULL,NULL,NULL,0.955,9,NULL,NULL,0.955,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 04:00:00,43.61,NULL,NULL,NULL,NULL,0.579,9,NULL,NULL,0.579,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 05:00:00,48.1,NULL,NULL,NULL,10,0.109,9,NULL,10,0.109,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 06:00:00,60.01,NULL,NULL,NULL,NULL,0.718,9.578,NULL,NULL,0.14,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 07:00:00,83.07,4.183,NULL,NULL,NULL,NULL,9,NULL,NULL,4.183,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
2020-11-13 08:00:00,63.88,3,NULL,NULL,NULL,0.667,NULL,NULL,NULL,0.667,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 09:00:00,63.27,7.715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.715,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 10:00:00,59.08,10.726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.726,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 11:00:00,54.92,6.004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.004,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 12:00:00,51.58,4.168,NULL,NULL,NULL,5.479,NULL,NULL,5.765,0.882,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 13:00:00,51.58,3,NULL,NULL,NULL,12.398,1.181,NULL,10.091,1.126,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 14:00:00,64.22,7.88,NULL,NULL,NULL,0.009,NULL,NULL,NULL,4.889,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 15:00:00,78.02,3.651,NULL,NULL,NULL,0.579,NULL,NULL,NULL,1.23,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 16:00:00,93.18,5.383,NULL,NULL,NULL,0.361,NULL,NULL,NULL,2.744,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 17:00:00,98.6,8.918,NULL,NULL,NULL,0.536,NULL,NULL,NULL,6.454,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 18:00:00,96.52,8.885,NULL,NULL,NULL,0.223,NULL,NULL,NULL,6.108,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 19:00:00,94.79,3,NULL,NULL,NULL,1.359,NULL,NULL,NULL,1.359,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 20:00:00,103.09,3,NULL,NULL,NULL,3.919,2.354,NULL,NULL,1.565,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 21:00:00,77.72,3,NULL,NULL,NULL,0.476,NULL,NULL,NULL,0.476,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 22:00:00,52.47,4.825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.825,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-13 23:00:00,45.52,5.472,NULL,NULL,10,NULL,NULL,NULL,10,2.472,NULL,NULL,NULL,NULL,4,7,NULL,NULL,NULL
2020-11-14 00:00:00,47.24,NULL,NULL,NULL,NULL,22.688,2.207,NULL,18.62,1.056,NULL,NULL,0.805,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 01:00:00,44,0.845,0.28,NULL,NULL,19.922,2.364,NULL,16.394,1.483,NULL,NULL,0.806,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-14 02:00:00,42.05,0.469,0.278,NULL,NULL,32.679,4.547,NULL,26.688,1.39,NULL,NULL,0.801,NULL,NULL,NULL,NULL,NULL,NULL
