,ΑΛΒΑΝΙΑ_IMP,ΒΟΥΛΓΑΡΙΑ_IMP,FYROM_IMP,ΙΤΑΛΙΑ_IMP,ΤΟΥΡΚΙΑ_IMP,TOTAL IMPORTS,ΑΛΒΑΝΙΑ_EXP,ΒΟΥΛΓΑΡΙΑ_EXP,FYROM_EXP,ΙΤΑΛΙΑ_EXP,ΤΟΥΡΚΙΑ_EXP,TOTAL EXPORTS,EXPORTS-IMPORTS
2021-08-15 00:00:00,0,229,2,0,368,599,482,0,51,0,0,533,-66
2021-08-15 01:00:00,0.0,246.0,140.0,0.0,349.0,735.0,337.0,0.0,0.0,0.0,0.0,337.0,-398.0
2021-08-15 02:00:00,0.0,294.0,233.0,0.0,370.0,897.0,315.0,0.0,0.0,0.0,0.0,315.0,-582.0
2021-08-15 03:00:00,0.0,335.0,306.0,0.0,400.0,1041.0,295.0,0.0,0.0,0.0,0.0,295.0,-746.0
2021-08-15 04:00:00,0.0,355.0,332.0,0.0,409.0,1096.0,293.0,0.0,0.0,0.0,0.0,293.0,-803.0
2021-08-15 05:00:00,0.0,360.0,342.0,0.0,418.0,1120.0,294.0,0.0,0.0,0.0,0.0,294.0,-826.0
2021-08-15 06:00:00,0.0,356.0,326.0,0.0,418.0,1100.0,297.0,0.0,0.0,0.0,0.0,297.0,-803.0
2021-08-15 07:00:00,0.0,303.0,157.0,0.0,422.0,882.0,420.0,0.0,0.0,0.0,0.0,420.0,-462.0
2021-08-15 08:00:00,0.0,234.0,8.0,0.0,358.0,600.0,553.0,0.0,22.0,0.0,0.0,575.0,-25.0
2021-08-15 09:00:00,0.0,175.0,0.0,0.0,302.0,477.0,687.0,0.0,218.0,0.0,0.0,905.0,428.0
2021-08-15 10:00:00,0.0,161.0,0.0,0.0,289.0,450.0,682.0,0.0,249.0,0.0,0.0,931.0,481.0
2021-08-15 11:00:00,0.0,149.0,0.0,0.0,276.0,425.0,694.0,0.0,271.0,0.0,0.0,965.0,540.0
2021-08-15 12:00:00,0.0,141.0,0.0,0.0,263.0,404.0,693.0,0.0,286.0,0.0,0.0,979.0,575.0
2021-08-15 13:00:00,0.0,150.0,0.0,0.0,263.0,413.0,669.0,0.0,253.0,0.0,0.0,922.0,509.0
2021-08-15 14:00:00,0.0,145.0,0.0,0.0,274.0,419.0,669.0,0.0,267.0,0.0,0.0,936.0,517.0
2021-08-15 15:00:00,0.0,128.0,0.0,0.0,270.0,398.0,690.0,0.0,299.0,0.0,0.0,989.0,591.0
2021-08-15 16:00:00,0.0,62.0,0.0,0.0,239.0,301.0,755.0,0.0,435.0,0.0,0.0,1190.0,889.0
2021-08-15 17:00:00,0.0,51.0,0.0,0.0,221.0,272.0,732.0,0.0,442.0,0.0,0.0,1174.0,902.0
2021-08-15 18:00:00,0.0,22.0,0.0,0.0,203.0,225.0,727.0,0.0,478.0,0.0,0.0,1205.0,980.0
2021-08-15 19:00:00,0.0,50.0,0.0,0.0,215.0,265.0,676.0,0.0,414.0,0.0,0.0,1090.0,825.0
2021-08-15 20:00:00,0.0,94.0,0.0,0.0,246.0,340.0,670.0,0.0,364.0,0.0,0.0,1034.0,694.0
2021-08-15 21:00:00,0.0,93.0,0.0,0.0,307.0,400.0,604.0,0.0,315.0,0.0,0.0,919.0,519.0
2021-08-15 22:00:00,0.0,84.0,0.0,0.0,301.0,385.0,602.0,0.0,301.0,0.0,0.0,903.0,518.0
2021-08-15 23:00:00,0.0,184.0,0.0,0.0,400.0,584.0,530.0,0.0,125.0,0.0,0.0,655.0,71.0
2021-08-16 00:00:00,0,187,1,0,357,545,517,0,109,0,0,626,81
2021-08-16 01:00:00,0.0,282.0,212.0,0.0,391.0,885.0,304.0,0.0,0.0,0.0,0.0,304.0,-581.0
2021-08-16 02:00:00,0.0,268.0,184.0,0.0,372.0,824.0,344.0,0.0,0.0,0.0,0.0,344.0,-480.0
2021-08-16 03:00:00,0.0,290.0,271.0,0.0,401.0,962.0,298.0,0.0,0.0,0.0,0.0,298.0,-664.0
2021-08-16 04:00:00,0.0,280.0,274.0,0.0,388.0,942.0,280.0,0.0,0.0,0.0,0.0,280.0,-662.0
2021-08-16 05:00:00,0.0,257.0,260.0,0.0,358.0,875.0,278.0,0.0,0.0,0.0,0.0,278.0,-597.0
2021-08-16 06:00:00,0.0,204.0,147.0,0.0,299.0,650.0,349.0,0.0,0.0,0.0,0.0,349.0,-301.0
2021-08-16 07:00:00,0.0,131.0,16.0,0.0,267.0,414.0,380.0,0.0,7.0,0.0,0.0,387.0,-27.0
2021-08-16 08:00:00,0.0,30.0,0.0,0.0,169.0,199.0,348.0,0.0,121.0,0.0,0.0,469.0,270.0
2021-08-16 09:00:00,0.0,27.0,0.0,0.0,220.0,247.0,389.0,0.0,179.0,0.0,0.0,568.0,321.0
2021-08-16 10:00:00,0.0,49.0,0.0,0.0,236.0,285.0,469.0,0.0,230.0,0.0,0.0,699.0,414.0
2021-08-16 11:00:00,0.0,62.0,0.0,0.0,259.0,321.0,501.0,0.0,259.0,0.0,0.0,760.0,439.0
2021-08-16 12:00:00,0.0,74.0,0.0,0.0,272.0,346.0,500.0,0.0,245.0,0.0,0.0,745.0,399.0
2021-08-16 13:00:00,0.0,79.0,0.0,0.0,282.0,361.0,448.0,0.0,202.0,0.0,0.0,650.0,289.0
2021-08-16 14:00:00,0.0,101.0,0.0,0.0,314.0,415.0,419.0,0.0,162.0,0.0,0.0,581.0,166.0
2021-08-16 15:00:00,0.0,115.0,0.0,0.0,337.0,452.0,414.0,0.0,158.0,0.0,0.0,572.0,120.0
2021-08-16 16:00:00,0.0,115.0,0.0,0.0,305.0,420.0,273.0,0.0,74.0,0.0,0.0,347.0,-73.0
2021-08-16 17:00:00,0.0,167.0,5.0,0.0,397.0,569.0,238.0,0.0,15.0,0.0,0.0,253.0,-316.0
2021-08-16 18:00:00,0.0,219.0,95.0,0.0,470.0,784.0,143.0,0.0,0.0,0.0,0.0,143.0,-641.0
2021-08-16 19:00:00,0.0,230.0,128.0,0.0,451.0,809.0,114.0,0.0,0.0,0.0,0.0,114.0,-695.0
2021-08-16 20:00:00,0.0,229.0,114.0,0.0,448.0,791.0,133.0,0.0,0.0,0.0,0.0,133.0,-658.0
2021-08-16 21:00:00,0.0,234.0,119.0,0.0,471.0,824.0,120.0,0.0,0.0,0.0,0.0,120.0,-704.0
2021-08-16 22:00:00,0.0,243.0,140.0,0.0,474.0,857.0,140.0,0.0,0.0,0.0,0.0,140.0,-717.0
2021-08-16 23:00:00,0.0,326.0,261.0,0.0,556.0,1143.0,154.0,0.0,0.0,0.0,0.0,154.0,-989.0
2021-08-17 00:00:00,0,353,293,0,492,1138,204,0,0,0,0,204,-934
2021-08-17 01:00:00,0.0,369.0,379.0,0.0,441.0,1189.0,169.0,0.0,0.0,0.0,0.0,169.0,-1020.0
2021-08-17 02:00:00,0.0,337.0,307.0,0.0,464.0,1108.0,221.0,0.0,0.0,0.0,0.0,221.0,-887.0
2021-08-17 03:00:00,0.0,336.0,327.0,0.0,456.0,1119.0,228.0,0.0,0.0,0.0,0.0,228.0,-891.0
2021-08-17 04:00:00,0.0,330.0,355.0,0.0,427.0,1112.0,204.0,0.0,0.0,0.0,0.0,204.0,-908.0
2021-08-17 05:00:00,0.0,328.0,369.0,0.0,415.0,1112.0,200.0,0.0,0.0,0.0,0.0,200.0,-912.0
2021-08-17 06:00:00,0.0,293.0,326.0,0.0,416.0,1035.0,209.0,0.0,0.0,0.0,0.0,209.0,-826.0
2021-08-17 07:00:00,0.0,210.0,181.0,0.0,371.0,762.0,228.0,0.0,0.0,0.0,0.0,228.0,-534.0
2021-08-17 08:00:00,0.0,192.0,142.0,0.0,360.0,694.0,195.0,0.0,0.0,0.0,0.0,195.0,-499.0
2021-08-17 09:00:00,0.0,220.0,122.0,0.0,396.0,738.0,197.0,0.0,0.0,0.0,0.0,197.0,-541.0
2021-08-17 10:00:00,0.0,236.0,139.0,0.0,402.0,777.0,212.0,0.0,0.0,0.0,0.0,212.0,-565.0
2021-08-17 11:00:00,0.0,223.0,149.0,0.0,399.0,771.0,194.0,0.0,0.0,0.0,0.0,194.0,-577.0
2021-08-17 12:00:00,0.0,265.0,200.0,0.0,469.0,934.0,176.0,0.0,0.0,0.0,0.0,176.0,-758.0
2021-08-17 13:00:00,0.0,278.0,229.0,0.0,492.0,999.0,124.0,0.0,0.0,0.0,0.0,124.0,-875.0
2021-08-17 14:00:00,0.0,277.0,216.0,0.0,506.0,999.0,143.0,0.0,0.0,0.0,0.0,143.0,-856.0
2021-08-17 15:00:00,0.0,284.0,228.0,0.0,509.0,1021.0,168.0,0.0,0.0,0.0,0.0,168.0,-853.0
2021-08-17 16:00:00,0.0,308.0,283.0,0.0,504.0,1095.0,134.0,0.0,0.0,0.0,0.0,134.0,-961.0
2021-08-17 17:00:00,0.0,317.0,305.0,0.0,493.0,1115.0,123.0,0.0,0.0,0.0,0.0,123.0,-992.0
2021-08-17 18:00:00,5.0,343.0,383.0,0.0,546.0,1277.0,16.0,0.0,0.0,0.0,0.0,16.0,-1261.0
2021-08-17 19:00:00,0.0,335.0,325.0,0.0,546.0,1206.0,47.0,0.0,0.0,0.0,0.0,47.0,-1159.0
2021-08-17 20:00:00,0.0,308.0,283.0,0.0,491.0,1082.0,65.0,0.0,0.0,0.0,0.0,65.0,-1017.0
2021-08-17 21:00:00,0.0,317.0,279.0,0.0,535.0,1131.0,70.0,0.0,0.0,0.0,0.0,70.0,-1061.0
2021-08-17 22:00:00,0.0,335.0,232.0,0.0,523.0,1090.0,192.0,0.0,0.0,0.0,0.0,192.0,-898.0
2021-08-17 23:00:00,0.0,382.0,335.0,0.0,544.0,1261.0,175.0,0.0,0.0,0.0,0.0,175.0,-1086.0
2021-08-18 00:00:00,0,379,353,0,506,1238,169,0,0,0,0,169,-1069
2021-08-18 01:00:00,0.0,376.0,350.0,0.0,523.0,1249.0,226.0,0.0,0.0,0.0,0.0,226.0,-1023.0
2021-08-18 02:00:00,0.0,370.0,340.0,0.0,497.0,1207.0,263.0,0.0,0.0,0.0,0.0,263.0,-944.0
2021-08-18 03:00:00,0.0,384.0,404.0,0.0,501.0,1289.0,242.0,0.0,0.0,0.0,0.0,242.0,-1047.0
2021-08-18 04:00:00,0.0,393.0,444.0,0.0,481.0,1318.0,210.0,0.0,0.0,0.0,0.0,210.0,-1108.0
2021-08-18 05:00:00,0.0,367.0,439.0,0.0,439.0,1245.0,176.0,0.0,0.0,0.0,0.0,176.0,-1069.0
2021-08-18 06:00:00,0.0,340.0,411.0,0.0,405.0,1156.0,182.0,0.0,0.0,0.0,0.0,182.0,-974.0
2021-08-18 07:00:00,0.0,243.0,253.0,0.0,358.0,854.0,176.0,0.0,0.0,0.0,0.0,176.0,-678.0
2021-08-18 08:00:00,0.0,180.0,159.0,0.0,354.0,693.0,183.0,0.0,0.0,0.0,0.0,183.0,-510.0
2021-08-18 09:00:00,0.0,213.0,117.0,0.0,416.0,746.0,192.0,0.0,0.0,0.0,0.0,192.0,-554.0
2021-08-18 10:00:00,0.0,236.0,99.0,0.0,435.0,770.0,225.0,0.0,0.0,0.0,0.0,225.0,-545.0
2021-08-18 11:00:00,0.0,259.0,100.0,0.0,479.0,838.0,219.0,0.0,0.0,0.0,0.0,219.0,-619.0
2021-08-18 12:00:00,0.0,316.0,200.0,0.0,508.0,1024.0,171.0,0.0,0.0,0.0,0.0,171.0,-853.0
2021-08-18 13:00:00,0.0,355.0,314.0,0.0,495.0,1164.0,77.0,0.0,0.0,0.0,0.0,77.0,-1087.0
2021-08-18 14:00:00,0.0,354.0,307.0,0.0,518.0,1179.0,67.0,0.0,0.0,0.0,0.0,67.0,-1112.0
2021-08-18 15:00:00,0.0,355.0,323.0,0.0,501.0,1179.0,63.0,0.0,0.0,0.0,0.0,63.0,-1116.0
2021-08-18 16:00:00,4.0,356.0,390.0,0.0,502.0,1252.0,13.0,0.0,0.0,0.0,0.0,13.0,-1239.0
2021-08-18 17:00:00,6.0,349.0,411.0,0.0,521.0,1287.0,8.0,0.0,0.0,0.0,0.0,8.0,-1279.0
2021-08-18 18:00:00,46.0,352.0,435.0,0.0,554.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,-1387.0
2021-08-18 19:00:00,40.0,347.0,415.0,0.0,522.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,-1324.0
2021-08-18 20:00:00,1.0,297.0,305.0,0.0,477.0,1080.0,35.0,0.0,0.0,0.0,0.0,35.0,-1045.0
2021-08-18 21:00:00,0.0,309.0,285.0,0.0,489.0,1083.0,37.0,0.0,0.0,0.0,0.0,37.0,-1046.0
2021-08-18 22:00:00,0.0,317.0,245.0,0.0,486.0,1048.0,162.0,0.0,0.0,0.0,0.0,162.0,-886.0
2021-08-18 23:00:00,0.0,371.0,353.0,0.0,573.0,1297.0,95.0,0.0,0.0,0.0,0.0,95.0,-1202.0
2021-08-19 00:00:00,0,410,413,0,578,1401,96,0,0,0,0,96,-1305
2021-08-19 01:00:00,0.0,393.0,358.0,0.0,601.0,1352.0,204.0,0.0,0.0,0.0,0.0,204.0,-1148.0
2021-08-19 02:00:00,0.0,402.0,292.0,0.0,611.0,1305.0,297.0,0.0,0.0,0.0,0.0,297.0,-1008.0
2021-08-19 03:00:00,0.0,406.0,295.0,0.0,639.0,1340.0,316.0,0.0,0.0,0.0,0.0,316.0,-1024.0
2021-08-19 04:00:00,0.0,399.0,294.0,0.0,607.0,1300.0,320.0,0.0,0.0,0.0,0.0,320.0,-980.0
2021-08-19 05:00:00,0.0,374.0,312.0,0.0,542.0,1228.0,284.0,0.0,0.0,0.0,0.0,284.0,-944.0
2021-08-19 06:00:00,0.0,367.0,316.0,0.0,524.0,1207.0,288.0,0.0,0.0,0.0,0.0,288.0,-919.0
2021-08-19 07:00:00,0.0,278.0,123.0,0.0,497.0,898.0,372.0,0.0,0.0,0.0,0.0,372.0,-526.0
2021-08-19 08:00:00,0.0,194.0,4.0,0.0,457.0,655.0,408.0,0.0,29.0,0.0,0.0,437.0,-218.0
2021-08-19 09:00:00,0.0,202.0,0.0,0.0,474.0,676.0,430.0,0.0,91.0,0.0,0.0,521.0,-155.0
2021-08-19 10:00:00,0.0,240.0,0.0,0.0,498.0,738.0,456.0,0.0,98.0,0.0,0.0,554.0,-184.0
2021-08-19 11:00:00,0.0,290.0,0.0,0.0,564.0,854.0,429.0,0.0,39.0,0.0,0.0,468.0,-386.0
2021-08-19 12:00:00,0.0,334.0,41.0,0.0,609.0,984.0,380.0,0.0,1.0,0.0,0.0,381.0,-603.0
2021-08-19 13:00:00,0.0,328.0,78.0,0.0,574.0,980.0,345.0,0.0,0.0,0.0,0.0,345.0,-635.0
2021-08-19 14:00:00,0.0,341.0,133.0,0.0,551.0,1025.0,291.0,0.0,0.0,0.0,0.0,291.0,-734.0
2021-08-19 15:00:00,0.0,349.0,158.0,0.0,560.0,1067.0,272.0,0.0,0.0,0.0,0.0,272.0,-795.0
2021-08-19 16:00:00,0.0,340.0,169.0,0.0,534.0,1043.0,233.0,0.0,0.0,0.0,0.0,233.0,-810.0
2021-08-19 17:00:00,0.0,297.0,81.0,0.0,508.0,886.0,275.0,0.0,0.0,0.0,0.0,275.0,-611.0
2021-08-19 18:00:00,0.0,307.0,133.0,0.0,529.0,969.0,241.0,0.0,0.0,0.0,0.0,241.0,-728.0
2021-08-19 19:00:00,0.0,277.0,128.0,0.0,481.0,886.0,210.0,0.0,0.0,0.0,0.0,210.0,-676.0
2021-08-19 20:00:00,0.0,244.0,101.0,0.0,431.0,776.0,201.0,0.0,0.0,0.0,0.0,201.0,-575.0
2021-08-19 21:00:00,0.0,240.0,67.0,0.0,439.0,746.0,236.0,0.0,0.0,0.0,0.0,236.0,-510.0
2021-08-19 22:00:00,0.0,222.0,16.0,0.0,430.0,668.0,329.0,0.0,8.0,0.0,0.0,337.0,-331.0
2021-08-19 23:00:00,0.0,285.0,171.0,0.0,488.0,944.0,219.0,0.0,0.0,0.0,0.0,219.0,-725.0
2021-08-20 00:00:00,0,329,247,0,433,1009,177,0,0,0,0,177,-832
2021-08-20 01:00:00,0.0,337.0,209.0,0.0,490.0,1036.0,272.0,0.0,0.0,0.0,0.0,272.0,-764.0
2021-08-20 02:00:00,0.0,351.0,235.0,0.0,481.0,1067.0,271.0,0.0,0.0,0.0,0.0,271.0,-796.0
2021-08-20 03:00:00,0.0,372.0,263.0,0.0,536.0,1171.0,280.0,0.0,0.0,0.0,0.0,280.0,-891.0
2021-08-20 04:00:00,0.0,358.0,248.0,0.0,528.0,1134.0,292.0,0.0,0.0,0.0,0.0,292.0,-842.0
2021-08-20 05:00:00,0.0,322.0,183.0,0.0,497.0,1002.0,307.0,0.0,0.0,0.0,0.0,307.0,-695.0
2021-08-20 06:00:00,0.0,280.0,154.0,0.0,459.0,893.0,331.0,0.0,0.0,0.0,0.0,331.0,-562.0
2021-08-20 07:00:00,0.0,195.0,4.0,0.0,427.0,626.0,415.0,0.0,28.0,0.0,0.0,443.0,-183.0
2021-08-20 08:00:00,0.0,119.0,0.0,0.0,338.0,457.0,431.0,0.0,150.0,0.0,0.0,581.0,124.0
2021-08-20 09:00:00,0.0,126.0,0.0,0.0,355.0,481.0,484.0,0.0,275.0,0.0,0.0,759.0,278.0
2021-08-20 10:00:00,0.0,187.0,0.0,0.0,422.0,609.0,507.0,0.0,244.0,0.0,0.0,751.0,142.0
2021-08-20 11:00:00,0.0,229.0,0.0,0.0,448.0,677.0,486.0,0.0,160.0,0.0,0.0,646.0,-31.0
2021-08-20 12:00:00,0.0,271.0,0.0,0.0,493.0,764.0,464.0,0.0,69.0,0.0,0.0,533.0,-231.0
2021-08-20 13:00:00,0.0,265.0,0.0,0.0,484.0,749.0,449.0,0.0,62.0,0.0,0.0,511.0,-238.0
2021-08-20 14:00:00,0.0,240.0,0.0,0.0,470.0,710.0,446.0,0.0,72.0,0.0,0.0,518.0,-192.0
2021-08-20 15:00:00,0.0,226.0,0.0,0.0,438.0,664.0,446.0,0.0,79.0,0.0,0.0,525.0,-139.0
2021-08-20 16:00:00,0.0,244.0,3.0,0.0,449.0,696.0,414.0,0.0,24.0,0.0,0.0,438.0,-258.0
2021-08-20 17:00:00,0.0,225.0,12.0,0.0,422.0,659.0,320.0,0.0,7.0,0.0,0.0,327.0,-332.0
2021-08-20 18:00:00,0.0,209.0,17.0,0.0,393.0,619.0,317.0,0.0,6.0,0.0,0.0,323.0,-296.0
2021-08-20 19:00:00,0.0,187.0,18.0,0.0,405.0,610.0,271.0,0.0,10.0,0.0,0.0,281.0,-329.0
2021-08-20 20:00:00,0.0,180.0,3.0,0.0,429.0,612.0,297.0,0.0,33.0,0.0,0.0,330.0,-282.0
2021-08-20 21:00:00,0.0,185.0,1.0,0.0,420.0,606.0,284.0,0.0,35.0,0.0,0.0,319.0,-287.0
2021-08-20 22:00:00,0.0,183.0,4.0,0.0,400.0,587.0,357.0,0.0,59.0,0.0,0.0,416.0,-171.0
2021-08-20 23:00:00,0.0,253.0,139.0,0.0,433.0,825.0,231.0,0.0,0.0,0.0,0.0,231.0,-594.0
2021-08-21 00:00:00,0,252,142,0,382,776,267,0,0,0,0,267,-509
2021-08-21 01:00:00,0.0,300.0,258.0,0.0,477.0,1035.0,219.0,0.0,0.0,0.0,0.0,219.0,-816.0
2021-08-21 02:00:00,0.0,318.0,296.0,0.0,488.0,1102.0,208.0,0.0,0.0,0.0,0.0,208.0,-894.0
2021-08-21 03:00:00,0.0,317.0,300.0,0.0,492.0,1109.0,249.0,0.0,0.0,0.0,0.0,249.0,-860.0
2021-08-21 04:00:00,0.0,325.0,288.0,0.0,513.0,1126.0,273.0,0.0,0.0,0.0,0.0,273.0,-853.0
2021-08-21 05:00:00,0.0,320.0,285.0,0.0,528.0,1133.0,282.0,0.0,0.0,0.0,0.0,282.0,-851.0
2021-08-21 06:00:00,0.0,303.0,302.0,0.0,474.0,1079.0,262.0,0.0,0.0,0.0,0.0,262.0,-817.0
2021-08-21 07:00:00,0.0,207.0,131.0,0.0,394.0,732.0,357.0,0.0,0.0,0.0,0.0,357.0,-375.0
2021-08-21 08:00:00,0.0,160.0,12.0,0.0,355.0,527.0,454.0,0.0,12.0,0.0,0.0,466.0,-61.0
2021-08-21 09:00:00,0.0,158.0,0.0,0.0,363.0,521.0,485.0,0.0,55.0,0.0,0.0,540.0,19.0
2021-08-21 10:00:00,0.0,169.0,0.0,0.0,343.0,512.0,481.0,0.0,66.0,0.0,0.0,547.0,35.0
2021-08-21 11:00:00,0.0,204.0,4.0,0.0,365.0,573.0,424.0,0.0,22.0,0.0,0.0,446.0,-127.0
2021-08-21 12:00:00,0.0,226.0,15.0,0.0,399.0,640.0,410.0,0.0,6.0,0.0,0.0,416.0,-224.0
2021-08-21 13:00:00,0.0,227.0,33.0,0.0,392.0,652.0,390.0,0.0,1.0,0.0,0.0,391.0,-261.0
2021-08-21 14:00:00,0.0,251.0,82.0,0.0,408.0,741.0,367.0,0.0,0.0,0.0,0.0,367.0,-374.0
2021-08-21 15:00:00,0.0,233.0,72.0,0.0,406.0,711.0,362.0,0.0,0.0,0.0,0.0,362.0,-349.0
2021-08-21 16:00:00,0.0,207.0,62.0,0.0,377.0,646.0,334.0,0.0,0.0,0.0,0.0,334.0,-312.0
2021-08-21 17:00:00,0.0,131.0,0.0,0.0,309.0,440.0,379.0,0.0,70.0,0.0,0.0,449.0,9.0
2021-08-21 18:00:00,0.0,116.0,0.0,0.0,303.0,419.0,371.0,0.0,104.0,0.0,0.0,475.0,56.0
2021-08-21 19:00:00,0.0,102.0,0.0,0.0,296.0,398.0,393.0,0.0,147.0,0.0,0.0,540.0,142.0
2021-08-21 20:00:00,0.0,89.0,0.0,0.0,296.0,385.0,394.0,0.0,191.0,0.0,0.0,585.0,200.0
2021-08-21 21:00:00,0.0,78.0,0.0,0.0,296.0,374.0,377.0,0.0,194.0,0.0,0.0,571.0,197.0
2021-08-21 22:00:00,0.0,32.0,0.0,0.0,214.0,246.0,407.0,0.0,231.0,0.0,0.0,638.0,392.0
2021-08-21 23:00:00,0.0,123.0,0.0,0.0,281.0,404.0,354.0,0.0,62.0,0.0,0.0,416.0,12.0
2021-08-22 00:00:00,0,174,30,0,310,514,380,0,8,0,0,388,-126
2021-08-22 01:00:00,0.0,260.0,227.0,0.0,345.0,832.0,215.0,0.0,0.0,0.0,0.0,215.0,-617.0
2021-08-22 02:00:00,0.0,288.0,274.0,0.0,431.0,993.0,223.0,0.0,0.0,0.0,0.0,223.0,-770.0
2021-08-22 03:00:00,0.0,308.0,329.0,0.0,452.0,1089.0,207.0,0.0,0.0,0.0,0.0,207.0,-882.0
2021-08-22 04:00:00,0.0,292.0,335.0,0.0,430.0,1057.0,229.0,0.0,0.0,0.0,0.0,229.0,-828.0
2021-08-22 05:00:00,0.0,257.0,294.0,0.0,369.0,920.0,262.0,0.0,0.0,0.0,0.0,262.0,-658.0
2021-08-22 06:00:00,0.0,279.0,336.0,0.0,404.0,1019.0,250.0,0.0,0.0,0.0,0.0,250.0,-769.0
2021-08-22 07:00:00,0.0,237.0,279.0,0.0,347.0,863.0,299.0,0.0,0.0,0.0,0.0,299.0,-564.0
2021-08-22 08:00:00,0.0,180.0,166.0,0.0,316.0,662.0,432.0,0.0,0.0,0.0,0.0,432.0,-230.0
2021-08-22 09:00:00,0.0,200.0,146.0,0.0,366.0,712.0,463.0,0.0,0.0,0.0,0.0,463.0,-249.0
2021-08-22 10:00:00,0.0,243.0,139.0,0.0,393.0,775.0,502.0,0.0,0.0,0.0,0.0,502.0,-273.0
2021-08-22 11:00:00,0.0,240.0,146.0,0.0,369.0,755.0,529.0,0.0,0.0,0.0,0.0,529.0,-226.0
2021-08-22 12:00:00,0.0,226.0,133.0,0.0,377.0,736.0,504.0,0.0,0.0,0.0,0.0,504.0,-232.0
2021-08-22 13:00:00,0.0,230.0,149.0,0.0,356.0,735.0,476.0,0.0,0.0,0.0,0.0,476.0,-259.0
2021-08-22 14:00:00,0.0,221.0,109.0,0.0,347.0,677.0,478.0,0.0,0.0,0.0,0.0,478.0,-199.0
2021-08-22 15:00:00,0.0,217.0,98.0,0.0,331.0,646.0,400.0,0.0,0.0,0.0,0.0,400.0,-246.0
2021-08-22 16:00:00,0.0,206.0,119.0,0.0,342.0,667.0,392.0,0.0,0.0,0.0,0.0,392.0,-275.0
2021-08-22 17:00:00,0.0,169.0,96.0,0.0,206.0,471.0,379.0,0.0,0.0,0.0,0.0,379.0,-92.0
2021-08-22 18:00:00,0.0,143.0,39.0,0.0,232.0,414.0,395.0,0.0,1.0,0.0,0.0,396.0,-18.0
2021-08-22 19:00:00,0.0,84.0,0.0,0.0,210.0,294.0,466.0,0.0,101.0,0.0,0.0,567.0,273.0
2021-08-22 20:00:00,0.0,112.0,1.0,0.0,252.0,365.0,412.0,0.0,38.0,0.0,0.0,450.0,85.0
2021-08-22 21:00:00,0.0,158.0,74.0,0.0,243.0,475.0,329.0,0.0,0.0,0.0,0.0,329.0,-146.0
2021-08-22 22:00:00,0.0,136.0,36.0,0.0,234.0,406.0,342.0,0.0,1.0,0.0,0.0,343.0,-63.0
2021-08-22 23:00:00,0.0,214.0,174.0,0.0,400.0,788.0,266.0,0.0,0.0,0.0,0.0,266.0,-522.0
2021-08-23 00:00:00,0,220,136,0,398,754,353,0,0,0,0,353,-401
2021-08-23 01:00:00,0.0,267.0,298.0,0.0,362.0,927.0,265.0,0.0,0.0,0.0,0.0,265.0,-662.0
2021-08-23 02:00:00,0.0,262.0,313.0,0.0,355.0,930.0,268.0,0.0,0.0,0.0,0.0,268.0,-662.0
2021-08-23 03:00:00,0.0,246.0,263.0,0.0,334.0,843.0,333.0,0.0,0.0,0.0,0.0,333.0,-510.0
2021-08-23 04:00:00,0.0,207.0,222.0,0.0,298.0,727.0,384.0,0.0,0.0,0.0,0.0,384.0,-343.0
2021-08-23 05:00:00,0.0,195.0,218.0,0.0,274.0,687.0,375.0,0.0,0.0,0.0,0.0,375.0,-312.0
2021-08-23 06:00:00,0.0,180.0,226.0,0.0,274.0,680.0,355.0,0.0,0.0,0.0,0.0,355.0,-325.0
2021-08-23 07:00:00,0.0,108.0,64.0,0.0,224.0,396.0,446.0,0.0,1.0,0.0,0.0,447.0,51.0
2021-08-23 08:00:00,0.0,49.0,0.0,0.0,191.0,240.0,514.0,0.0,88.0,0.0,0.0,602.0,362.0
2021-08-23 09:00:00,0.0,38.0,0.0,0.0,220.0,258.0,537.0,0.0,136.0,0.0,0.0,673.0,415.0
2021-08-23 10:00:00,0.0,26.0,0.0,0.0,153.0,179.0,569.0,0.0,184.0,0.0,0.0,753.0,574.0
2021-08-23 11:00:00,0.0,51.0,0.0,0.0,189.0,240.0,558.0,0.0,164.0,0.0,0.0,722.0,482.0
2021-08-23 12:00:00,0.0,52.0,0.0,0.0,135.0,187.0,511.0,0.0,166.0,0.0,0.0,677.0,490.0
2021-08-23 13:00:00,0.0,136.0,0.0,0.0,235.0,371.0,393.0,0.0,54.0,0.0,0.0,447.0,76.0
2021-08-23 14:00:00,0.0,125.0,0.0,0.0,213.0,338.0,388.0,0.0,47.0,0.0,0.0,435.0,97.0
2021-08-23 15:00:00,0.0,128.0,2.0,0.0,224.0,354.0,349.0,0.0,22.0,0.0,0.0,371.0,17.0
2021-08-23 16:00:00,0.0,141.0,6.0,0.0,250.0,397.0,307.0,0.0,21.0,0.0,0.0,328.0,-69.0
2021-08-23 17:00:00,0.0,98.0,0.0,0.0,237.0,335.0,342.0,0.0,99.0,0.0,0.0,441.0,106.0
2021-08-23 18:00:00,0.0,106.0,3.0,0.0,266.0,375.0,275.0,0.0,38.0,0.0,0.0,313.0,-62.0
