"Date,""Total Activated Balancing Energy UP"",""Total Activated Balancing Energy Down"",""Total Activated Balancing Energy"",""Imbalance Price"",""mFRR Price Down"""
"2020-11-30 12:45:00,""363.372"",""106.39268"",""256.97932"",""145.29"",""-25"""
"2020-11-30 13:00:00,""369.35487"",""103.02756"",""266.32731"",""150.0099999"",""-24.87"""
"2020-11-30 13:15:00,""342.06051"",""105.71477"",""236.34574"",""145.2899999"",""-24.87"""
"2020-11-30 13:30:00,""337.768"",""109.39135"",""228.37665"",""145.27"",""-24.87"""
"2020-11-30 13:45:00,""289.326"",""95.24064"",""194.08536"",""145.25"",""-24.87"""
"2020-11-30 14:00:00,""255.67067"",""48.13748"",""207.53319"",""99.13807629"",""-25"""
"2020-11-30 14:15:00,""314.73088"",""89.01147"",""225.71941"",""145.2699999"",""-25"""
"2020-11-30 14:30:00,""334.07108"",""78.15263"",""255.91845"",""145.2699999"",""-25"""
"2020-11-30 14:45:00,""338.24267"",""98.80505"",""239.43762"",""145.2699999"",""-25"""
"2020-11-30 15:00:00,""293.42102"",""89.83394"",""203.58708"",""144.2199999"",""-24.88"""
"2020-11-30 15:15:00,""283.01991"",""89.93842"",""193.08149"",""144.2199999"",""-24.88"""
"2020-11-30 15:30:00,""274.572"",""112.42057"",""162.15143"",""114.72"",""-25.01"""
"2020-11-30 15:45:00,""220.6366"",""81.72704"",""138.90956"",""95.3278897"",""-25.01"""
"2020-11-30 16:00:00,""198.89751"",""129.96245"",""68.93506"",""95.36268387"",""-500"""
"2020-11-30 16:15:00,""168.03718"",""123.02101"",""45.01617"",""141"",""-500"""
"2020-11-30 16:30:00,""202.18133"",""80.12209"",""122.05924"",""141"",""-25"""
"2020-11-30 16:45:00,""223.1068"",""114.28764"",""108.81916"",""141"",""-25"""
"2020-11-30 17:00:00,""228.3489"",""166.98661"",""61.36229"",""95.22999996"",""-24.88"""
"2020-11-30 17:15:00,""222.28399"",""166.90059"",""55.3834"",""95.22999996"",""-24.88"""
"2020-11-30 17:30:00,""220.09784"",""139.70852"",""80.38932"",""96.18625907"",""-25"""
"2020-11-30 17:45:00,""221.87544"",""148.40186"",""73.47358"",""95.27151626"",""-25"""
"2020-11-30 18:00:00,""278.82895"",""152.61222"",""126.21673"",""145.3499583"",""-25"""
"2020-11-30 18:15:00,""277.79117"",""153.91972"",""123.87145"",""144.3896134"",""-25"""
"2020-11-30 18:30:00,""279.52901"",""160.00363"",""119.52538"",""95.23999999"",""-25"""
"2020-11-30 18:45:00,""265.65352"",""152.94167"",""112.71185"",""95.23019777"",""-25"""
"2020-11-30 19:00:00,""272.58868"",""126.86856"",""145.72012"",""148.7347484"",""-25.01"""
"2020-11-30 19:15:00,""265.82176"",""153.79956"",""112.0222"",""145.2599999"",""-25.01"""
"2020-11-30 19:30:00,""261.553"",""140.47112"",""121.08188"",""144.22"",""-25.01"""
"2020-11-30 19:45:00,""278.626"",""168.03096"",""110.59504"",""144.22"",""-25.01"""
"2020-11-30 20:00:00,""306.20552"",""130.10302"",""176.1025"",""901.0099994"",""-25.01"""
"2020-11-30 20:15:00,""291.17342"",""142.02108"",""149.15234"",""145.2376916"",""-25.01"""
"2020-11-30 20:30:00,""186.05927"",""135.34958"",""50.70969"",""95"",""-24.88"""
"2020-11-30 20:45:00,""195.20752"",""140.68493"",""54.52259"",""95.23999997"",""-24.88"""
"2020-11-30 21:00:00,""275.50218"",""108.58101"",""166.92117"",""145.2699999"",""-25.01"""
"2020-11-30 21:15:00,""311.53894"",""136.92997"",""174.60897"",""145.2399999"",""-25.01"""
"2020-11-30 21:30:00,""225.81743"",""151.70518"",""74.11225"",""145.2399999"",""-24.88"""
"2020-11-30 21:45:00,""201.25255"",""151.1968"",""50.05575"",""95.22999996"",""-24.88"""
"2020-11-30 22:00:00,""317.05146"",""107.58136"",""209.4701"",""145.2399999"",""-25"""
"2020-11-30 22:15:00,""284.53738"",""114.74346"",""169.79392"",""144.2199999"",""-25"""
"2020-11-30 22:30:00,""245.05036"",""113.75554"",""131.29482"",""97.59999997"",""-25"""
"2020-11-30 22:45:00,""234.1"",""138.99993"",""95.10007"",""95.24"",""-25"""
"2020-11-30 23:00:00,""262.65218"",""114.99514"",""147.65704"",""299.0099999"",""27.6"""
"2020-11-30 23:15:00,""234.056"",""103.92966"",""130.12634"",""249.89"",""27.6"""
"2020-11-30 23:30:00,""142.90576"",""97.49966"",""45.4061"",""299.0999999"",""-10"""
"2020-11-30 23:45:00,""127.56469"",""106.25436"",""21.31033"",""299.0999999"",""-10"""
"2020-12-01 00:00:00,""227.12656"",""74.42295"",""152.70361"",""4230"",""-2.05"""
"2020-12-01 00:15:00,""193.70312"",""64.29889"",""129.40423"",""299.1299999"",""-2.05"""
"2020-12-01 00:30:00,""231.46839"",""86.36307"",""145.10532"",""299.1299999"",""-2.05"""
"2020-12-01 00:45:00,""221.7367"",""112.01419"",""109.72251"",""299.1299999"",""-2.05"""
"2020-12-01 01:00:00,""290.30484"",""79.03717"",""211.26767"",""299.0999999"",""-2.05"""
"2020-12-01 01:15:00,""382.34413"",""78.66956"",""303.67457"",""299.0999997"",""-2.05"""
"2020-12-01 01:30:00,""294.84044"",""130.5953"",""164.24514"",""299.0999999"",""-199"""
"2020-12-01 01:45:00,""294.62486"",""130.57982"",""164.04504"",""299.0999999"",""-199"""
"2020-12-01 02:00:00,""307.32215"",""129.20539"",""178.11676"",""299.0699999"",""-199"""
"2020-12-01 02:15:00,""285.25954"",""129.73458"",""155.52496"",""299.0699999"",""-199"""
"2020-12-01 02:30:00,""289.86341"",""128.28981"",""161.5736"",""299.0999999"",""-199"""
"2020-12-01 02:45:00,""296.42445"",""128.25732"",""168.16713"",""299.0999999"",""-199"""
"2020-12-01 03:00:00,""275.71755"",""129.03706"",""146.68049"",""299.0699999"",""-199"""
"2020-12-01 03:15:00,""275.78012"",""127.48062"",""148.2995"",""299.0699999"",""-199"""
"2020-12-01 03:30:00,""287.42407"",""124.91024"",""162.51383"",""299.0699999"",""-199"""
"2020-12-01 03:45:00,""276.94949"",""126.13029"",""150.8192"",""299.0699999"",""-199"""
"2020-12-01 04:00:00,""255.47477"",""133.59252"",""121.88225"",""299.1299999"",""-199"""
"2020-12-01 04:15:00,""270.14328"",""130.392"",""139.75128"",""299.1299999"",""-199"""
"2020-12-01 04:30:00,""297.47133"",""132.888"",""164.58333"",""299.0399999"",""-199"""
"2020-12-01 04:45:00,""350.97213"",""160.74901"",""190.22312"",""299.0399998"",""-199"""
"2020-12-01 05:00:00,""252.89342"",""155.18647"",""97.70695"",""299.1599999"",""26.16"""
"2020-12-01 05:15:00,""241.64305"",""141.05765"",""100.5854"",""299.1599999"",""26.16"""
"2020-12-01 05:30:00,""291.03508"",""116.80927"",""174.22581"",""299.0999999"",""26.16"""
"2020-12-01 05:45:00,""302.39796"",""105.57639"",""196.82157"",""299.0999999"",""26.16"""
"2020-12-01 06:00:00,""212.37903"",""159.77134"",""52.60769"",""299.0399999"",""35.88"""
"2020-12-01 06:15:00,""229.30283"",""175.85235"",""53.45048"",""299.0699999"",""35.88"""
"2020-12-01 06:30:00,""260.62859"",""141.1166"",""119.51199"",""299.0399999"",""35.88"""
"2020-12-01 06:45:00,""296.63835"",""118.59443"",""178.04392"",""299.0399999"",""35.88"""
"2020-12-01 07:00:00,""246.96201"",""150.41064"",""96.55137"",""205.2499999"",""-25.03"""
"2020-12-01 07:15:00,""247.88651"",""149.9002"",""97.98631"",""205.2499999"",""35.88"""
"2020-12-01 07:30:00,""306.0819"",""176.18504"",""129.89686"",""205.2499999"",""35.88"""
"2020-12-01 07:45:00,""338.16788"",""147.399"",""190.76888"",""205.2499999"",""35.88"""
"2020-12-01 08:00:00,""343.78585"",""145.48388"",""198.30197"",""97.40101365"",""-25.01"""
"2020-12-01 08:15:00,""309.18814"",""139.49772"",""169.69042"",""97.23492715"",""-25.01"""
"2020-12-01 08:30:00,""335.45372"",""139.65379"",""195.79993"",""97.2894373"",""-24.9"""
"2020-12-01 08:45:00,""391.31559"",""131.23026"",""260.08533"",""97.16097572"",""-24.9"""
"2020-12-01 09:00:00,""379.14449"",""106.587"",""272.55749"",""95.69704771"",""-24.89"""
"2020-12-01 09:15:00,""320.54531"",""102.47809"",""218.06722"",""95.70633146"",""-24.89"""
"2020-12-01 09:30:00,""317.85525"",""107.64357"",""210.21168"",""97.6"",""-24.88"""
"2020-12-01 09:45:00,""312.58515"",""134.05209"",""178.53306"",""95.65037856"",""-24.88"""
"2020-12-01 10:00:00,""365.124"",""158.35348"",""206.77052"",""95.68"",""-25.01"""
"2020-12-01 10:15:00,""281.234"",""157.81609"",""123.41791"",""95.68"",""-25.01"""
"2020-12-01 10:30:00,""307.49942"",""135.8377"",""171.66172"",""95.68383621"",""-25.01"""
"2020-12-01 10:45:00,""243.73556"",""101.94697"",""141.78859"",""95.77252605"",""-25.01"""
"2020-12-01 11:00:00,""310.64429"",""109.26178"",""201.38251"",""95.69999999"",""-24.88"""
"2020-12-01 11:15:00,""223.78492"",""104.27063"",""119.51429"",""95.69999998"",""-24.88"""
"2020-12-01 11:30:00,""339.71345"",""101.50503"",""238.20842"",""95.69999998"",""-25"""
"2020-12-01 11:45:00,""270.10166"",""101.5"",""168.60166"",""95.69999999"",""-25"""
"2020-12-01 12:00:00,""335.64691"",""89.63345"",""246.01346"",""99.0441415"",""-25"""
"2020-12-01 12:15:00,""252.78226"",""97.71835"",""155.06391"",""98.92867367"",""-25"""
"2020-12-01 12:30:00,""272.03587"",""109.15088"",""162.88499"",""95.69999996"",""-25"""
"2020-12-01 12:45:00,""315.11364"",""129.64692"",""185.46672"",""97.46999999"",""-25"""
"2020-12-01 13:00:00,""400.42002"",""125.88701"",""274.53301"",""97.46999997"",""-24.87"""
"2020-12-01 13:15:00,""329.60475"",""134.2408"",""195.36395"",""95.69999998"",""-24.87"""
"2020-12-01 13:30:00,""404.05632"",""140.99258"",""263.06374"",""95.67999998"",""-24.87"""
"2020-12-01 13:45:00,""314.57015"",""141.48438"",""173.08577"",""95.67999999"",""-24.87"""
"2020-12-01 14:00:00,""329.83106"",""143.76928"",""186.06178"",""95.82756035"",""-25"""
"2020-12-01 14:15:00,""303.6"",""151.53261"",""152.06739"",""95.76818774"",""-25"""
"2020-12-01 14:30:00,""386.50409"",""147.39878"",""239.10531"",""95.78050915"",""-25"""
"2020-12-01 14:45:00,""262.00563"",""146.69461"",""115.31102"",""95.69149418"",""-25"""
"2020-12-01 15:00:00,""309.8397"",""130.09057"",""179.74913"",""97.43999997"",""-24.88"""
"2020-12-01 15:15:00,""327.81572"",""133.32579"",""194.48993"",""97.43999997"",""-24.88"""
"2020-12-01 15:30:00,""334.73044"",""128.11049"",""206.61995"",""97.43999998"",""-25"""
"2020-12-01 15:45:00,""326.93034"",""131.34488"",""195.58546"",""97.43999997"",""-25"""
"2020-12-01 16:00:00,""227.72475"",""152.03223"",""75.69252"",""97.44"",""-25"""
"2020-12-01 16:15:00,""227.93209"",""116.20654"",""111.72555"",""97.44132443"",""-25"""
"2020-12-01 16:30:00,""260.69757"",""110.51488"",""150.18269"",""95.64431747"",""-25"""
"2020-12-01 16:45:00,""303.41645"",""122.0182"",""181.39825"",""95.62877108"",""-25"""
"2020-12-01 17:00:00,""192.15423"",""103.5643"",""88.58993"",""94.82840122"",""-24.88"""
"2020-12-01 17:15:00,""173.70666"",""85.77806"",""87.9286"",""95.63999998"",""-24.88"""
"2020-12-01 17:30:00,""179.52157"",""87.7296"",""91.79197"",""94.82571698"",""-25"""
"2020-12-01 17:45:00,""270.97706"",""123.1249"",""147.85216"",""61.76870972"",""-300"""
"2020-12-01 18:00:00,""300.40827"",""143.09535"",""157.31292"",""79.28200744"",""-300"""
"2020-12-01 18:15:00,""297.2479"",""143.72498"",""153.52292"",""70.03123769"",""-300"""
"2020-12-01 18:30:00,""303.8588"",""141.10819"",""162.75061"",""69.60067972"",""-300"""
"2020-12-01 18:45:00,""293.49832"",""146.54258"",""146.95574"",""79.78081544"",""-300"""
"2020-12-01 19:00:00,""173.854"",""115.7418"",""58.1122"",""95.66"",""36.78"""
"2020-12-01 19:15:00,""210.71135"",""196.35036"",""14.36099"",""95.66251927"",""-300"""
"2020-12-01 19:30:00,""126.83883"",""122.25975"",""4.57908"",""97.43999995"",""36.78"""
"2020-12-01 19:45:00,""148.96472"",""114.10965"",""34.85507"",""97.43999995"",""36.78"""
"2020-12-01 20:00:00,""140.62777"",""62.82727"",""77.8005"",""97.4460786"",""36.78"""
"2020-12-01 20:15:00,""145.34537"",""85.22514"",""60.12023"",""95.65999997"",""36.78"""
"2020-12-01 20:30:00,""104.23086"",""85.31158"",""18.91928"",""95.65999999"",""36.78"""
"2020-12-01 20:45:00,""124.22461"",""98.18445"",""26.04016"",""95.65999997"",""36.78"""
"2020-12-01 21:00:00,""183.44241"",""85.68189"",""97.76052"",""95.67347267"",""36.78"""
"2020-12-01 21:15:00,""187.105"",""113.44693"",""73.65807"",""95.67"",""36.78"""
"2020-12-01 21:30:00,""180.933"",""134.29691"",""46.63609"",""95.67"",""36.78"""
"2020-12-01 21:45:00,""127.40998"",""129.09299"",""-1.68300999999998"",""8.62939676"",""36.78"""
"2020-12-01 22:00:00,""152.02112"",""90.84851"",""61.17261"",""95.62003799"",""36.78"""
"2020-12-01 22:15:00,""175.21376"",""115.9975"",""59.21626"",""95.66999994"",""36.78"""
"2020-12-01 22:30:00,""128.9305"",""126.94221"",""1.98828999999999"",""91.18080562"",""36.78"""
"2020-12-01 22:45:00,""126.28842"",""140.42633"",""-14.13791"",""-8.54212468"",""36.78"""
"2020-12-01 23:00:00,""224.65693"",""108.65508"",""116.00185"",""299.0999999"",""36.78"""
"2020-12-01 23:15:00,""188.35097"",""121.0053"",""67.34567"",""299.0099999"",""36.78"""
"2020-12-01 23:30:00,""137.63773"",""120.59356"",""17.04417"",""298.9699999"",""36.78"""
"2020-12-01 23:45:00,""135.64673"",""125.40845"",""10.23828"",""91.21421865"",""36.78"""
"2020-12-02 00:00:00,""166.66423"",""114.26997"",""52.39426"",""299.4999999"",""36.86"""
"2020-12-02 00:15:00,""146.69154"",""122.00618"",""24.68536"",""91.39999995"",""36.86"""
"2020-12-02 00:30:00,""130.23334"",""122.36748"",""7.86586"",""91.39999995"",""36.86"""
"2020-12-02 00:45:00,""120.18759"",""132.7547"",""-12.56711"",""-57.50722742"",""36.86"""
"2020-12-02 01:00:00,""96.99391"",""107.94192"",""-10.94801"",""27.42693583"",""36.86"""
"2020-12-02 01:15:00,""111.76933"",""96.96408"",""14.80525"",""91.39999998"",""36.86"""
"2020-12-02 01:30:00,""91.15862"",""93.71219"",""-2.55357000000001"",""26.32384872"",""36.86"""
"2020-12-02 01:45:00,""113.76234"",""105.22408"",""8.53825999999999"",""90.33999995"",""36.86"""
"2020-12-02 02:00:00,""109.511"",""70.25995"",""39.25105"",""90.2"",""39.79"""
"2020-12-02 02:15:00,""122.085"",""76.05283"",""46.03217"",""90.2"",""39.79"""
"2020-12-02 02:30:00,""120.28461"",""92.09751"",""28.1871"",""90.19999998"",""39.79"""
"2020-12-02 02:45:00,""76.987"",""79.98179"",""-2.99479000000001"",""38.35342951"",""39.79"""
"2020-12-02 03:00:00,""86.396"",""57.38432"",""29.01168"",""90.2"",""39"""
"2020-12-02 03:15:00,""97.74661"",""74.60246"",""23.14415"",""90.2"",""39"""
"2020-12-02 03:30:00,""58.256"",""64.49557"",""-6.23957"",""39"",""39"""
"2020-12-02 03:45:00,""95.89"",""69.48564"",""26.40436"",""90.2"",""39"""
"2020-12-02 04:00:00,""91.661"",""86.7128"",""4.9482"",""90.2"",""39.79"""
"2020-12-02 04:15:00,""100.842"",""89.07189"",""11.77011"",""64.79"",""39.79"""
"2020-12-02 04:30:00,""110.79811"",""80.2087"",""30.58941"",""90.2"",""39.79"""
"2020-12-02 04:45:00,""91.18366"",""70.52574"",""20.65792"",""86.15181837"",""39.79"""
"2020-12-02 05:00:00,""69.28963"",""120.43102"",""-51.14139"",""-108.7119517"",""36.86"""
"2020-12-02 05:15:00,""69.30085"",""95.9777"",""-26.67685"",""-3.24548425"",""36.86"""
"2020-12-02 05:30:00,""110.12211"",""92.68343"",""17.43868"",""95.95999994"",""36.86"""
"2020-12-02 05:45:00,""140.17225"",""87.31039"",""52.86186"",""998.9999996"",""36.86"""
"2020-12-02 06:00:00,""152.39452"",""171.31873"",""-18.92421"",""36.85999999"",""36.86"""
"2020-12-02 06:15:00,""136.98988"",""161.24555"",""-24.25567"",""36.86"",""36.86"""
"2020-12-02 06:30:00,""196.32697"",""173.20069"",""23.12628"",""95.95999999"",""36.86"""
"2020-12-02 06:45:00,""202.5105"",""141.15628"",""61.35422"",""95.96"",""36.86"""
"2020-12-02 07:00:00,""189.37154"",""189.85988"",""-0.488339999999994"",""-25.98999999"",""-25.99"""
"2020-12-02 07:15:00,""206.5595"",""195.02424"",""11.53526"",""95.96"",""-25.99"""
"2020-12-02 07:30:00,""240.64775"",""171.56289"",""69.08486"",""95.96360684"",""-25.99"""
"2020-12-02 07:45:00,""284.19802"",""171.76718"",""112.43084"",""96.01932786"",""-25.99"""
"2020-12-02 08:00:00,""235.31821"",""184.01082"",""51.30739"",""3000"",""-25.95"""
"2020-12-02 08:15:00,""292.72606"",""194.7275"",""97.99856"",""97.46717224"",""-25.99"""
"2020-12-02 08:30:00,""314.70514"",""162.27774"",""152.4274"",""97.47999997"",""36.86"""
"2020-12-02 08:45:00,""335.08154"",""156.03575"",""179.04579"",""97.47999997"",""36.86"""
"2020-12-02 09:00:00,""343.96354"",""169.70734"",""174.2562"",""97.44999999"",""36.86"""
"2020-12-02 09:15:00,""385.47425"",""173.75395"",""211.7203"",""97.69876299"",""36.86"""
"2020-12-02 09:30:00,""321.90867"",""132.90201"",""189.00666"",""3000"",""36.86"""
"2020-12-02 09:45:00,""328.77816"",""148.41604"",""180.36212"",""301.2999999"",""-25.95"""
"2020-12-02 10:00:00,""282.8966"",""172.30451"",""110.59209"",""103.2099999"",""-25.98"""
"2020-12-02 10:15:00,""272.92987"",""190.49084"",""82.43903"",""103.2099999"",""-26"""
"2020-12-02 10:30:00,""350.4455099"",""133.21697"",""217.2285399"",""103.2099999"",""36.86"""
"2020-12-02 10:45:00,""289.56128"",""93.94932"",""195.61196"",""103.2099999"",""36.86"""
"2020-12-02 11:00:00,""288.66374"",""187.54316"",""101.12058"",""98.83215539"",""-26"""
"2020-12-02 11:15:00,""292.58923"",""187.50686"",""105.08237"",""98.49569698"",""-26"""
"2020-12-02 11:30:00,""290.65123"",""187.45269"",""103.19854"",""98.4841814"",""-26"""
"2020-12-02 11:45:00,""283.7782999"",""187.2917"",""96.4865999"",""98.31802562"",""-26"""
"2020-12-02 12:00:00,""238.16707"",""188.90155"",""49.26552"",""96.94423565"",""-26.09"""
"2020-12-02 12:15:00,""252.87865"",""206.14987"",""46.72878"",""97.47137162"",""-26.09"""
"2020-12-02 12:30:00,""355.00311"",""209.74212"",""145.26099"",""97.45999999"",""-26.14"""
"2020-12-02 12:45:00,""346.86772"",""226.30408"",""120.56364"",""97.45999999"",""-26.14"""
"2020-12-02 13:00:00,""329.8831"",""204.4437"",""125.4394"",""97.76998603"",""-26.14"""
"2020-12-02 13:15:00,""325.96217"",""219.79108"",""106.17109"",""97.47900883"",""-26.14"""
"2020-12-02 13:30:00,""331.66278"",""234.57124"",""97.09154"",""97.46051362"",""-26.14"""
"2020-12-02 13:45:00,""334.72008"",""203.97496"",""130.74512"",""97.51252001"",""-26.14"""
"2020-12-02 14:00:00,""294.2765"",""182.75197"",""111.52453"",""140.04"",""-26.13"""
"2020-12-02 14:15:00,""328.74482"",""178.47746"",""150.26736"",""3000"",""-26.13"""
"2020-12-02 14:30:00,""261.30444"",""178.33818"",""82.96626"",""299"",""-26.13"""
"2020-12-02 14:45:00,""260.69222"",""178.3244"",""82.36782"",""299"",""-26.13"""
"2020-12-02 15:00:00,""260.90282"",""158.31165"",""102.59117"",""299"",""-26.13"""
"2020-12-02 15:15:00,""293.38059"",""189.53807"",""103.84252"",""298.6999999"",""-26.13"""
"2020-12-02 15:30:00,""343.15787"",""199.54346"",""143.61441"",""3000"",""-26.13"""
"2020-12-02 15:45:00,""336.12546"",""200.43891"",""135.68655"",""300.0999998"",""-26.13"""
"2020-12-02 16:00:00,""326.16481"",""210.6863"",""115.47851"",""3000"",""-26.12"""
"2020-12-02 16:15:00,""329.6546"",""191.91178"",""137.74282"",""1200"",""-26.12"""
"2020-12-02 16:30:00,""327.1635"",""160.25574"",""166.90776"",""3000"",""-26.16"""
"2020-12-02 16:45:00,""345.93593"",""157.19003"",""188.7459"",""3000"",""-26.15"""
"2020-12-02 17:00:00,""351.96687"",""156.20175"",""195.76512"",""3000"",""-25.96"""
"2020-12-02 17:15:00,""352.48572"",""152.06151"",""200.42421"",""3000"",""-25.96"""
"2020-12-02 17:30:00,""352.08316"",""152.04856"",""200.0346"",""3000"",""-25.96"""
"2020-12-02 17:45:00,""350.29885"",""152.89851"",""197.40034"",""3000"",""-25.96"""
"2020-12-02 18:00:00,""317.61221"",""173.07536"",""144.53685"",""3000"",""-24.89"""
"2020-12-02 18:15:00,""312.50461"",""178.28639"",""134.21822"",""3000"",""-24.89"""
"2020-12-02 18:30:00,""301.97184"",""174.45255"",""127.51929"",""3000"",""-24.89"""
"2020-12-02 18:45:00,""297.04094"",""178.40881"",""118.63213"",""3000"",""-24.89"""
"2020-12-02 19:00:00,""288.31492"",""206.91452"",""81.4004"",""1200"",""-25.03"""
"2020-12-02 19:15:00,""246.03057"",""199.57323"",""46.45734"",""1200"",""-25.03"""
"2020-12-02 19:30:00,""202.60543"",""170.48656"",""32.11887"",""1200"",""-25.03"""
"2020-12-02 19:45:00,""202.69504"",""195.16309"",""7.53194999999999"",""1200"",""-25.03"""
"2020-12-02 20:00:00,""233.3164"",""189.97859"",""43.33781"",""1200"",""-25.02"""
"2020-12-02 20:15:00,""239.19704"",""226.37149"",""12.82555"",""1200"",""-25.02"""
"2020-12-02 20:30:00,""152.04347"",""217.9567"",""-65.91323"",""-23.62117948"",""-25"""
"2020-12-02 20:45:00,""130.57388"",""224.14844"",""-93.57456"",""-23.92868338"",""-25"""
"2020-12-02 21:00:00,""267.59304"",""207.74032"",""59.85272"",""1200"",""-25.01"""
"2020-12-02 21:15:00,""208.82255"",""215.59428"",""-6.77172999999999"",""-26.14649714"",""-25.01"""
"2020-12-02 21:30:00,""178.96925"",""221.4491"",""-42.47985"",""-25.72803481"",""-25.01"""
"2020-12-02 21:45:00,""157.81388"",""211.3108"",""-53.49692"",""-25.84427976"",""-25.01"""
"2020-12-02 22:00:00,""227.67578"",""155.65524"",""72.02054"",""95.97598053"",""-25.04"""
"2020-12-02 22:15:00,""241.0185"",""163.82677"",""77.19173"",""97.51058619"",""-25.04"""
"2020-12-02 22:30:00,""191.058"",""193.47825"",""-2.42025000000001"",""-26.78206737"",""-25.01"""
"2020-12-02 22:45:00,""179.15105"",""204.9533099"",""-25.8022599"",""-25.90268889"",""-25.04"""
"2020-12-02 23:00:00,""188.65478"",""132.26"",""56.39478"",""299.7999999"",""36.86"""
"2020-12-02 23:15:00,""166.21758"",""152.19735"",""14.02023"",""298.6999999"",""36.86"""
"2020-12-02 23:30:00,""126.77434"",""155.22743"",""-28.45309"",""36.15984343"",""36.16"""
"2020-12-02 23:45:00,""87.00347"",""150.8289"",""-63.82543"",""36.78082708"",""36.86"""
"2020-12-03 00:00:00,""224.79782"",""163.4720599"",""61.3257601"",""998.9999996"",""36.16"""
"2020-12-03 00:15:00,""226.1721"",""155.81115"",""70.36095"",""999"",""36.16"""
"2020-12-03 00:30:00,""167.59226"",""159.62343"",""7.96883"",""302.1599999"",""-99"""
"2020-12-03 00:45:00,""147.16555"",""141.55725"",""5.60829999999999"",""117.2499999"",""-99"""
"2020-12-03 01:00:00,""179.6154"",""151.58143"",""28.03397"",""119.7699999"",""-99"""
"2020-12-03 01:15:00,""186.88224"",""160.50538"",""26.37686"",""121.0299999"",""-99"""
"2020-12-03 01:30:00,""179.09019"",""159.44101"",""19.64918"",""117.2499999"",""-99"""
"2020-12-03 01:45:00,""185.16956"",""160.27015"",""24.89941"",""118.5099999"",""-99"""
"2020-12-03 02:00:00,""167.60927"",""130.41056"",""37.19871"",""118.5099999"",""-99"""
"2020-12-03 02:15:00,""144.23654"",""129.70994"",""14.5266"",""91.39999995"",""-99"""
"2020-12-03 02:30:00,""154.42371"",""132.64044"",""21.78327"",""118.5099999"",""-99"""
"2020-12-03 02:45:00,""143.56133"",""137.0289199"",""6.53241009999999"",""115.9899999"",""-99"""
"2020-12-03 03:00:00,""119.79682"",""103.45293"",""16.34389"",""91.39999993"",""-99"""
"2020-12-03 03:15:00,""137.54719"",""105.32917"",""32.21802"",""91.39999995"",""-99"""
"2020-12-03 03:30:00,""129.6333299"",""109.989"",""19.6443299"",""91.39999997"",""-99"""
"2020-12-03 03:45:00,""113.59898"",""116.604"",""-3.00502"",""-99"",""-99"""
"2020-12-03 04:00:00,""115.0927"",""134.29078"",""-19.19808"",""-99"",""-99"""
"2020-12-03 04:15:00,""147.53297"",""89.08776"",""58.44521"",""115.9899999"",""36.16"""
"2020-12-03 04:30:00,""134.73437"",""126.76921"",""7.96516000000001"",""91.39999994"",""-99"""
"2020-12-03 04:45:00,""181.18359"",""131.58798"",""49.59561"",""302.1399999"",""-99"""
"2020-12-03 05:00:00,""146.22252"",""161.36601"",""-15.14349"",""-105.429644"",""-99"""
"2020-12-03 05:15:00,""154.0787"",""163.59208"",""-9.51338000000001"",""-105.6699072"",""-99"""
"2020-12-03 05:30:00,""176.1094"",""163.08398"",""13.02542"",""118.9644208"",""-99"""
"2020-12-03 05:45:00,""203.07282"",""174.38252"",""28.6903"",""123.8626449"",""-99"""
"2020-12-03 06:00:00,""109.52528"",""137.60715"",""-28.08187"",""-99"",""-99"""
"2020-12-03 06:15:00,""113.84812"",""152.28632"",""-38.4382"",""-99"",""-99"""
"2020-12-03 06:30:00,""148.75722"",""129.37574"",""19.38148"",""127.6251022"",""36.86"""
"2020-12-03 06:45:00,""177.74225"",""140.00694"",""37.73531"",""136.976662"",""36.86"""
"2020-12-03 07:00:00,""207.72334"",""232.50446"",""-24.78112"",""-150.0099999"",""-150.01"""
"2020-12-03 07:15:00,""181.74135"",""206.23933"",""-24.49798"",""-150"",""-150"""
"2020-12-03 07:30:00,""184.25857"",""204.80745"",""-20.54888"",""-149.9599999"",""-149.96"""
"2020-12-03 07:45:00,""219.49624"",""208.72867"",""10.76757"",""302.1105018"",""-149.95"""
"2020-12-03 08:00:00,""179.38394"",""211.60565"",""-32.22171"",""-149.9499999"",""-149.95"""
"2020-12-03 08:15:00,""191.57508"",""217.36238"",""-25.7873"",""-149.9499999"",""-149.95"""
"2020-12-03 08:30:00,""197.4562"",""202.21773"",""-4.76152999999999"",""-149.9499999"",""-149.95"""
"2020-12-03 08:45:00,""219.239"",""210.24529"",""8.99370999999999"",""305.6099999"",""-149.95"""
"2020-12-03 09:00:00,""281.12603"",""216.92899"",""64.19704"",""305.6299999"",""-149.95"""
"2020-12-03 09:15:00,""288.2089"",""217.39676"",""70.81214"",""3000"",""36.86"""
"2020-12-03 09:30:00,""266.17671"",""211.80546"",""54.37125"",""302.1499999"",""36.86"""
"2020-12-03 09:45:00,""285.30151"",""209.20983"",""76.09168"",""302.1499999"",""36.86"""
"2020-12-03 10:00:00,""304.10904"",""236.54181"",""67.56723"",""302.1499999"",""36.86"""
"2020-12-03 10:15:00,""305.94928"",""233.79807"",""72.15121"",""302.1499999"",""36.86"""
"2020-12-03 10:30:00,""319.20974"",""242.21848"",""76.99126"",""345"",""36.86"""
