"Date,""MCP"",""Buy_Exports_GR-TR"",""Buy_HV_LOAD"",""Buy_LOSSES_LOAD"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Sell_Imports_AL-GR"",""Sell_Imports_BG-GR"",""Sell_Imports_MK-GR"",""Sell_Imports_TR-GR"",""Sell__SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Exports_GR-BG"",""Buy_Exports_GR-MK"",""Buy_Exports_GR-AL"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"",""Buy_PUMP_LOAD"",""Buy_Imports_IT-GR"",""Sell_Exports_GR-IT"",""Buy_CRETE LOAD_LOAD"",""Sell_CRETE CONVENTIONAL_SUPPLY"",""Sell_CRETE RENEWABLES_SUPPLY"""
"2021-05-16 18:00:00,""68.68"",NULL,""826.947"",""116"",""2976.918"",""813.049"",""290"",""220.2"",""339"",""50"",NULL,""820"",NULL,""1834.758"",""1275.232"",NULL,NULL,NULL,""96.3"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-16 19:00:00,""72.99"",NULL,""831.938"",""127"",""3244.783"",""835.243"",""299"",""200"",""293"",""50"",NULL,""1086"",NULL,""1845.025"",""1190.993"",NULL,NULL,NULL,NULL,""75"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-16 20:00:00,""79.51"",NULL,""829.948"",""133"",""3546.76"",""873.145"",""299"",""177.4"",""258.869"",""50"",NULL,""1090"",NULL,""1861.556"",""1197.673"",NULL,NULL,NULL,NULL,""448.4"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-16 21:00:00,""78"",NULL,""815.949"",""123.5"",""3226.549"",""835.676"",""300"",""91.2"",""340"",""50"",NULL,""868"",NULL,""1858.959"",""1130.808"",NULL,NULL,NULL,NULL,""362.7"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-16 22:00:00,""74.81"",NULL,""823.941"",""114"",""2917.097"",""802.611"",""288"",""13.3"",""260"",""50"",NULL,""493"",NULL,""1994.373"",""1058.988"",NULL,NULL,NULL,NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-16 23:00:00,""69.05"",NULL,""822.861"",""102.5"",""2529.491"",""764.782"",""287"",""54.3"",""262"",""50"",NULL,""118"",NULL,""1966.476"",""981.819"",NULL,NULL,NULL,NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 00:00:00,""60.51"",NULL,""878.085"",""95.5"",""2257.579"",""740.066"",""431"",NULL,""322"",""50"",NULL,""38"",""195"",""1677.9"",""820.258"",NULL,NULL,NULL,NULL,""437.1"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 01:00:00,""53.03"",NULL,""889.861"",""91"",""2141.013"",""729.125"",""431"",NULL,""333"",""50"",NULL,""38"",""195"",""1613.9"",""781.419"",NULL,NULL,NULL,NULL,""408.7"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 02:00:00,""48.56"",NULL,""892.862"",""88.5"",""2064.444"",""723.367"",""366"",NULL,""268"",""50"",NULL,""38"",""195"",""1613.9"",""772.976"",NULL,NULL,NULL,NULL,""465.3"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 03:00:00,""49.85"",NULL,""899.864"",""88"",""2035.269"",""734.192"",""393.681"",NULL,""302.069"",""50"",NULL,""38"",""195"",""1613.9"",""774.675"",NULL,NULL,NULL,NULL,""500"",""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-17 04:00:00,""54.99"",NULL,""886.861"",""91"",""2121.664"",""791.617"",""431"",NULL,""341"",""50"",NULL,""38"",""195"",""1613.9"",""761.063"",NULL,NULL,NULL,NULL,""500"",""38.821"",NULL,NULL,NULL,NULL,NULL"
"2021-05-17 05:00:00,""63.7"",NULL,""885.861"",""97"",""2291.726"",""929.051"",""431"",NULL,""374.297"",""50"",NULL,""78"",""195"",""1806.075"",""769.266"",NULL,NULL,NULL,NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 06:00:00,""74.41"",NULL,""876.045"",""105.5"",""2647.358"",""1100.422"",""431"",NULL,""300"",""50"",NULL,""528"",""195"",""2193.786"",""917.723"",NULL,""33"",NULL,NULL,""146.8"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 07:00:00,""85.12"",NULL,""872.293"",""109"",""3047.065"",""1253.486"",""433"",NULL,""235"",""50"",NULL,""726"",""195"",""2308.312"",""1316.844"",NULL,""108"",NULL,NULL,""125.7"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 08:00:00,""88.94"",NULL,""846.795"",""105"",""3397.025"",""1324.477"",""423"",NULL,""274"",""50"",NULL,""1166.299"",""195"",""2397.967"",""1840.031"",NULL,""173"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 09:00:00,""78.81"",NULL,""806.799"",""98.5"",""3604.127"",""1369.117"",""423"",NULL,""209.85"",""50"",NULL,""848"",""195"",""2375.361"",""2345.585"",NULL,""208"",NULL,""360.3"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 10:00:00,""64.5"",NULL,""777.402"",""94"",""3726.342"",""1389.968"",""351"",NULL,""106"",""50"",NULL,""708"",""195"",""2013.627"",""2798.174"",NULL,""380"",NULL,NULL,""145.9"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 11:00:00,""59.58"",NULL,""757.695"",""91.5"",""3770.399"",""1398.018"",""366"",NULL,""90"",""50"",NULL,""313"",""195"",""1758.131"",""3193.481"",NULL,""423"",""25"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 12:00:00,""59.58"",NULL,""738.695"",""90"",""3750.982"",""1398.95"",""431"",NULL,""89"",""50"",NULL,""138"",""195"",""1440.076"",""3513.094"",NULL,""352.543"",""25"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 13:00:00,""25"",""141.984"",""736.695"",""85"",""3513.821"",""1367.352"",""416"",NULL,""90"",""50"",NULL,""64"",""195"",""1343.9"",""3687.952"",NULL,""457"",""45"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 14:00:00,""10"",""181"",""730.695"",""83"",""3302.258"",""1311.43"",""431"",NULL,""85"",""50"",NULL,""38"",""195"",""1343.9"",""3702.052"",NULL,""426"",""45"",NULL,""234.4"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 15:00:00,""31.99"",""148.182"",""729.697"",""86"",""3120.915"",""1250.091"",""431"",NULL,""89"",""50"",NULL,""38"",""195"",""1418.9"",""3530.83"",NULL,""438"",""45"",NULL,""65.2"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 16:00:00,""61.26"",NULL,""727.698"",""97.5"",""3086.985"",""1211.64"",""451"",NULL,""124"",""50"",NULL,""114"",""195"",""1815.747"",""3104.965"",NULL,""185.889"",""45"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 17:00:00,""66.04"",NULL,""716.361"",""111.5"",""3212.026"",""1198.366"",""437.037"",NULL,""174.955"",""50"",NULL,""399"",""195"",""2138.111"",""2551.15"",NULL,""187"",""20"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 18:00:00,""66.32"",NULL,""708.361"",""124.5"",""3331.424"",""1187.2"",""456"",NULL,""109"",""50"",NULL,""948"",""195"",""2382.779"",""2039.68"",NULL,""308.974"",""20"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 19:00:00,""80"",NULL,""713.361"",""136"",""3606.597"",""1194.767"",""496"",NULL,""146"",""50"",NULL,""1034"",""195"",""2596.172"",""1818.553"",NULL,""165"",""20"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 20:00:00,""88.92"",NULL,""732.363"",""140"",""3853.721"",""1176.459"",""443"",NULL,""146"",""50"",NULL,""1156.445"",""195"",""2628.247"",""1732.067"",NULL,""130"",NULL,""318.2"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 21:00:00,""82.13"",NULL,""726.361"",""127.5"",""3451.745"",""1083.243"",""476"",NULL,""153"",""50"",NULL,""803"",""195"",""2611.839"",""1652.241"",NULL,""52.231"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 22:00:00,""82"",NULL,""867.861"",""118.5"",""3032.157"",""1012.149"",""431"",NULL,""285"",""50"",NULL,""413"",""195"",""2611.524"",""1584.914"",NULL,""38"",""6"",""495.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-17 23:00:00,""76.73"",NULL,""892.862"",""107.5"",""2618.479"",""964.929"",""431"",NULL,""394.231"",""50"",NULL,""38"",""195"",""2450.323"",""1553.216"",NULL,""3"",""25"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 00:00:00,""68"",NULL,""875.944"",""99.5"",""2255.635"",""917.76"",""404"",NULL,""135"",""50"",NULL,""64"",""195"",""2098.923"",""1487.196"",NULL,""67"",""20"",""198.3"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 01:00:00,""62"",NULL,""889.938"",""96.5"",""2142.726"",""899.316"",""469"",NULL,""136"",""50"",NULL,""64"",""195"",""1987.383"",""1408.957"",NULL,""63"",""20"",""198.9"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 02:00:00,""59.66"",NULL,""893.489"",""94.5"",""2075.754"",""885.867"",""469"",NULL,""146"",""50"",NULL,""64"",""195"",""1811.9"",""1334.234"",NULL,""63"",""20"",""37.5"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 03:00:00,""56.68"",NULL,""900.498"",""94.5"",""2037.427"",""887.729"",""469"",NULL,""166"",""50"",NULL,""64"",""195"",""1759.9"",""1276.854"",NULL,""63"",""20"",NULL,""22.4"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 04:00:00,""59.92"",NULL,""887.498"",""97"",""2143.514"",""918.605"",""469"",NULL,""196"",""50"",NULL,""64"",""195"",""1842.9"",""1234.978"",NULL,""113"",""20"",NULL,""127.7"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 05:00:00,""67.21"",NULL,""879.607"",""102"",""2271.943"",""1013.504"",""469"",NULL,""202"",""50"",NULL,""90"",""195"",""2614.624"",""1238.202"",NULL,""113"",""20"",""458.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 06:00:00,""76.46"",NULL,""877.878"",""111"",""2662.98"",""1170.681"",""469"",NULL,""227"",""50"",NULL,""379"",""195"",""2766.255"",""1391.284"",NULL,""155"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 07:00:00,""84.16"",NULL,""872.856"",""112"",""3071.479"",""1305.518"",""463"",NULL,""201"",""50"",NULL,""676"",""195"",""2624.141"",""1798.712"",NULL,""127"",""19"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 08:00:00,""86.97"",NULL,""847.347"",""107"",""3442.461"",""1384.399"",""463"",NULL,""119"",""50"",NULL,""973"",""195"",""2500.59"",""2301.617"",NULL,""302"",""19"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 09:00:00,""73.56"",NULL,""811.085"",""99.5"",""3682.726"",""1426.499"",""463"",NULL,""107"",""50"",NULL,""921.793"",""195"",""2296.325"",""2768.692"",NULL,""263"",""19"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 10:00:00,""73.56"",NULL,""775.085"",""95.5"",""3784.067"",""1437.61"",""474"",NULL,""105"",""50"",NULL,""692.668"",""195"",""2243.9"",""3113.694"",NULL,""276"",""6"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 11:00:00,""69.83"",NULL,""757.075"",""94"",""3849.994"",""1444.366"",""319"",NULL,""128"",""50"",NULL,""309"",""195"",""2632.745"",""3309.69"",NULL,""263"",""35"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 12:00:00,""69.83"",NULL,""738.079"",""93"",""3834.423"",""1442.885"",""332"",NULL,""155"",""50"",NULL,""124"",""195"",""2639.519"",""3390.868"",NULL,""243"",""35"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 13:00:00,""64.5"",NULL,""736.081"",""90"",""3647.602"",""1418.252"",""274"",NULL,""160"",""50"",NULL,""64"",""195"",""2490.265"",""3375.67"",NULL,""182"",""35"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 14:00:00,""60"",""5"",""730.081"",""88"",""3457.589"",""1359.106"",""279"",NULL,""109"",""50"",NULL,""64"",""195"",""2318.9"",""3205.948"",NULL,""151"",""35"",""396.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 15:00:00,""60.82"",NULL,""729.072"",""90"",""3307.638"",""1297.947"",""303"",NULL,""121"",""50"",NULL,""64"",""195"",""2327.263"",""2873.304"",NULL,""136"",""35"",""337.9"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 16:00:00,""69.83"",NULL,""725.938"",""100"",""3283.785"",""1249.271"",""431"",NULL,""191"",""50"",NULL,""110"",""195"",""2695.852"",""2363.142"",NULL,""142"",""35"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 17:00:00,""74.2"",NULL,""708.745"",""114"",""3313.208"",""1224.617"",""500"",NULL,""158"",""50"",NULL,""315"",""195"",""2789.9"",""1718.502"",NULL,""90"",NULL,""275.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 18:00:00,""80"",NULL,""700.744"",""129.5"",""3402.184"",""1205.543"",""500"",NULL,""120"",""50"",NULL,""1005"",""195"",""2536.363"",""1152.873"",NULL,""112"",""9"",""0.3"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 19:00:00,""88.24"",NULL,""707.492"",""140"",""3628.408"",""1189.6"",""500"",NULL,""100"",""50"",NULL,""1156"",""195"",""3030.999"",""913.055"",NULL,""57"",""9"",""213.6"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 20:00:00,""89.95"",NULL,""726.503"",""145"",""3875.6"",""1167.764"",""491"",NULL,""116"",""50"",NULL,""1066"",""195"",""3050.354"",""844.148"",NULL,""122"",""19"",NULL,""243.4"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 21:00:00,""87.98"",NULL,""720.505"",""132"",""3500.956"",""1079.066"",""500"",NULL,""96"",""50"",NULL,""810"",""195"",""3045.336"",""778.593"",NULL,""135"",""19"",NULL,""111.6"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 22:00:00,""83.7"",NULL,""868.504"",""123.5"",""3138.805"",""1018.463"",""435"",NULL,""114"",""50"",NULL,""430"",""195"",""3042.242"",""710.951"",NULL,""40"",""19"",NULL,""231.1"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-18 23:00:00,""78.92"",NULL,""893.505"",""112.5"",""2787.69"",""978.462"",""477"",NULL,""173"",""50"",NULL,""38"",""195"",""2995.332"",""661.953"",NULL,""46"",NULL,NULL,""227.9"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 00:00:00,""72.59"",NULL,""875.277"",""127.5"",""2370.974"",""941.933"",""476"",NULL,""452"",""50"",NULL,""74"",""195"",""2479.571"",""581.428"",NULL,NULL,NULL,NULL,""7.7"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 01:00:00,""65.82"",NULL,""891.27"",""133.5"",""2224.545"",""909.216"",""489"",NULL,""423.855"",""50"",NULL,""76"",""195"",""2188.809"",""549.612"",NULL,NULL,NULL,NULL,""186.3"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 02:00:00,""63.1"",NULL,""894.28"",""131"",""2163.404"",""899.763"",""483"",NULL,""464"",""50"",NULL,""76"",""195"",""2123.038"",""530.095"",NULL,NULL,NULL,NULL,""167.3"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 03:00:00,""62.08"",NULL,""902.266"",""133.5"",""2121.096"",""900.042"",""490"",NULL,""444"",""50"",NULL,""76"",""195"",""2115.993"",""512.525"",NULL,NULL,NULL,NULL,""173.4"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 04:00:00,""63.82"",NULL,""888.707"",""131.5"",""2206.68"",""932.544"",""490"",NULL,""445"",""50"",NULL,""76"",""195"",""2127.007"",""465.004"",NULL,NULL,NULL,NULL,""311.4"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 05:00:00,""69.8"",NULL,""890.724"",""128.5"",""2313.048"",""1023.61"",""490"",NULL,""451"",""50"",NULL,""64"",""195"",""2440.588"",""463.132"",NULL,NULL,NULL,NULL,""202.2"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 06:00:00,""82.96"",NULL,""876.862"",""136.5"",""2682.37"",""1173.506"",""500"",NULL,""249"",""50"",NULL,""699"",""195"",""2573.127"",""640.225"",NULL,""62"",NULL,NULL,""24.9"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 07:00:00,""90.25"",NULL,""876.315"",""141"",""3122.326"",""1304.513"",""456"",NULL,""208"",""50"",NULL,""1560.968"",""195"",""2585.92"",""1126.266"",NULL,""238"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 08:00:00,""91.85"",NULL,""851.314"",""145"",""3448.097"",""1375.462"",""469"",NULL,""210"",""50"",NULL,""1286.735"",""240"",""2578.483"",""1694.655"",NULL,""209"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 09:00:00,""86.84"",NULL,""812.316"",""144.5"",""3658.741"",""1421.466"",""469"",NULL,""185"",""50"",NULL,""1126"",""195"",""2553.197"",""2203.887"",NULL,""245.061"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 10:00:00,""69.79"",NULL,""780.8"",""148"",""3810.375"",""1438.532"",""446"",NULL,""40"",""50"",NULL,""986"",""275"",""2391.765"",""2639.526"",NULL,""323"",""20"",""307.6"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 11:00:00,""68.18"",NULL,""760.803"",""152"",""3881.565"",""1445.165"",""383"",NULL,""40"",""50"",NULL,""441"",""325"",""2161.9"",""2988.871"",NULL,""274"",""47.218"",NULL,""171"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 12:00:00,""63.1"",NULL,""725.794"",""159"",""3882.603"",""1443.963"",""418"",NULL,""40"",""50"",NULL,""124"",""346"",""2060.9"",""3250.964"",NULL,""270"",""59.381"",NULL,""250.9"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 13:00:00,""59.53"",NULL,""723.799"",""158.5"",""3666.245"",""1413.901"",""336"",NULL,""40"",""50"",NULL,""64"",""346"",""1864.004"",""3387.715"",NULL,""266"",""45"",NULL,""295.7"",""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-19 14:00:00,""15"",""266"",""717.801"",""140"",""3436.485"",""1347.979"",""356"",NULL,""40"",""50"",NULL,""38"",""346"",""1850.9"",""3403.123"",NULL,""338"",""45"",NULL,""317.2"",""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-19 15:00:00,""33.49"",""181"",""716.352"",""102"",""3332.455"",""1294.171"",""366"",NULL,""42"",""50"",NULL,""38"",""346"",""1850.9"",""3238.21"",NULL,""328"",""45"",NULL,""177.9"",""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-19 16:00:00,""65.02"",NULL,""718.492"",""108.5"",""3254.682"",""1241.195"",""352"",NULL,""42"",""50"",NULL,""309.752"",""346"",""2130.9"",""2877.217"",NULL,""240"",""45"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 17:00:00,""65.02"",NULL,""704.72"",""124.5"",""3289.877"",""1217.931"",""492"",NULL,""35"",""50"",NULL,""545.737"",""346"",""2360.294"",""2312.997"",NULL,""270"",""35"",""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 18:00:00,""65.02"",NULL,""696.716"",""129"",""3379.466"",""1198.09"",""471"",NULL,""35"",""50"",NULL,""1067.655"",""346"",""2451.294"",""1776.323"",NULL,""294"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 19:00:00,""69.79"",NULL,""701.717"",""147"",""3597.967"",""1209.67"",""471"",NULL,""35"",""50"",NULL,""1285"",""346"",""2706.921"",""1565.433"",NULL,""303"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 20:00:00,""92.24"",NULL,""720.719"",""149"",""3842.122"",""1188.881"",""440"",NULL,""35"",""50"",NULL,""1365"",""391"",""2796.596"",""1463.091"",NULL,""291"",NULL,""349"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 21:00:00,""81.74"",NULL,""714.721"",""139"",""3418.709"",""1090.224"",""461"",NULL,""35"",""50"",NULL,""1184"",""346"",""2766.647"",""1371.007"",NULL,""351"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 22:00:00,""79"",NULL,""858.716"",""130.5"",""3012.824"",""1025.426"",""459"",NULL,""60"",""50"",NULL,""854"",""346"",""2753.516"",""1307.663"",NULL,""302.713"",NULL,""500"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-19 23:00:00,""80.05"",NULL,""883.725"",""109"",""2693.564"",""990.774"",""480"",NULL,""110"",""50"",NULL,""38"",""346"",""2776.001"",""1245.77"",NULL,""150"",""20"",""198.7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 00:00:00,""78.21"",NULL,""867.834"",""84"",""2409.563"",""941.395"",""439"",NULL,""207"",""50"",NULL,""61"",""151"",""2224.707"",""1346.085"",NULL,""136"",""40"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 01:00:00,""69.36"",NULL,""881.826"",""83.5"",""2273.595"",""913.77"",""439"",NULL,""207"",""50"",NULL,""63"",""151"",""2049.676"",""1376.015"",NULL,""143"",""40"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 02:00:00,""65.53"",NULL,""884.827"",""92.5"",""2178.576"",""900.151"",""466"",NULL,""147"",""50"",NULL,""63"",""151"",""1982.467"",""1398.214"",NULL,""161.627"",""40"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 03:00:00,""63.63"",NULL,""891.825"",""93.5"",""2137.68"",""902.692"",""489"",NULL,""147"",""50"",NULL,""63"",""151"",""1941.39"",""1388.694"",NULL,""164.387"",""40"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 04:00:00,""65"",NULL,""878.825"",""94"",""2171.436"",""926.621"",""485"",NULL,""147"",""50"",NULL,""63"",""151"",""2007.808"",""1362.617"",NULL,""155.543"",""40"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 05:00:00,""64.5"",NULL,""877.27"",""88"",""2254.162"",""1011.991"",""500"",NULL,""90"",""50"",NULL,""51"",""151"",""2312.284"",""1372.826"",NULL,""249.687"",""46"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 06:00:00,""69.36"",NULL,""873.896"",""120.5"",""2650.949"",""1164.676"",""493"",NULL,""35"",""50"",NULL,""366"",""151"",""2603.99"",""1577.031"",NULL,""466"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 07:00:00,""69.36"",NULL,""869.364"",""146.5"",""3127.092"",""1310.238"",""426"",NULL,""35"",""50"",NULL,""888"",""151"",""2421.081"",""2027.113"",NULL,""535"",""10"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 08:00:00,""66.33"",NULL,""837.761"",""114"",""3470.209"",""1391.992"",""476"",NULL,""35"",""50"",NULL,""815.687"",""151"",""2260.526"",""2626.749"",NULL,""512"",""89"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 09:00:00,""58.98"",NULL,""798.759"",""110"",""3695.339"",""1427.438"",""476"",NULL,""35"",""50"",NULL,""773"",""151"",""1955.772"",""3201.764"",NULL,""522"",""89"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 10:00:00,""58.98"",NULL,""761.307"",""111.5"",""3819.12"",""1441.206"",""520"",NULL,""35"",""50"",NULL,""583"",""151"",""1758.437"",""3631.696"",NULL,""530"",""66"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 11:00:00,""69.36"",NULL,""743.304"",""121.5"",""3880.874"",""1455.075"",""311"",NULL,""35"",""50"",NULL,""313"",""151"",""1990.277"",""3917.476"",NULL,""476"",""91"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 12:00:00,""69.07"",NULL,""730.689"",""117.5"",""3874.784"",""1456.865"",""330"",NULL,""35"",""50"",NULL,""111"",""151"",""1914.9"",""4094.849"",NULL,""405.911"",""101"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 13:00:00,""60.39"",NULL,""729.326"",""117.5"",""3619.259"",""1416.202"",""309"",NULL,""35"",""50"",NULL,""51"",""151"",""1911.01"",""4127.277"",NULL,""456"",""186"",NULL,NULL,""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-20 14:00:00,""52.49"",NULL,""717.811"",""119"",""3173.322"",""1320.046"",""333"",NULL,""35"",""50"",NULL,""25"",""151"",""1505.9"",""4032.311"",NULL,""506.032"",""186"",NULL,NULL,""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-20 15:00:00,""51.91"",NULL,""716.812"",""125.5"",""3011.072"",""1256.329"",""325"",NULL,""35"",""50"",NULL,""25"",""151"",""1505.9"",""3771.799"",NULL,""465.986"",""178"",NULL,NULL,""110"",NULL,NULL,NULL,NULL,NULL"
"2021-05-20 16:00:00,""60.39"",NULL,""720.055"",""116.5"",""3229.96"",""1249.61"",""319"",NULL,""35"",""50"",NULL,""71"",""151"",""1841.034"",""3323.091"",NULL,""397"",""77"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 17:00:00,""67.86"",NULL,""706.234"",""129.5"",""3299.364"",""1225.3"",""461"",NULL,""102"",""50"",NULL,""191"",""151"",""2043.078"",""2724.07"",NULL,""331.75"",""30"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 18:00:00,""60.39"",NULL,""698.236"",""130.5"",""3369.236"",""1203.748"",""520"",NULL,""35"",""50"",NULL,""876"",""151"",""2207.57"",""2131.15"",NULL,""535"",""34"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-05-20 19:00:00,""67.6"",NULL,""702.771"",""165.5"",""3549.14"",""1192.499"",""520"",NULL,""35"",""50"",NULL,""1232"",""151"",""2311.917"",""1864.993"",NULL,""535"",""20"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
