"Date,""MCP"",""Buy_Exports_GR-TR"",""Buy_HV_LOAD"",""Buy_LOSSES_LOAD"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Sell_Imports_AL-GR"",""Sell_Imports_BG-GR"",""Sell_Imports_MK-GR"",""Sell_Imports_TR-GR"",""Sell__SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Exports_GR-BG"",""Buy_Exports_GR-MK"",""Buy_Exports_GR-AL"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"",""Buy_PUMP_LOAD"",""Buy_Imports_IT-GR"",""Sell_Exports_GR-IT"",""Buy_CRETE LOAD_LOAD"",""Sell_CRETE CONVENTIONAL_SUPPLY"",""Sell_CRETE RENEWABLES_SUPPLY"""
"2021-07-10 09:00:00,""77.74"",NULL,""931.423"",""169"",""4893.989"",""1505.705"",""40"",""380.1"",""354"",""100"",NULL,""745"",""346"",""2204.392"",""3712.139"",NULL,""160"",""221.503"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 10:00:00,""79.95"",NULL,""923.916"",""172.5"",""5258.938"",""1532.45"",""35"",""321.5"",""387"",""100"",NULL,""455"",""346"",""2510.286"",""3996.03"",NULL,""61"",""202"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 11:00:00,""79.36"",NULL,""918.879"",""195"",""5543.45"",""1537.657"",""77"",""550.6"",""487"",""100"",NULL,""301"",""346"",""2453.884"",""4140.513"",NULL,""34"",""227"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 12:00:00,""79.39"",NULL,""921.891"",""182.5"",""5716.004"",""1544.166"",""142"",""648"",""467"",""100"",NULL,""171"",""346"",""2498.516"",""4171.029"",NULL,""34"",""145"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 13:00:00,""84"",NULL,""897.826"",""180"",""5660.649"",""1552.327"",""165"",""660"",""467"",""100"",NULL,""125"",""346"",""2551.618"",""4053.184"",NULL,""35"",""142"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 14:00:00,""88.51"",NULL,""871.99"",""174.5"",""5419.184"",""1545.597"",""140"",""660"",""467"",""100"",NULL,""142.349"",""346"",""2544.028"",""3790.894"",NULL,""30"",""149"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 15:00:00,""94.06"",NULL,""879.651"",""175"",""5230.755"",""1524.18"",""140"",""600"",""467"",""100"",NULL,""180"",""346"",""2721.585"",""3424.001"",NULL,""23"",""146"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 16:00:00,""80.65"",NULL,""866.651"",""171.5"",""5133.695"",""1492.301"",""125"",""510.3"",""467"",""100"",NULL,""464"",""346"",""2843.381"",""2969.476"",NULL,""21"",""140"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 17:00:00,""86.46"",NULL,""855.612"",""169"",""5068.583"",""1442.927"",""90"",""439.9"",""463"",""100"",NULL,""844"",""346"",""2953.962"",""2439.234"",NULL,""20"",""120"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 18:00:00,""88.51"",NULL,""864.732"",""171.5"",""4973.591"",""1386.716"",""125"",""591.3"",""293"",""100"",NULL,""1000.757"",""346"",""3056.916"",""1939.576"",NULL,""44"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 19:00:00,""94.06"",NULL,""854.719"",""167"",""4936.486"",""1283.75"",""150"",""492.3"",""181"",""100"",NULL,""1240"",""346"",""3203.659"",""1701.005"",NULL,""110"",""62"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 20:00:00,""97.02"",NULL,""859.796"",""166"",""5096.336"",""1218.243"",""110"",""498.5"",""203.213"",""100"",NULL,""1274"",""346"",""3291.305"",""1642.365"",NULL,""85"",""40"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 21:00:00,""98.9"",NULL,""853.825"",""159.5"",""4948.927"",""1206.314"",""135"",""282.5"",""323"",""100"",NULL,""1104"",""346"",""3312.677"",""1641.363"",NULL,""59"",""17"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 22:00:00,""98.72"",NULL,""848.81"",""165.5"",""4736.639"",""1209.8"",""185"",""182.2"",""432.448"",""100"",NULL,""818"",""346"",""3320.382"",""1637.727"",NULL,""49"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 23:00:00,""94.06"",NULL,""858.744"",""152.5"",""4320.569"",""1187.435"",""170"",""153.4"",""472"",""100"",NULL,""555"",""346"",""3191.259"",""1663.598"",NULL,""40"",""92"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 00:00:00,""85.16"",NULL,""859.557"",""148.5"",""3933.206"",""1167.426"",""270"",""461"",""447"",""100"",NULL,""154"",""346"",""2853.562"",""1622.098"",NULL,NULL,""145"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 01:00:00,""80.37"",NULL,""853.505"",""141"",""3647.902"",""1149.603"",""275"",""610.4"",""488"",""100"",NULL,""114"",""346"",""2388.023"",""1705.594"",NULL,NULL,""235"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 02:00:00,""77.83"",NULL,""843.938"",""136"",""3480.63"",""1122.644"",""285"",""660"",""403"",""100"",NULL,""114"",""346"",""2134.624"",""1820.588"",NULL,NULL,""280"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 03:00:00,""77.83"",NULL,""845.011"",""132.5"",""3336.672"",""1105.433"",""308"",""660"",""402"",""100"",NULL,""114"",""346"",""1869.993"",""1895.623"",NULL,NULL,""276"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 04:00:00,""76.4"",NULL,""834.005"",""131"",""3286.491"",""1099.562"",""308"",""660"",""401"",""100"",NULL,""170"",""346"",""1694.923"",""1951.135"",NULL,""5"",""275"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 05:00:00,""68.2"",NULL,""816.003"",""126.5"",""3179.723"",""1079.873"",""251"",""660"",""342.887"",""100"",NULL,""151"",""346"",""1636.9"",""2019.312"",NULL,""5"",""300"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 06:00:00,""68.31"",NULL,""791.041"",""124.5"",""3313.535"",""1084.137"",""282"",""448.7"",""337.745"",""100"",NULL,""281"",""346"",""1630.9"",""2187.881"",NULL,""35"",""266"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 07:00:00,""68.3"",NULL,""818.35"",""123"",""3675.255"",""1113.761"",""223"",""126.2"",""261.778"",""100"",NULL,""701"",""346"",""1627.9"",""2677.501"",NULL,""65"",""268"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 08:00:00,""70.21"",NULL,""807.445"",""120"",""4087.184"",""1133.596"",""140"",""107.2"",""205.028"",""100"",NULL,""701"",""346"",""1690.9"",""3243.11"",NULL,""90"",""295"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 09:00:00,""69.07"",NULL,""804.421"",""118"",""4450.704"",""1144.743"",""105"",""155.7"",""144.538"",""100"",NULL,""735"",""346"",""1690.9"",""3650.777"",NULL,""115"",""295"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 10:00:00,""70.87"",NULL,""810.301"",""119.5"",""4793.682"",""1157.025"",""35"",""214.2"",""262.41"",""100"",NULL,""685"",""346"",""1690.9"",""3902.979"",NULL,""85"",""271"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 11:00:00,""76.69"",NULL,""823.134"",""122"",""5020.699"",""1169.678"",""182"",""372.7"",""299"",""100"",NULL,""361"",""346"",""1787.67"",""4011.151"",NULL,""50"",""274"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 12:00:00,""76.4"",NULL,""815.017"",""124"",""5119.601"",""1197.472"",""307"",""393.6"",""314"",""100"",NULL,""294"",""346"",""1771.516"",""3986.969"",NULL,NULL,""257"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 13:00:00,""72.21"",NULL,""810.984"",""123"",""4978.265"",""1233.221"",""321"",""411.2"",""463"",""100"",NULL,""225"",""346"",""1690.9"",""3846.331"",NULL,NULL,""258"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 14:00:00,""76.17"",NULL,""816.547"",""124"",""4825.913"",""1257.113"",""305"",""463.6"",""483"",""100"",NULL,""225"",""346"",""1732.9"",""3574.082"",NULL,NULL,""206"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 15:00:00,""77.83"",NULL,""839.601"",""129.5"",""4733.538"",""1257.917"",""328"",""403.9"",""492"",""100"",NULL,""225"",""346"",""2103.946"",""3174.737"",NULL,NULL,""213"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 16:00:00,""77.83"",NULL,""835.65"",""138"",""4681.084"",""1241.393"",""248"",""587.9"",""495"",""100"",NULL,""529"",""346"",""2117.882"",""2678.372"",NULL,NULL,""206"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 17:00:00,""74.09"",NULL,""838.698"",""150.5"",""4651.357"",""1210.861"",""246"",""260"",""462.897"",""100"",NULL,""839"",""346"",""2515.9"",""2098.599"",NULL,NULL,""17"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 18:00:00,""81.64"",NULL,""841.807"",""159.5"",""4586.579"",""1168.871"",""182"",""254.5"",""418"",""100"",NULL,""1034"",""346"",""3048.349"",""1538.883"",NULL,""35"",""130"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 19:00:00,""88.74"",NULL,""843.802"",""164.5"",""4616.534"",""1138.515"",""195"",""305.4"",""205.134"",""100"",NULL,""1150"",""346"",""3399.183"",""1242.666"",NULL,""87"",""93"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 20:00:00,""98.89"",NULL,""853.787"",""174"",""4970.289"",""1134.741"",""190"",""428.5"",""343"",""100"",NULL,""1144"",""346"",""3569.194"",""1152.157"",NULL,""52"",""88"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 21:00:00,""98.93"",NULL,""842.771"",""170.5"",""4866.115"",""1139.129"",""195"",""504.7"",""281"",""100"",NULL,""1064"",""346"",""3584.124"",""1083.691"",NULL,""52"",""88"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 22:00:00,""98.93"",NULL,""832.76"",""163.5"",""4678.412"",""1157.287"",""245"",""529"",""448"",""100"",NULL,""624"",""346"",""3600.554"",""987.435"",NULL,NULL,""48"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-11 23:00:00,""98.91"",NULL,""836.711"",""152.5"",""4277.321"",""1149.14"",""155"",""476.7"",""488"",""100"",NULL,""430"",""346"",""3608.871"",""925.064"",NULL,NULL,""114"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 00:00:00,""85.27"",NULL,""854.33"",""140"",""3711.606"",""1133.389"",""76"",""660"",""484"",""80"",NULL,""114"",""346"",""3268.758"",""903.567"",NULL,NULL,""93"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 01:00:00,""83.98"",NULL,""860.237"",""145.5"",""3463.892"",""1118.826"",""59"",""660"",""493"",""85"",NULL,""114"",""346"",""3178.39"",""921.065"",NULL,NULL,""268"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 02:00:00,""77.05"",NULL,""862.308"",""149"",""3339.439"",""1090.564"",""55"",""660"",""460"",""99"",NULL,""114"",""346"",""2991.693"",""958.618"",NULL,NULL,""243"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 03:00:00,""74.99"",NULL,""854.302"",""136.5"",""3220.555"",""1087.664"",""55"",""660"",""461"",""93"",NULL,""114"",""346"",""2819.318"",""993.703"",NULL,NULL,""243"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 04:00:00,""74.99"",NULL,""854.066"",""139"",""3197.748"",""1149.48"",""63"",""660"",""456"",""93"",NULL,""170"",""346"",""2753.716"",""1002.578"",NULL,NULL,""204"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 05:00:00,""77.06"",NULL,""830.277"",""150"",""3190.461"",""1317.649"",""55"",""554"",""476.235"",""93"",NULL,""151"",""346"",""3018.647"",""1037.516"",NULL,NULL,""243"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 06:00:00,""89.78"",NULL,""840.294"",""153"",""3545.834"",""1537.437"",""10"",""445.4"",""300"",""97"",NULL,""182"",""346"",""3660.979"",""1221.196"",NULL,""37"",""149"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 07:00:00,""98.92"",NULL,""841.305"",""156"",""4160.806"",""1755.17"",""5"",""285.2"",""82"",""100"",NULL,""722"",""346"",""3851.397"",""1705.663"",NULL,""62"",""122"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 08:00:00,""99.47"",NULL,""795.4"",""160.5"",""4784.526"",""1887.655"",""5"",""309.9"",""126"",""100"",NULL,""732"",""346"",""3880.362"",""2279.866"",NULL,""62"",""89"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 09:00:00,""98.06"",NULL,""741.383"",""167"",""5181.449"",""1961.216"",""80"",""150.4"",""189.018"",""100"",NULL,""746"",""346"",""3832.509"",""2758.091"",NULL,""57"",""94"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 10:00:00,""91.14"",NULL,""714.376"",""168"",""5488.903"",""2011.545"",""80"",""152.6"",""302.874"",""100"",NULL,""660"",""346"",""3725.453"",""3054.906"",NULL,""32"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 11:00:00,""92.49"",NULL,""711.318"",""169"",""5714.978"",""2037.385"",""333.827"",""105.9"",""325"",""100"",NULL,""464"",""346"",""3756.868"",""3208.109"",NULL,NULL,""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 12:00:00,""98.9"",NULL,""700.336"",""171"",""5895.112"",""2084.815"",""353"",""245.7"",""459"",""100"",NULL,""289"",""346"",""3818.503"",""3247.078"",NULL,NULL,""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 13:00:00,""98.92"",NULL,""728.302"",""168.5"",""5860.391"",""2090.717"",""353"",""364.6"",""470"",""100"",NULL,""225"",""346"",""3815.089"",""3181.267"",NULL,NULL,""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 14:00:00,""98.92"",NULL,""729.048"",""164"",""5694.757"",""2041.87"",""353"",""309.4"",""470"",""100"",NULL,""225"",""346"",""3812.691"",""3020.606"",NULL,NULL,""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 15:00:00,""99.94"",NULL,""743.998"",""155.5"",""5598.707"",""1985.775"",""335"",""391.5"",""419"",""100"",NULL,""305"",""346"",""3846.006"",""2749.505"",NULL,""1"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 16:00:00,""98.93"",NULL,""749.977"",""164"",""5463.254"",""1880.267"",""284"",""411.3"",""379"",""99"",NULL,""579"",""346"",""3812.19"",""2354.011"",NULL,NULL,""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 17:00:00,""105.19"",NULL,""769.029"",""152"",""5428.629"",""1795.354"",""260"",""424.6"",""241"",""100"",NULL,""966.927"",""499"",""3926.201"",""1820.291"",NULL,""86"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 18:00:00,""108.13"",NULL,""771.075"",""151.5"",""5282.516"",""1695.4"",""245"",""436"",""257"",""93"",NULL,""1065"",""499"",""4069.785"",""1286.059"",NULL,""43.347"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 19:00:00,""108.14"",NULL,""777.1"",""157"",""5298.235"",""1601.915"",""231"",""409.1"",""220"",""93"",NULL,""1380"",""499"",""4079.797"",""993.333"",NULL,""64"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 20:00:00,""113"",NULL,""773.093"",""157.5"",""5507.963"",""1499.903"",""263"",""563.6"",""309"",""93"",NULL,""1224"",""499"",""4135.145"",""877.754"",NULL,""19"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 21:00:00,""108"",NULL,""766.1"",""155.5"",""5275.893"",""1433.819"",""245"",""426"",""390"",""85"",NULL,""1119"",""499"",""4089.333"",""828.986"",NULL,""44"",""7"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 22:00:00,""104.46"",NULL,""871.066"",""151"",""4844.961"",""1401.65"",""238"",""623.7"",""460.171"",""100"",NULL,""624"",""499"",""3997.28"",""758.533"",NULL,""10"",""22"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 23:00:00,""99.92"",NULL,""912.832"",""146.5"",""4381.374"",""1388.104"",""176"",""624.5"",""488"",""100"",NULL,""430"",""346"",""4006.981"",""722.28"",NULL,NULL,""65"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 00:00:00,""105.18"",NULL,""923.765"",""146.5"",""4148.613"",""1430.995"",""137"",""660"",""329"",""100"",NULL,""221.567"",""499"",""4098.449"",""678.857"",NULL,""12"",""62"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 01:00:00,""104.9"",NULL,""933.761"",""149"",""3829.98"",""1398.572"",""147"",""600"",""350"",""100"",NULL,""114"",""499"",""4006.377"",""696.936"",NULL,""14"",""188"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 02:00:00,""100.55"",NULL,""933.757"",""151"",""3663.939"",""1353.05"",""136"",""660"",""334"",""100"",NULL,""114"",""346"",""3854.847"",""726.899"",NULL,""33"",""137"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 03:00:00,""89.57"",NULL,""927.942"",""153.5"",""3521.686"",""1333.706"",""121"",""660"",""334"",""100"",NULL,""114"",""346"",""3658.529"",""761.305"",NULL,""27"",""131"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 04:00:00,""89.57"",NULL,""923.967"",""153"",""3462.742"",""1368.33"",""121"",""660"",""334"",""100"",NULL,""170"",""346"",""3546.845"",""810.194"",NULL,""35"",""145"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 05:00:00,""89.71"",NULL,""913.15"",""155"",""3432.807"",""1491.759"",""129"",""504.9"",""334"",""100"",NULL,""151"",""346"",""3724.479"",""890.354"",NULL,""14"",""173"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 06:00:00,""104.46"",NULL,""903.933"",""154"",""3776.576"",""1676.853"",""132"",""660"",""223"",""100"",NULL,""282"",""392.031"",""3801.952"",""1109.379"",NULL,""111"",""78"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 07:00:00,""109.97"",NULL,""898.5"",""157.5"",""4437.67"",""1878.293"",""107"",""478.4"",""190.287"",""100"",NULL,""722"",""499"",""3916.996"",""1597.286"",NULL,""171"",""68"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 08:00:00,""117.15"",NULL,""865.552"",""161.5"",""5066.969"",""2001.783"",""128"",""479.5"",""198"",""100"",NULL,""732"",""499"",""3976.106"",""2183.224"",NULL,""172"",""28"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 09:00:00,""109.31"",NULL,""834.42"",""163"",""5486.074"",""2070.071"",""103"",""359.6"",""182"",""100"",NULL,""746"",""499"",""4069.5"",""2688.472"",NULL,""172"",""22"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 10:00:00,""105.19"",NULL,""784.456"",""160"",""5851.536"",""2113.42"",""109"",""336.4"",""173"",""100"",NULL,""831.987"",""499"",""3973.246"",""3050.787"",NULL,""127"",""37"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 11:00:00,""105.21"",NULL,""765.562"",""167"",""6115.744"",""2144.858"",""105"",""414.9"",""232"",""100"",NULL,""702.042"",""499"",""3949.752"",""3267.477"",NULL,""40"",""37"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 12:00:00,""105.24"",NULL,""769.491"",""165.5"",""6305.795"",""2183.961"",""198"",""450.2"",""242"",""100"",NULL,""843.13"",""499"",""3780.729"",""3348.695"",NULL,""25"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 13:00:00,""105.24"",NULL,""780.481"",""166"",""6279.142"",""2187.085"",""204"",""438.9"",""300"",""100"",NULL,""824.585"",""499"",""3777.716"",""3320.514"",NULL,""40"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 14:00:00,""105.26"",NULL,""748.198"",""163"",""6148.395"",""2148.744"",""178"",""339.7"",""245"",""100"",NULL,""955"",""499"",""3855.442"",""3160.202"",NULL,""57"",""67"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 15:00:00,""105.34"",NULL,""739.224"",""161"",""6018.557"",""2078.298"",""188"",""308.2"",""224"",""100"",NULL,""1226.75"",""499"",""3777.936"",""2854.2"",NULL,""98"",""83"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 16:00:00,""105.36"",NULL,""754.227"",""159"",""5975.75"",""1996.376"",""169"",""327.5"",""223"",""100"",NULL,""1559.487"",""499"",""3778.703"",""2411.67"",NULL,""98"",""85"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 17:00:00,""105.53"",NULL,""771.938"",""166"",""5899.057"",""1897.127"",""169"",""301.8"",""228"",""100"",NULL,""2022.948"",""499"",""3780.02"",""1851.361"",NULL,""126"",""92"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 18:00:00,""131.6"",NULL,""777.88"",""165"",""5710.299"",""1784.983"",""302"",""660"",""305"",""100"",NULL,""1265"",""499"",""4107.616"",""1283.546"",NULL,""36"",""48"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 19:00:00,""129.37"",NULL,""775.425"",""168"",""5659.603"",""1680.974"",""264.094"",""660"",""314"",""100"",NULL,""1535"",""499"",""4006.278"",""988.63"",NULL,""35"",""48"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 20:00:00,""125.1"",NULL,""783.605"",""170"",""5760.861"",""1551.466"",""251"",""660"",""306"",""100"",NULL,""1648.216"",""499"",""4007.469"",""878.247"",NULL,""36"",""48"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 21:00:00,""123.9"",NULL,""767.655"",""157.5"",""5625.769"",""1489.088"",""243.74"",""660"",""286"",""100"",NULL,""1419"",""499"",""4072.599"",""835.673"",NULL,""28"",""48"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 22:00:00,""132.61"",NULL,""891.133"",""159"",""5204.459"",""1456.973"",""302"",""660"",""342"",""100"",NULL,""715.218"",""499"",""4360.074"",""791.273"",NULL,""6"",""52"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 23:00:00,""131.6"",NULL,""903.263"",""154.5"",""4770.229"",""1447.836"",""307"",""660"",""359"",""100"",NULL,""430"",""499"",""4184.789"",""788.039"",NULL,NULL,""52"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 00:00:00,""104.46"",NULL,""906.991"",""165"",""4250.427"",""1440.902"",""236"",""660"",""478"",""100"",NULL,""114"",""605.251"",""3894.588"",""769.481"",NULL,""17"",""77"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 01:00:00,""89.6"",NULL,""933.968"",""157.5"",""3927.266"",""1409.606"",""155"",""660"",""483"",""100"",NULL,""114"",""501"",""3654.803"",""850.537"",NULL,""13"",""77"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 02:00:00,""85.09"",NULL,""924.097"",""152"",""3755.692"",""1365.398"",""195"",""660"",""484"",""100"",NULL,""114"",""346"",""3450.262"",""936.925"",NULL,""12"",""77"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 03:00:00,""84"",NULL,""914.52"",""148.5"",""3628.88"",""1351.283"",""195"",""660"",""484"",""100"",NULL,""114"",""346"",""3228.528"",""1003.655"",NULL,""10"",""78"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 04:00:00,""78.56"",NULL,""920.626"",""148"",""3553.035"",""1381.945"",""195"",""552.9"",""488"",""100"",NULL,""170"",""346"",""3198.322"",""1042.381"",NULL,""11"",""78"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 05:00:00,""84"",NULL,""905.91"",""148"",""3509.701"",""1501.085"",""195"",""564.4"",""472"",""100"",NULL,""132"",""346"",""3258.735"",""1095.571"",NULL,""11"",""88"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 06:00:00,""92.15"",NULL,""887.358"",""157.5"",""3869.07"",""1686.627"",""253"",""189.1"",""459"",""100"",NULL,""282"",""346"",""3736.579"",""1277.876"",NULL,""25"",""18"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 07:00:00,""100.82"",NULL,""876.856"",""165"",""4551.95"",""1895.843"",""257"",""136.7"",""411"",""100"",NULL,""722"",""346"",""3795.256"",""1758.683"",NULL,""25"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 08:00:00,""104.56"",NULL,""837.564"",""168.5"",""5165.805"",""2018.836"",""231"",""80"",""334"",""100"",NULL,""802.291"",""499"",""3817.329"",""2356.192"",""7.1"",""10"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 09:00:00,""104.56"",NULL,""814.409"",""169"",""5578.896"",""2079.783"",""176"",""83.1"",""325"",""100"",NULL,""815.525"",""499"",""3804.852"",""2872.618"",NULL,""22"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-14 10:00:00,""104.46"",NULL,""771.287"",""170.5"",""5952.116"",""2137.399"",""196"",""257.4"",""411"",""100"",NULL,""678"",""399.493"",""3806.12"",""3216.296"",NULL,""21"",""12"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
